html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Central Philippine Adventist College*en,active,education,,Central Philippine Adventist College*en,CPAC*en,https://cpac.edu.ph,,cpac.edu.ph,1981,,,,,,,Q5061642,Q5061642,Murcia,Philippines,1699060,https://ror.org/01vh37z61,,,,,
,,Villaflores College*en,active,education,,Villaflores College*en; Kolehiyo sa Villaflores,,http://www.villaflorescollege.info,,villaflorescollege.info,1952,,,,,,,Q122291210,Q122291210,Tanjay,Philippines,1683088,https://ror.org/02fvfgz52,,,,,
,,Central Philippines State University-Cauayan Campus*en,active,education,CPSU-Cauayan Campus*en,Central Philippines State University-Cauayan Campus*en,,https://cpsu.edu.ph/content/71,,,1999,,,,,,,,,Cauayan,Philippines,1717738,https://ror.org/002cvza23,https://ror.org/059ty5v23,,,,
,,Negros Oriental State University-Bayawan*en,active,education,Bayawan-Sta. Catalina Campus*en,Negros Oriental State University-Bayawan*en,NORSU-BSC*en,https://norsu.edu.ph/65,,,1947,,,,,,,,,Bayawan,Philippines,1725804,https://ror.org/01bcqew56,https://ror.org/016t28114,,,,
,,State University of Northern Negros-Escalante*en,active,education,Northern Negros State College of Science and Technology-Escalante*en; SUNN Escalante Campus*en,State University of Northern Negros-Escalante*en,,https://sunn.edu.ph,,sunn.edu.ph,,,,,,,,,,Escalante,Philippines,1713818,https://ror.org/01zh8w651,,,,,
,,Central Philippines State University-Hinigaran Campus*en,active,education,CPSU-Hinigaran Campus*en;CPSU Hinigaran Campus*en,Central Philippines State University-Hinigaran Campus*en,,https://cpsu.edu.ph/content/72,,,2011,,,,,,,,,Hinigaran,Philippines,1711621,https://ror.org/008t7s152,https://ror.org/059ty5v23,,,,
,,State University of Northern Negros*en,active,education,Northern Negros State College of Science and Technology*en,State University of Northern Negros*en,NONESCOST*en;SUNN*en,https://sunn.edu.ph,,sunn.edu.ph,1998,,,,,0000 0004 4654 9701,0000 0004 4654 9701,,,Sagay,Philippines,1691150,https://ror.org/016w4zj61,,,https://ror.org/013xphc70,,
,,Central Philippines State University - San Carlos Campus*en,active,education,,Central Philippines State University - San Carlos Campus*en,,https://cpsu.edu.ph/content/78,,,,,,,,,,,,San Carlos,Philippines,1690219,https://ror.org/03m6geg73,https://ror.org/059ty5v23,,,,
,,Carlos Hilado Memorial State University-Alijis*en,active,education,,Carlos Hilado Memorial State University-Alijis*en,,https://chmsu.edu.ph/alijis/,,,1983,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/01p3ehp75,https://ror.org/028yaa073,,,,
,,Technological University of the Philippines Visayas*en,active,education,TUP Visayas*en;Technological University of the Philippines-Visayas*en,Technological University of the Philippines Visayas*en,TUPV*en,http://www.tupvisayas.edu.ph,,tupvisayas.edu.ph,1977,,,,,,,,,Talisay,Philippines,1683877,https://ror.org/00hhhjp42,https://ror.org/00v4vjb95,,,,
,,Negros Oriental State University-Guihulngan*en,active,education,NORSU Guihulngan Campus*en,Negros Oriental State University-Guihulngan*en,,https://norsu.edu.ph/66,,,1957,,,,,,,,,Guihulngan,Philippines,1712520,https://ror.org/01rwzy654,https://ror.org/016t28114,,,,
,,Central Philippines State University-Ilog Campus*en,active,education,,Central Philippines State University-Ilog Campus*en,CPSU-Ilog*en,,,,2002,,,,,,,,,Ilog,Philippines,1711030,https://ror.org/00dce4q22,https://ror.org/059ty5v23,,,,
,,Siquijor State College*en,active,education,,Siquijor State College*en,,http://www.siquijorstate.edu.ph,,siquijorstate.edu.ph,1920,,,,,,,Q7525882,Q7525882,Larena,Philippines,1707223,https://ror.org/01mpfa064,,,,,
,,Central Philippines State University-Moises Padilla Campus*en,active,education,,Central Philippines State University-Moises Padilla Campus*en,,https://cpsu.edu.ph/content/76,,,2007,,,,,,,,,Moises Padilla,Philippines,1699418,https://ror.org/00s4ybe17,https://ror.org/059ty5v23,,,,
,,Negros Oriental State University-Siaton Campus*en,active,education,Siaton Community College*en; NORSU Siaton Campus*en,Negros Oriental State University-Siaton Campus*en,SCC*en,https://norsu.edu.ph/69,,,1977,,,,,,,,,Siaton,Philippines,1686868,https://ror.org/05g0esq50,https://ror.org/016t28114,,,,
,,Cagayan Valley Medical Center*en,active,healthcare,,Cagayan Valley Medical Center*en,CVMC*en,https://cvmc.doh.gov.ph/,,cvmc.doh.gov.ph,1945,,,,,,,Q30644798,Q30644798,Tuguegarao City,Philippines,1680932,https://ror.org/01rq84a77,,,,,
,,Bicol Medical Center*en,active,healthcare,Bicol Regional Training and Teaching Hospital*en;Camarines Sur Provincial Hospital*en,Bicol Medical Center*en,BMC*en,https://bmc.doh.gov.ph,,bmc.doh.gov.ph,1933,,,,,,,,,Naga,Philippines,1698829,https://ror.org/01qa98b08,,,,,
,,Baguio General Hospital and Medical Center*en,active,healthcare,Baguio General Hospital*en,Baguio General Hospital and Medical Center*en,BGHMC*en,http://bghmc.doh.gov.ph/,,bghmc.doh.gov.ph,1902,,,,,,,Q60787332,Q60787332,Baguio City,Philippines,1728930,https://ror.org/02nj94n60,https://ror.org/03zn9nd89,,,,
,,Veterans Memorial Medical Center*en,active,healthcare,Veterans Memorial Hospital*en,Veterans Memorial Medical Center*en,VMMC*en,https://vmmc.gov.ph,,vmmc.gov.ph,1955,,,,,,,Q7923649,Q7923649,Quezon City,Philippines,1692192,https://ror.org/048v8qe24,,,,,
,,Cotabato Regional and Medical Center*en,active,healthcare,,Cotabato Regional and Medical Center*en,CRMC*en,https://crmc.doh.gov.ph/,,crmc.doh.gov.ph,1916,,,,,,,Q48800592,Q48800592,Cotabato City,Philippines,1716771,https://ror.org/00a9dbs77,,,,,
,,Amang Rodriguez Memorial Medical Center*en,active,healthcare,,Amang Rodriguez Memorial Medical Center*en,ARMMC*en,https://armmc.doh.gov.ph,,armmc.doh.gov.ph,1966,,,,,,,,,Marikina,Philippines,1700925,https://ror.org/021vn6191,https://ror.org/03zn9nd89,,,,
,,Chong Hua Hospital*en,active,healthcare,,Chong Hua Hospital*en,,https://chonghua.com.ph,,chonghua.com.ph,1909,,,,,,,Q5104599,Q5104599,Cebu City,Philippines,1717512,https://ror.org/028gg6s12,,,,,
,,Gov. Celestino Gallares Memorial Medical Center*en,active,healthcare,Gov. Celestino Gallares Memorial Hospital*en,Gov. Celestino Gallares Memorial Medical Center*en,GCGMMC*en;GCGMH*en,https://www.gcgmh.gov.ph/,,gcgmh.gov.ph,1929,,,,,,,Q118868611,Q118868611,Tagbilaran,Philippines,1684497,https://ror.org/05pmb4g53,,,,,
,,Medical Center Manila*en,active,healthcare,,Medical Center Manila*en; ManilaMed*en,,https://manilamed.net.ph,,manilamed.net.ph,1967,,,,,,,Q6806286,Q6806286,Manila,Philippines,1701668,https://ror.org/00zeg0323,,,,,
,,Jose B. Lingad Memorial General Hospital*en,active,healthcare,Jose B. Lingad Memorial Regional Hospital*en,Jose B. Lingad Memorial General Hospital*en,,https://jblmgh.doh.gov.ph,,jblmgh.doh.gov.ph,,,,,,,,,,San Fernando City,Philippines,1690039,https://ror.org/046qgbn67,,,https://ror.org/03zn9nd89,,
,,"San Pedro Hospital of Davao City, Inc.*en",active,healthcare,,"San Pedro Hospital of Davao City, Inc.*en",,https://sanpedrohospitaldavao.com,,sanpedrohospitaldavao.com,1948,,,,,,,,,Davao City,Philippines,1715348,https://ror.org/01c3wff43,,,https://ror.org/03dw6jp83,,
,,Cardinal Santos Medical Center*en,active,healthcare,,Cardinal Santos Medical Center*en,CSMC*en,https://www.cardinalsantos.com.ph,,cardinalsantos.com.ph,1974,,,,,,,Q18397118,Q18397118,San Juan,Philippines,1689286,https://ror.org/04q9ae819,,,,,
,,Mary Mediatrix Medical Center*en,active,healthcare,,Mary Mediatrix Medical Center*en,MMMC*en,https://mediatrixmed.com.ph,,mediatrixmed.com.ph,1958,,,,,,,,,Lipa City,Philippines,1706090,https://ror.org/02hqzts49,,,,,
,,Eastern Visayas Medical Center*en,active,healthcare,,Eastern Visayas Medical Center*en,EVMC*en,https://evrmc.doh.gov.ph,,,1966,,,,,,,,,Tacloban City,Philippines,1684712,https://ror.org/01a25xp58,,,,,
,,Zamboanga City Medical Center*en,active,healthcare,,Zamboanga City Medical Center*en,ZCMC*en,https://zcmc.doh.gov.ph,,zcmc.doh.gov.ph,1918,,,,,,,Q118868581,Q118868581,Zamboanga City,Philippines,1679432,https://ror.org/01ry07a08,https://ror.org/03zn9nd89,,,,
,,Philippine Children's Medical Center*en,active,healthcare,Lungsod ng Kabataan*tl,Philippine Children's Medical Center*en,PCMC*en,https://pcmc.gov.ph,,pcmc.gov.ph,1979,,,,,,,Q31810116,Q31810116,Quezon City,Philippines,1692192,https://ror.org/04s3x0a53,https://ror.org/03zn9nd89,,https://ror.org/050rdvn58; https://ror.org/04h783r90; https://ror.org/05k4a7g87,,
,,Mariano Marcos Memorial Hospital and Medical Center*en,active,healthcare,,Mariano Marcos Memorial Hospital and Medical Center*en,MMMH&MC*en,https://mmmhmc.doh.gov.ph,,mmmhmc.doh.gov.ph,1968,,,,,,,,,Batac City,Philippines,1726339,https://ror.org/027wx4z07,,,,,
,,National Children's Hospital*en,active,healthcare,,National Children's Hospital*en,NCH*en,https://nch.doh.gov.ph,,nch.doh.gov.ph,1945,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/058vv9y91,https://ror.org/03zn9nd89,,,,
,,Tondo Medical Center*en,active,healthcare,,Tondo Medical Center*en,,https://www.tmc.doh.gov.ph,,tmc.doh.gov.ph,1971,,,,,,,Q7820805,Q7820805,Manila,Philippines,1701668,https://ror.org/02ytxss09,https://ror.org/03zn9nd89,,,,
,,Corazon Locsin Montelibano Memorial Regional Hospital*en,active,healthcare,,Corazon Locsin Montelibano Memorial Regional Hospital*en,CLMMRH*en,https://clmmrh.doh.gov.ph,,clmmrh.doh.gov.ph,1926,,,,,,,Q56897622,Q56897622,Bacolod City,Philippines,1729564,https://ror.org/04n21ny09,https://ror.org/03zn9nd89,,,,
,,Ospital ng Makati*tl,active,healthcare,,Ospital ng Makati*tl,OsMak*tl,https://www.ospitalngmakati.com,,ospitalngmakati.com,1988,,,,,,,Q120798696,Q120798696,Makati City,Philippines,1703417,https://ror.org/03rfbt484,,,,,
,,Dr. Jose Fabella Memorial Hospital*en,active,healthcare,,Dr. Jose Fabella Memorial Hospital*en,,https://fabella.doh.gov.ph,,fabella.doh.gov.ph,1920,,,,,,,,,Manila,Philippines,1701668,https://ror.org/01x0t0608,,,,,
,,De Los Santos Medical Center*en,active,healthcare,,De Los Santos Medical Center*en,DLSMC*en,https://www.delossantosmed.ph,,delossantosmed.ph,1949,,,,,0000 0004 6004 956X,0000 0004 6004 956X,Q23926480,Q23926480,Quezon City,Philippines,1692192,https://ror.org/05et4ys05,,,,,
,,National Center for Mental Health*en,active,healthcare,,National Center for Mental Health*en; Pambansang Sentro ng Pangkaisipang Kalusugan*tl,NCMH*en,https://ncmh.gov.ph,,ncmh.gov.ph,1925,,,,,,,,,Mandaluyong,Philippines,1701966,https://ror.org/0409n0n53,https://ror.org/03zn9nd89,,,,
,,Batangas Medical Center*en,active,healthcare,Batangas Regional Hospital*en,Batangas Medical Center*en,,https://batmc.doh.gov.ph,,batmc.doh.gov.ph,,,,,,,,,,Batangas City,Philippines,1726280,https://ror.org/04b07g940,https://ror.org/03zn9nd89,,,,
,,Dr. Paulino J. Garcia Memorial Research and Medical Center*en,active,healthcare,,Dr. Paulino J. Garcia Memorial Research and Medical Center*en,,https://drpjgmrmc.doh.gov.ph,,drpjgmrmc.doh.gov.ph,1971,,,,,,,,,Cabanatuan City,Philippines,1721906,https://ror.org/03r32fc83,https://ror.org/03zn9nd89,,,,
,,Capitol Medical Center*en,active,healthcare,"Capitol Medical Center, Inc.*en",Capitol Medical Center*en,,https://capitolmedical.com.ph,,capitolmedical.com.ph,1970,,,,,,,Q16256501,Q16256501,Quezon City,Philippines,1692192,https://ror.org/03yw3se03,,,,,
,,Brokenshire Medical Center*en,active,healthcare,Brokenshire Memorial Hospital*en,Brokenshire Medical Center*en,BMC*en,https://www.brokenshiremed.com,,brokenshiremed.com;brokenshire.org,1908,,,,,,,,,Davao City,Philippines,1715348,https://ror.org/03gapwk73,,,,,
,,Davao Regional Medical Center*en,active,healthcare,,Davao Regional Medical Center*en,DRMC*en,http://drmc.doh.gov.ph,,drmc.doh.gov.ph,1969,,,,,,,Q104851140,Q104851140,Tagum,Philippines,1684269,https://ror.org/04b365477,,,,,
,,Cebu South Medical Center*en,active,healthcare,,Cebu South Medical Center*en,CSMC*en,https://csmc.doh.gov.ph,,csmc.doh.gov.ph,1994,,,,,,,,,Talisay City,Philippines,1683881,https://ror.org/01xxxjb24,,,,,
,,Western Visayas Medical Center*en,active,healthcare,,Western Visayas Medical Center*en,WVMC*en,https://wvmc.doh.gov.ph,,wvmc.doh.gov.ph,,,,,,,,,,Iloilo City,Philippines,1711005,https://ror.org/0480hck89,,,,,
,,Amai Pakpak Medical Center*en,active,healthcare,,Amai Pakpak Medical Center*en,APMC*en,http://apmc.doh.gov.ph,,apmc.doh.gov.ph,1903,,,,,,,Q30645166,Q30645166,Marawi City,Philippines,1701053,https://ror.org/00n2xrx14,https://ror.org/03zn9nd89,,,,
,,Vicente Sotto Memorial Medical Center*en,active,healthcare,,Vicente Sotto Memorial Medical Center*en,VSMMC*en,https://vsmmc.doh.gov.ph,,vsmmc.doh.gov.ph,1913,,,,,,,,,Cebu City,Philippines,1717512,https://ror.org/00q3ebb78,https://ror.org/03zn9nd89,,,,
,,Metal Industry Research and Development Center*en,active,facility,Metals Industry Research and Development Center*en,Metal Industry Research and Development Center*en,MIRDC*en,https://mirdc.dost.gov.ph,,mirdc.dost.gov.ph,1966,100015409,100015409,,,,,Q31811497,Q31811497,Taguig,Philippines,1684308,https://ror.org/00hsjqc56,https://ror.org/05tgxx705,,,,
,,Philippine Textile Research Institute*en,active,facility,,Philippine Textile Research Institute*en,PTRI*en,https://ptri.dost.gov.ph,,ptri.dost.gov.ph,1967,,,,,,,Q31811510,Q31811510,Taguig,Philippines,1684308,https://ror.org/020shr088,https://ror.org/05tgxx705,,,,
,,Philippine Institute of Volcanology and Seismology*en,active,government,,Philippine Institute of Volcanology and Seismology*en,PHIVOLCS*en,https://www.phivolcs.dost.gov.ph,,phivolcs.dost.gov.ph,1952,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/05kstvw68,https://ror.org/05tgxx705,,,,
,,Science Education Institute*en,active,government,,Science Education Institute*en,SEI*en;DOST-SEI*en,https://sei.dost.gov.ph,,sei.dost.gov.ph,1987,,,,,,,Q31811511,Q31811511,Taguig,Philippines,1684308,https://ror.org/0240hay17,https://ror.org/05tgxx705,,,,
,,Technology Application and Promotion Institute*en,active,government,,Technology Application and Promotion Institute*en,TAPI*en,http://www.tapi.dost.gov.ph,,tapi.dost.gov.ph,1987,,,,,,,Q31811512,Q31811512,Taguig,Philippines,1684308,https://ror.org/034tb2638,https://ror.org/05tgxx705,,,,
,,National Academy of Science and Technology*en,active,government,"National Academy of Science and Technology, Philippines*en",National Academy of Science and Technology*en,NAST*en,https://www.nast.dost.gov.ph,,nast.dost.gov.ph,1976,,,,,,,,,Taguig,Philippines,1684308,https://ror.org/00x68cv87,https://ror.org/05tgxx705,,,,
