html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Asian Institute of Maritime Studies*en,active,education,,Asian Institute of Maritime Studies*en,AIMS*en,http://www.aims.edu.ph,,aims.edu.ph,1993,,,,,,,Q4806669,Q4806669,Pasay City,Philippines,1694611,https://ror.org/00wpq8z75,,,,,
,,Manila Tytana Colleges*en,active,education,Manila Doctors College*en,Manila Tytana Colleges*en,MTC*en,http://www.mtc.edu.ph,,mtc.edu.ph,1975,,,,,0000 0004 0366 956X,0000 0004 0366 956X,Q3547605,Q3547605,Pasay,Philippines,1694611,https://ror.org/02sdye366,,,,,
,,Manila Adventist College*en,active,education,,Manila Adventist College*en,MAC*en,https://mac.edu.ph,,mac.edu.ph,1993,,,,,,,Q139023445,Q139023445,Pasay,Philippines,1694611,https://ror.org/006nzqv21,,,,,
,,"San Juan de Dios Educational Foundation, Inc.*en",active,education,,"San Juan de Dios Educational Foundation, Inc.*en",SJDEFI*en,https://sjdefi.edu.ph,,sjdefi.edu.ph; sanjuandedios.org,1991,,,,,,,,,Pasay,Philippines,1694611,https://ror.org/03hrpdw90,,,,,
,,Alliance Graduate School*en,active,education,,Alliance Graduate School*en,AGS*en,http://www.ags.edu.ph,,ags.edu.ph,1977,,,,,0000 0004 0639 5074,0000 0004 0639 5074,Q4732313,Q4732313,Quezon City,Philippines,1692192,https://ror.org/03t5t4z79,,,,,
,,Central Colleges of the Philippines*en,active,education,Polytechnic Colleges of the Philippines*en,Central Colleges of the Philippines*en; Kolehiyong Sentral ng Pilipinas*tl,CCP*en,http://www.ccp.edu.ph,,ccp.edu.ph,1954,,,,,,,Q5060604,Q5060604,Quezon City,Philippines,1692192,https://ror.org/00kvfsx80,,,,,
,,Dr. Carlos S. Lanting College*en,active,education,,Dr. Carlos S. Lanting College*en,DCLC*en,https://dclc.edu.ph,,dclc.edu.ph,1979,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/023v4q210,,,,,
,,FEU Diliman*en,active,education,FEU-FERN College*en; Far Eastern University - Diliman*en,FEU Diliman*en,,https://www.feudiliman.edu.ph,,feudiliman.edu.ph,1994,,,,,,,Q5434569,Q5434569,Quezon City,Philippines,1692192,https://ror.org/02xxzc897,,,https://ror.org/045dhqd98,,
,,"Institute of Community and Family Health, Inc.*en",active,education,,"Institute of Community and Family Health, Inc.*en; Institute of Community and Family Health*en",,http://www.icfhi.com,,icfhi.com,,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/02hgpzb12,,,,,
,,Metro Manila College*en,active,education,Novaliches Academy*en,,MMC*en,https://www.mmc.edu.ph,,mmc.edu.ph,1947,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/01tgxam20,,,,,
,,World Citi Colleges-Quezon City*en,active,education,,World Citi Colleges-Quezon City*en,,https://worldciti.edu.ph,,worldciti.edu.ph,1971,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/02g4bfe72,,,,,
,,PHINMA St. Jude College Quezon City*en,active,education,Republican College*en;PHINMA Republican College*en,PHINMA St. Jude College Quezon City*en,,https://sjc.phinma.edu.ph,,,,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/01rgdfa64,,,https://ror.org/05pd6be13,,
,,St. Joseph's College of Quezon City*en,active,education,,St. Joseph's College of Quezon City*en; Saint Joseph's College of Quezon City*en,SJCQC*en,https://www.sjcqc.edu.ph,,sjcqc.edu.ph,1932,,,,,,,Q4820185,Q4820185,Quezon City,Philippines,1692192,https://ror.org/023sgh092,,,,,
,,St. Luke's Medical Center College of Medicine-William H. Quasha Memorial*en,active,education,St. Luke's College of Medicine-William H. Quasha Memorial*en,St. Luke's Medical Center College of Medicine-William H. Quasha Memorial*en,SLMCCM-WHQM*en,https://slmc-cm.edu.ph,,slmc-cm.edu.ph,1994,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/00jkkam97,,,https://ror.org/02h4kdd20,,
,,Stella Maris College*en,active,education,,Stella Maris College*en,,http://stellamariscollegeqc.edu.ph,,stellamariscollegeqc.edu.ph,1955,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/05f7b6g61,,,,,
,,Technological Institute of the Philippines-Quezon City*en,active,education,,Technological Institute of the Philippines-Quezon City*en,,http://www.tip.edu.ph,,tip.edu.ph,,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/007ehk224,https://ror.org/02p79p790,,,,
,,Mary the Queen College of Quezon City*en,active,education,,Mary the Queen College of Quezon City*en,MQCQC*en,https://mqcqccollege2014.wixsite.com/mqcqc,,,2003,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/014dkxc74,,,,,
,,St. Bernadette of Lourdes College*en,active,education,,St. Bernadette of Lourdes College*en,SBLC*en,http://sblc.edu.ph,,sblc.edu.ph,2003,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/039e2r604,,,,,
,,Grace Christian College*en,active,education,,Grace Christian College*en,GCC*en,https://www.gcc.edu.ph,,gcc.edu.ph,1950,,,,,,,Q5591031,Q5591031,Quezon City,Philippines,1692192,https://ror.org/035pwwf56,,,,,
,,Diliman College*en,active,education,Diliman Computer Technology Institute*en,Diliman College*en,,http://www.thedilimancollege.edu.ph,,thedilimancollege.edu.ph,1998,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/0560t5566,,,,,
,,Asian Institute of Computer Studies-Quezon City*en,active,education,,Asian Institute of Computer Studies-Quezon City*en,AICS*en,https://www.aics.edu.ph,,aics.edu.ph,1996,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/02w8mf014,,,,,
,,Recoletos School of Theology*en,active,education,,Recoletos School of Theology*en,RST*en,https://rst.edu.ph,,rst.edu.ph,1985,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/04x10rn03,,,https://ror.org/00d25af97,,
,,NBS College*en,active,education,,NBS College*en,,https://www.nbscollege.edu.ph,,nbscollege.edu.ph,,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/00shsqx41,,,,,
,,NU Fairview*en,active,education,,NU Fairview*en,,https://national-u.edu.ph/nu-fairview,,,2019,,,,,,,,,Quezon City,Philippines,1692192,https://ror.org/03jsc8w92,https://ror.org/000a8qk84,,,,
,,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology*en",active,education,,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology*en",EARIST*en,https://earist.edu.ph,,earist.edu.ph,1945,,,,,,,Q5409452,Q5409452,Manila,Philippines,1701668,https://ror.org/051qed261,,,,,
,,Marikina Polytechnic College*en,active,education,,Marikina Polytechnic College*en,MPC*en,https://mpc.edu.ph,,mpc.edu.ph,1947,,,,,0000 0004 0462 2691,0000 0004 0462 2691,Q12969549,Q12969549,Marikina City,Philippines,1700925,https://ror.org/03948xt86,,,,,
,,Polytechnic University of the Philippines-Parañaque Campus*en,active,education,PUP Parañaque Campus*en;PUP Parañaque*en,Polytechnic University of the Philippines-Parañaque Campus*en,,https://www.pup.edu.ph/paranaque/,,,2011,,,,,,,,,Paranaque City,Philippines,1694781,https://ror.org/03saq2750,https://ror.org/00e7vmq69,,,,
,,Polytechnic University of the Philippines-Taguig*en,active,education,,Polytechnic University of the Philippines-Taguig*en,PUPT*en,https://www.pup.edu.ph/taguig/,,,1992,,,,,,,,,Taguig,Philippines,1684308,https://ror.org/03cv69298,https://ror.org/00e7vmq69,,,,
,,National Aviation Academy of the Philippines*en,active,education,Philippine State College of Aeronautics*en; Philippine Air Force College of Aeronautics*en; Basa Air Base Community College*en,National Aviation Academy of the Philippines*en; Pambansang Akademiyang Abyasyon ng Pilipinas*tl,NAAP*en; PhilSCA*en,http://naap.edu.ph,,naap.edu.ph,1969,,,,,,,Q7185256,Q7185256,Pasay,Philippines,1694611,https://ror.org/02dyfrr85,,,,,
,,Philippine Military Academy*en,active,education,,Philippine Military Academy*en,PMA*en,https://www.pma.edu.ph,,pma.edu.ph,1936,,,,,0000 0001 0289 6451,0000 0001 0289 6451,,,Baguio City,Philippines,1728930,https://ror.org/05fbq2n60,,,,,
,,Divine Word College of Bangued*en,active,education,Colegio del Sagrado Corazon*es,Divine Word College of Bangued*en,DWCB*en,https://dwcbsims.com,,dwcbsims.com,1920,,,,,,,,,Bangued,Philippines,1727214,https://ror.org/04bpv7916,,,,,
,,Pines City Colleges*en,active,education,,Pines City Colleges*en,PCC*en,http://www.pcc.edu.ph,,pcc.edu.ph,,,,,,,,,,Baguio City,Philippines,1728930,https://ror.org/02bm5ya85,,,,,
,,Easter College*en,active,education,Easter School*en,Easter College*en,,http://www.eastercollege.ph,,eastercollege.ph,1906,,,,,0000 0004 0545 5362,0000 0004 0545 5362,Q12963149,Q12963149,Baguio City,Philippines,1728930,https://ror.org/03xfsw747,,,,,
,,STI College Baguio*en,active,education,STI College-Baguio*en,STI College Baguio*en,,https://www.sti.edu/campuses/baguio,,sti.edu,,,,,,,,,,Baguio City,Philippines,1728930,https://ror.org/0188cg986,,,,,
,,Asia Pacific Theological Seminary*en,active,education,Theological Foundation for Asia*en;Far East Advanced School of Theology*en,Asia Pacific Theological Seminary*en,APTS*en,http://www.apts.edu,,apts.edu,1964,,,,,,,Q24938019,Q24938019,Baguio City,Philippines,1728930,https://ror.org/02xr5m676,,,,,
,,Philippine Baptist Theological Seminary*en,active,education,,Philippine Baptist Theological Seminary*en,PBTS*en,https://pbts.edu.ph,,pbts.edu.ph,1952,,,,,,,,,Baguio City,Philippines,1728930,https://ror.org/01ad7ea58,,,,,
,,St. Louis College of Bulanao*en,active,education,,St. Louis College of Bulanao*en; Saint Louis College of Bulanao*en,SLCB*en,https://slcb.edu.ph,,slcb.edu.ph,1967,,,,,,,,,Tabuk,Philippines,1684803,https://ror.org/01r755118,,,,,
,,"Saint Tonis College, Inc.*en",active,education,Saint Tonis College*en; Kalinga Christian Learning Center*en,"Saint Tonis College, Inc.*en",STCI*en,https://stci.edu.ph,,stci.edu.ph,1968,,,,,,,,,Tabuk,Philippines,1684803,https://ror.org/017pjbn41,,,,,
,,Cordillera Career Development College*en,active,education,,Cordillera Career Development College*en,CCDC*en,https://ccdc.edu.ph,,ccdc.edu.ph,1993,,,,,,,,,La Trinidad,Philippines,1707123,https://ror.org/04940t978,,,,,
,,King's College of the Philippines*en,active,education,King's College of the Philippines-Benguet*en,King's College of the Philippines*en,KCP*en,http://www.kcp.edu.ph,,kcp.edu.ph,,,,,,,,,,La Trinidad,Philippines,1707123,https://ror.org/04mqh9h51,,,,,
,,Benguet State University-Bokod Campus*en,active,education,,Benguet State University-Bokod Campus*en,,https://bsu.edu.ph/bokod-campus/,,,,,,,,,,,,Bokod,Philippines,1724378,https://ror.org/018tfkv36,https://ror.org/037wmkw40,,,,
,,Mountain Province State University*en,active,education,Mountain Province State Polytechnic College*en,Mountain Province State University*en,MPSU*en,https://mpsu.edu.ph,,mpsu.edu.ph,1969,,,,,,,Q6925177,Q6925177,Bontoc,Philippines,1723983,https://ror.org/059hw1r60,,,,,
,,Apayao State College*en,active,education,Apayao Institute of Science and Technology*en,Apayao State College*en,ASC*en,https://www.asc.edu.ph,,asc.edu.ph,1967,,,,,,,Q3656405,Q3656405,Conner,Philippines,1716933,https://ror.org/02sfzyk77,,,,,
,,University of Abra*en,active,education,Abra State Institute of Sciences and Technology*en; Abra State Institute of Science and Technology*en,University of Abra*en,ASIST*en,https://asist.edu.ph,,asist.edu.ph,1908,,,,,,,Q3578272,Q3578272,Lagangilang,Philippines,1708151,https://ror.org/05x2njz20,,,,,
,,Mountain Province State University-Tadian*en,active,education,Mountain Province State Polytechnic College-Tadian*en,Mountain Province State University-Tadian*en,MPSU-Tadian*en,https://mpsu.edu.ph,,mpsu.edu.ph,1992,,,,,,,,,Tadian,Philippines,1684672,https://ror.org/03d1fcc04,,,,,
,,Saint Michael College-Cantilan*en,active,education,,Saint Michael College-Cantilan*en,,http://www.smccantilan.edu.ph,,smccantilan.edu.ph,,,,,,,,,,Cantilan,Philippines,1718866,https://ror.org/05ffh4440,,,,,
,,Agusan del Sur College*en,active,education,Southern Agusan Institute*en; Southern Agusan College*en,Agusan del Sur College*en,ADSCO*en,https://www.agusandelsurcollege.com,,agusandelsurcollege.com,1966,,,,,,,Q4694610,Q4694610,Bayugan,Philippines,1725684,https://ror.org/027nhtf91,,,,,
,,Andres Soriano Colleges of Bislig*en,active,education,"South East Pacific Institute*en;Andres Soriano Institute*en;Andres Soriano Junior College*en;Andres Soriano Colleges, Incorporated*en;Andres Soriano College*en",Andres Soriano Colleges of Bislig*en,ASCB*en,https://asc-bislig.com,,asc-bislig.com,1952,,,,,,,,,Bislig,Philippines,1724767,https://ror.org/04s244m46,,,,,
,,Southern Technological Institute of the Philippines*en,active,education,,Southern Technological Institute of the Philippines*en,,,,,,,,,,,,,,Bislig,Philippines,1724767,https://ror.org/01vt89a93,,,,,
,,De La Salle John Bosco College*en,active,education,,De La Salle John Bosco College*en,DLSJBC*en,http://www.dlsjbc.edu.ph,,dlsjbc.edu.ph,1963,,,,,,,Q5244530,Q5244530,Bislig,Philippines,1724767,https://ror.org/04bye4z60,,,,,
,,Agusan Colleges*en,active,education,Agusan Colleges Inc.*en,Agusan Colleges*en,ACI*en,https://aci.edu.ph,,aci.edu.ph,1951,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/00cv5v751,,,,,
,,Asian College Foundation*en,active,education,,Asian College Foundation*en,ACF*en,https://www.acf.edu.ph,,acf.edu.ph,1991,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/04b2cpj93,,,,,
,,Butuan Doctors' College*en,active,education,,Butuan Doctors' College*en,BDC*en,https://www.butuandoctorscollege.edu.ph,,butuandoctorscollege.edu.ph,1975,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/010228769,,,,,
,,Saint Joseph Institute of Technology*en,active,education,,Saint Joseph Institute of Technology*en,SJIT*en,https://www.sjit.edu.ph,,sjit.edu.ph,,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/006s6xy16,,,,,
,,ACLC College of Butuan City*en,active,education,ACLC College of Butuan*en;ACLC College of Butuan Inc.*en,ACLC College of Butuan City*en,,http://www.aclc.edu.ph,,aclc.edu.ph,,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/05d4ph249,,,,,
,,Merchant Marine Academy of Caraga*en,active,education,,Merchant Marine Academy of Caraga*en,,https://mmacibutuan.edu.ph,,mmacibutuan.edu.ph,,,,,,,,,,Butuan,Philippines,1722186,https://ror.org/002cm1187,,,,,
,,Surigao Education Center*en,active,education,,Surigao Education Center*en,SEC*en,https://sec.edu.ph,,sec.edu.ph,1978,,,,,,,,,Surigao City,Philippines,1685218,https://ror.org/00tqxy860,,,,,
,,STI College Surigao*en,active,education,STI College-Surigao*en,STI College Surigao*en,,https://www.sti.edu/campuses/surigao,,,,,,,,,,,,Surigao City,Philippines,1685218,https://ror.org/0145x5m11,,,,,
,,Saint Theresa College of Tandag*en,active,education,"Saint Theresa College of Tandag, Inc.*en",Saint Theresa College of Tandag*en,STC*en,http://www.stctandag.edu.ph,,stctandag.edu.ph,1916,,,,,,,,,Tandag,Philippines,1683302,https://ror.org/0008yks76,,,,,
,,Siargao Island Institute of Technology*en,active,education,,Siargao Island Institute of Technology*en,SIIT*en,http://www.siit.edu.ph,,siit.edu.ph,1995,,,,,,,,,Dapa,Philippines,1715617,https://ror.org/02dj52913,,,,,
,,St. Francis Xavier College*en,active,education,"St. Francis Xavier College, Inc.*en;Saint Francis Xavier College*en",St. Francis Xavier College*en,SFXC*en,https://www.sfxc.edu.ph,,sfxc.edu.ph,1991,,,,,,,,,San Francisco,Philippines,1690019,https://ror.org/02jvy8175,,,,,
,,San Francisco Colleges*en,active,education,,San Francisco Colleges*en,SFC*en,https://www.sanfranciscocolleges.edu.ph,,sanfranciscocolleges.edu.ph,1977,,,,,,,,,San Francisco,Philippines,1690019,https://ror.org/023rgy245,,,,,
,,Southway College of Technology*en,active,education,,,SOCOTECH*en,http://www.socotech.edu.ph,,socotech.edu.ph,,,,,,,,,,San Francisco,Philippines,1690019,https://ror.org/05h2swt98,,,,,
,,North Eastern Mindanao State University-Cagwait*en,active,education,NEMSU-Cagwait*en,North Eastern Mindanao State University-Cagwait*en,,https://www.nemsu.edu.ph,,,,,,,,,,,,Cagwait,Philippines,1720907,https://ror.org/048akcb38,https://ror.org/043jfav91,,,,
,,North Eastern Mindanao State University-Cantilan*en,active,education,NEMSU-Cantilan*en; North Eastern Mindanao State University - Cantilan Campus*en,,,,,,2000,,,,,,,,,Cantilan,Philippines,1718866,https://ror.org/05xa5xf96,https://ror.org/043jfav91,,,,
,,North Eastern Mindanao State University-Bislig Campus*en,active,education,NEMSU-Bislig Campus*en; University of Southeastern Philippines-Bislig Campus*en,North Eastern Mindanao State University-Bislig Campus*en,,https://www.nemsu.edu.ph?#bislig-campus,,,1996,,,,,,,,,Bislig,Philippines,1724767,https://ror.org/04r8crx55,https://ror.org/043jfav91,,,,
,,Surigao del Norte State University-Del Carmen*en,active,education,Surigao State College of Technology-Del Carmen*en; Surigao State College of Technology-Del Carmen Campus*en,Surigao del Norte State University-Del Carmen*en,,,,,2013,,,,,,,,,Del Carmen,Philippines,1715212,https://ror.org/0168cjq82,https://ror.org/046wt2614,,,,
,,North Eastern Mindanao State University-Lianga*en,active,education,NEMSU-Lianga*en,North Eastern Mindanao State University-Lianga*en,,https://www.nemsu.edu.ph,,,1992,,,,,,,,,Lianga,Philippines,1706781,https://ror.org/05fj4fn37,https://ror.org/043jfav91,,,,
,,Philippine Normal University-Mindanao*en,active,education,PNU Mindanao*en,Philippine Normal University-Mindanao*en,,http://www.pnumindanao.com,,pnumindanao.com,1968,,,,,,,,,Prosperidad,Philippines,1692747,https://ror.org/00rsv6819,https://ror.org/03d5rbb25,,,,
,,North Eastern Mindanao State University-San Miguel*en,active,education,NEMSU-San Miguel Campus*en,North Eastern Mindanao State University-San Miguel*en,,https://www.nemsu.edu.ph,,,,,,,,,,,,San Miguel,Philippines,1689018,https://ror.org/002b6b956,https://ror.org/043jfav91,,,,
,,North Eastern Mindanao State University-Tagbina*en,active,education,North Eastern Mindanao State University-Tagbina Campus*en,North Eastern Mindanao State University-Tagbina*en,NEMSU-TC*en,https://nemsu-tagbina.edu.ph,,nemsu-tagbina.edu.ph,,,,,,,,,,Tagbina,Philippines,1684491,https://ror.org/04kvd0y12,https://ror.org/043jfav91,,,,
,,Divine Word College of Calapan*en,active,education,Mindoro Junior College*en,Divine Word College of Calapan*en,DWCC*en,https://dwcc.edu.ph,,dwcc.edu.ph,1946,,,,,,,Q5284147,Q5284147,Calapan,Philippines,1720561,https://ror.org/0544n1p06,,,,,
,,John Paul College*en,active,education,,John Paul College*en,JPC*en,https://johnpaulcollegeroxas.weebly.com,,johnpaulcollegeroxas.weebly.com,1998,,,,,,,,,Roxas,Philippines,1691442,https://ror.org/01scraz17,,,,,
,,Divine Word College of San Jose*en,active,education,,Divine Word College of San Jose*en,DWCSJ*en,https://dwcsj.edu.ph,,dwcsj.edu.ph,1945,,,,,,,Q5284151,Q5284151,San Jose,Philippines,1689510,https://ror.org/02trd8b68,,,,,
,,Marinduque State University*en,active,education,Marinduque State College*en,Marinduque State University*en,MarSU*en,https://marsu.edu.ph,,marsu.edu.ph,1952,,,,,,,,,Boac,Philippines,1724576,https://ror.org/05x5x2418,,,,,
,,Mindoro State University-Bongabong Campus*en,active,education,MinSU-Bongabong Campus*en; Bongabong College of Fisheries*en,Mindoro State University-Bongabong Campus*en,,https://minsu.edu.ph,,minsu.edu.ph,1964,,,,,,,,,Bongabong,Philippines,1724102,https://ror.org/017ny0b02,,,,,
,,Palawan State University-Brooke's Point*en,active,education,Palawan State University - Brooke's Point Campus*en,Palawan State University-Brooke's Point*en,,,,,,,,,,,,,,Brooke's Point,Philippines,1723763,https://ror.org/003bmv335,https://ror.org/05x5g1486,,,,
,,Romblon State University-Cajidiocan Campus*en,active,education,,Romblon State University-Cajidiocan Campus*en,,http://rsu.edu.ph/campus?slug=cajidiocan-campus,,,,,,,,,,,,Cajidiocan,Philippines,1720823,https://ror.org/025nxej05,https://ror.org/04dn9wj23,,,,
,,Mindoro State University-Calapan City Campus*en,active,education,,Mindoro State University-Calapan City Campus*en,,,,,1961,,,,,,,,,Calapan,Philippines,1720561,https://ror.org/01kh33973,,,,,
,,Western Philippines University-Puerto Princesa*en,active,education,Western Philippines University-Puerto Princesa Campus*en;Puerto Princesa City Campus*en,Western Philippines University-Puerto Princesa*en,,http://wpu.edu.ph/home/puerto-princesa-city-campus/,,,,,,,,,,,,Puerto Princesa,Philippines,1692685,https://ror.org/01cfyp322,https://ror.org/02gpy8g87,,,,
,,Palawan State University-Coron*en,active,education,,Palawan State University-Coron*en,,,,,,,,,,,,,,Coron,Philippines,1716834,https://ror.org/00fh2gr75,https://ror.org/05x5g1486,,,,
,,Palawan State University-Cuyo*en,active,education,,Palawan State University-Cuyo*en,,,,,,,,,,,,,,Cuyo,Philippines,1716397,https://ror.org/05nn9hc86,https://ror.org/05x5g1486,,,,
,,Marinduque State University-Gasan Campus*en,active,education,Marinduque State College-Gasan Campus*en,Marinduque State University-Gasan Campus*en,,https://marsu.edu.ph,,,1992,,,,,,,,,Gasan,Philippines,1713154,https://ror.org/04ny63d65,,,,,
,,Western Philippines University-Quezon*en,active,education,Quezon Campus*en,Western Philippines University-Quezon*en,,http://wpu.edu.ph/home/quezon-campus/,,,,,,,,,,,,Quezon,Philippines,1692211,https://ror.org/03ssdea58,https://ror.org/02gpy8g87,,,,
,,Palawan State University-Roxas*en,active,education,Palawan State University - Roxas Campus*en,Palawan State University-Roxas*en,,https://psu.palawan.edu.ph/roxas-campus/,,,1984,,,,,,,,,Roxas,Philippines,1691446,https://ror.org/022nqs029,https://ror.org/05x5g1486,,,,
,,Romblon State University-San Agustin Campus*en,active,education,San Agustin Campus*en,Romblon State University-San Agustin Campus*en,,https://rsu.edu.ph/campus?slug=san-agustin-campus,,,,,,,,,,,,San Agustin,Philippines,1690514,https://ror.org/04rncnw78,https://ror.org/04dn9wj23,,,,
,,Romblon State University-San Fernando Campus*en,active,education,RSU San Fernando Campus*en,Romblon State University-San Fernando Campus*en; San Fernando Campus*en,,https://www.rsu.edu.ph/campus?slug=san-fernando-campus,,,,,,,,,,,,San Fernando,Philippines,1690046,https://ror.org/026s7bs57,https://ror.org/04dn9wj23,,,,
,,Occidental Mindoro State College-Murtha Campus*en,active,education,,Occidental Mindoro State College-Murtha Campus*en,,,,,,,,,,,,,,San Jose,Philippines,1689510,https://ror.org/03yfyaf50,https://ror.org/05akxm467,,,,
,,Palawan State University-San Vicente*en,active,education,San Vicente Campus*en,Palawan State University-San Vicente*en,,http://www.psu.palawan.edu.ph,,,,,,,,,,,,San Vicente,Philippines,1687474,https://ror.org/04px17264,https://ror.org/05x5g1486,,,,
,,Palawan State University-Sofronio Española*en,active,education,,Palawan State University-Sofronio Española*en,,,,,,,,,,,,,,Sofronio Española,Philippines,11778299,https://ror.org/012nhzt50,https://ror.org/05x5g1486,,,,
,,Mindoro State University*en,active,education,Mindoro State University-Main Campus*en; Mindoro State College of Agriculture and Technology*en,Mindoro State University*en,MinSU*en,https://minsu.edu.ph,,minsu.edu.ph,1951,,,,,,,Q6863886,Q6863886,Victoria,Philippines,1680019,https://ror.org/02f5gqh12,,,,,
,,Bacolod City College*en,active,education,,Bacolod City College*en,BCC*en,https://www.bacolodcitycollege.edu.ph,,bacolodcitycollege.edu.ph,1997,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/04aq0e616,,,,,
,,La Carlota City College*en,active,education,,La Carlota City College*en,LCCC*en,https://lacarlotacitycollege.edu.ph,,lacarlotacitycollege.edu.ph,1966,,,,,,,,,La Carlota,Philippines,1708226,https://ror.org/00h67hp97,,,,,
,,Colegio San Agustin – Bacolod*en,active,education,Colegio San Agustin-Bacolod*en,Colegio San Agustin – Bacolod*en,CSA-B*en;CSAB*en,https://www.csab.edu.ph,,csab.edu.ph,1962,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/02xbj9w04,,,,,
,,John B. Lacson Colleges Foundation-Bacolod*en,active,education,JBLCF-Bacolod*en,John B. Lacson Colleges Foundation-Bacolod*en,JBLCF*en,https://www.jblfmu.edu.ph/academics/our-campuses/jblcf-bacolod-campus,,,1974,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/04879xd52,https://ror.org/01fr0xp26,,,,
,,La Consolacion College Bacolod*en,active,education,La Consolacion College-Bacolod*en,La Consolacion College Bacolod*en,LCCB*en,https://lcc.edu.ph,,lccbonline.edu.ph,1919,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/05682d529,,,,,
,,VMA Global College*en,active,education,Visayan Maritime Academy*en,VMA Global College*en,VMA*en,http://www.vma.edu.ph,,vma.edu.ph,1973,,,,,,,,,Bacolod City,Philippines,1729564,https://ror.org/01jw97229,,,,,
,,Asian College of Science and Technology-Dumaguete*en,active,education,Asian College*en; Asian College Dumaguete*en,Asian College of Science and Technology-Dumaguete*en,ACSAT*en,https://www.asiancollege.edu.ph,,asiancollege.edu.ph,1991,,,,,,,,,Dumaguete,Philippines,1714201,https://ror.org/02b2jm713,,,,,
,,Colegio de Santa Catalina de Alejandria*es,active,education,,Colegio de Santa Catalina de Alejandria*es,COSCA*es,https://cosca.edu.ph,,cosca.edu.ph,,,,,,,,,,Dumaguete,Philippines,1714201,https://ror.org/03r2qx654,,,,,
,,Fellowship Baptist College*en,active,education,Fellowship Baptist College of Kabankalan*en; Fellowship Baptist Academy*en,Fellowship Baptist College*en,FBC*en,http://www.fbc.edu.ph,,fbc.edu.ph,1954,,,,,,,Q55639707,Q55639707,Kabankalan,Philippines,1709968,https://ror.org/0271e1b66,,,,,
,,Kabankalan Catholic College*en,active,education,"Kabankalan Catholic College, Inc.*en",Kabankalan Catholic College*en,KCC*en,https://kcc.edu.ph,,kcc.edu.ph,1927,,,,,,,,,Kabankalan,Philippines,1709968,https://ror.org/01dv1ex26,,,,,
,,"Colegio de Santa Rita de San Carlos, Inc.*es",active,education,"Colegio de Santa Rita - San Carlos, Inc.*es","Colegio de Santa Rita de San Carlos, Inc.*es",CSR*es,https://csr-scc.edu.ph,,csr-scc.edu.ph,1933,,,,,,,,,San Carlos,Philippines,1690219,https://ror.org/028bnqf46,,,,,
,,Silay Institute*en,active,education,"Silay Institute, Inc.*en",Silay Institute*en,,https://www.silayinstitute.edu.ph,,silayinstitute.edu.ph,1925,,,,,,,Q7514271,Q7514271,Silay,Philippines,1686501,https://ror.org/013cdef16,,,,,
,,Colegio de Sta. Ana de Victorias*es,active,education,,Colegio de Sta. Ana de Victorias*es,,,,,,,,,,,,,,Victorias City,Philippines,1680007,https://ror.org/05m921e83,,,,,
,,Saint Francis College-Guihulngan*en,active,education,"Saint Francis College Guihulngan, Negros Oriental Incorporated*en","Saint Francis College-Guihulngan*en; Saint Francis College, Guihulngan, Negros Oriental, Incorporated*en",,https://saintfranciscollegeguihulngan.weebly.com,,saintfranciscollegeguihulngan.weebly.com,1962,,,,,,,,,Guihulngan City,Philippines,1712520,https://ror.org/00bte1m44,,,,,
,,Southland College of Kabankalan City*en,active,education,Southland College*en,Southland College of Kabankalan City*en,,https://www.southlandcollege.edu.ph,,southlandcollege.edu.ph,2009,,,,,,,Q7570856,Q7570856,Kabankalan,Philippines,1709968,https://ror.org/02rbzy033,,,,,
