html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Hebei Technical College of Petroleum Profession*en,,education,中国石油管道学院; China Petroleum Pipeline College,河北石油职业技术学院*zh; Hebei Technical College of Petroleum Profession*en,,http://www.pvtc.edu.cn/,,pvtc.edu.cn,1978,,,,,,,Q15904917,Q15904917,Langfang,China,1804540,,,,,,
,,Hebei Construction Material Vocational and Technical College*en,,education,,河北建材职业技术学院*zh; Hebei Construction Material Vocational and Technical College*en,,https://www.hbjcxy.edu.cn,,hbjcxy.edu.cn,1978,,,,,,,Q112676164,Q112676164,Qinhuangdao,China,1797595,,,,,,
,,Hebei Professional College of Political Science and Law*en,,education,,河北政法职业学院*zh; Hebei Professional College of Political Science and Law*en; 河北政法管理干部学院*zh,,http://www.helc.edu.cn,,helc.edu.cn,1949,,,,,,,Q112676165,Q112676165,Shijiazhuang,China,1795270,,,,,,
,,Cangzhou Vocational and Technical College*en,,education,,沧州职业技术学院*zh; Cangzhou Vocational and Technical College*en,,https://www.czvtc.cn,,czvtc.cn,2000,,,,,,,Q112676166,Q112676166,Cangzhou,China,1816080,,,,,,
,,Hebei Energy College of Vocation and Technology*en,,education,开滦矿务局职工大学; 开滦大学,河北能源职业技术学院*zh; Hebei Energy College of Vocation and Technology*en,,https://www.hbnyxy.cn,,hbnyxy.cn,2000,,,,,,,Q112676167,Q112676167,唐山市,China,1793346,,,,,,
,,Shijiazhuang Institute of Railway Technology*en,,education,,石家庄铁路职业技术学院*zh; Shijiazhuang Institute of Railway Technology*en,,https://www.sirt.edu.cn,,sirt.edu.cn,,,,,,,,Q112676168,Q112676168,Shijiazhuang,China,1795270,,,,,,
,,Baoding Vocational and Technical College*en,,education,,保定职业技术学院*zh; Baoding Vocational and Technical College*en,,http://www.bvtc.com.cn,,bvtc.com.cn,,,,,,0000 0004 1790 003X,0000 0004 1790 003X,Q112676169,Q112676169,Baoding,China,1816971,,,,,,
,,Shijiazhuang Engineering Vocational College*en,,education,石家庄计算机职业学院,石家庄工程职业学院*zh; Shijiazhuang Engineering Vocational College*en,,https://sjzevc.com,,sjzevc.com,2001,,,,,,,Q24833109,Q24833109,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Vocational College of City Economy*en,,education,石家庄外国语职业学院; 邯郸中原外国语职业学院,石家庄城市经济职业学院*zh; Shijiazhuang Vocational College of City Economy*en,,https://www.sjzcsjjxy.com/,,sjzcsjjxy.com,1999,,,,,,,Q112676170,Q112676170,Shijiazhuang,China,1795270,,,,,,
,,Tangshan Vocational and Technical College*en,,education,,唐山职业技术学院*zh; Tangshan Vocational and Technical College*en,,http://www.tsvtc.com,,tsvtc.com,,,,,,,,Q112676171,Q112676171,Tangshan,China,1793346,,,,,,
,,Hengshui College of Vocational Technology*en,,education,,衡水职业技术学院*zh; Hengshui College of Vocational Technology*en,,https://www.hsvtc.edu.cn,,hsvtc.edu.cn,2001,,,,,,,Q112676172,Q112676172,Hengshui,China,1808392,,,,,,
,,Hebei Vocational Art College*en,,education,,河北艺术职业学院*zh; Hebei Vocational Art College*en,,https://www.hebart.edu.cn/,,hebart.edu.cn,,,,,,,,Q112676175,Q112676175,石家庄市,China,1795270,,,,,,
,,Hebei Tourism Vocational College*en,,education,Hebei Tourism College,河北旅游职业学院*zh; Hebei Tourism Vocational College*en,,https://www.hbly.edu.cn/,,hbly.edu.cn,1950,,,,,,,Q112676176,Q112676176,Chengde,China,2038087,,,,,,
,,Shijiazhuang Vocational College of Finance & Economics*en,,education,石家庄外经贸职业学院,石家庄财经职业学院*zh; Shijiazhuang Vocational College of Finance & Economics*en,,,,,,,,,,,,Q112676178,Q112676178,Shijiazhuang,China,1795270,,,,,,
,,Hebei Jiaotong Vocational and Technical College*en,,education,,河北交通职业技术学院*zh; Hebei Jiaotong Vocational and Technical College*en,,https://www.hejtxy.edu.cn,,hejtxy.edu.cn,,,,,,,,Q112676179,Q112676179,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Information Engineering Vocational College*en,,education,,石家庄信息工程职业学院*zh; Shijiazhuang Information Engineering Vocational College*en,,https://www.sjziei.edu.cn,,sjziei.edu.cn,2002,,,,,,,Q112676180,Q112676180,石家庄市,China,1795270,,,,,,
,,Hebei Institute of International Business and Economics*en,,education,河北外国语职业学院; 秦皇岛外国语职业学院; Hebei Vocational College of Foreign Languages,河北对外经贸职业学院*zh; Hebei Institute of International Business and Economics*en,,https://www.hbiibe.edu.cn,,hbiibe.edu.cn,1906,,,,,,,Q112676181,Q112676181,Qinhuangdao,China,1797595,,,,,,
,,Baoding Electric Power Vocational and Technical College*en,,education,,保定电力职业技术学院*zh; Baoding Electric Power Vocational and Technical College*en,,,,,,,,,,,,Q112676182,Q112676182,Baoding,China,1816971,,,,,,
,,Hebei Institute of Mechanical and Electrical Technology*en,,education,,河北机电职业技术学院*zh; Hebei Institute of Mechanical and Electrical Technology*en,,http://www.hbjd.com.cn,,hbjd.com.cn,,,,,,,,Q112676183,Q112676183,Xingtai,China,1788927,,,,,,
,,Bohai Petroleum Vocational College*en,,education,华北石油职业技术学院,渤海石油职业学院*zh; Bohai Petroleum Vocational College*en,,http://www.bhsyxy.com/,,bhsyxy.com,1976,,,,,,,Q15903098,Q15903098,Cangzhou,China,1816080,,,,,,
,,Langfang Polytechnic Institute*en,,education,Langfang Polytechnic Institute; Langfang Polytechnic,廊坊职业技术学院*zh; Langfang Polytechnic Institute*en,,http://www.lfzhjxy.cn,,lfzhjxy.cn,,,,,,,,Q112676184,Q112676184,Langfang,China,1804540,,,,,,
,,Tangshan Vocational College of Science and Technology*en,,education,,唐山科技职业技术学院*zh; Tangshan Vocational College of Science and Technology*en,,https://www.tskjzy.edu.cn,,tskjzy.edu.cn,2003,,,,,,,Q112676186,Q112676186,Tangshan,China,1793346,,,,,,
,,Shijiazhuang Posts and Telecommunications Technical College*en,,education,,石家庄邮电职业技术学院*zh; Shijiazhuang Posts and Telecommunications Technical College*en,,http://www.sjzpc.edu.cn/,,sjzpc.edu.cn,1956,,,,,0000 0004 1799 0143,0000 0004 1799 0143,Q112676187,Q112676187,Shijiazhuang,China,1795270,,https://ror.org/04jvr6m30,,,,
,,Hebei Public Security Police Vocational College*en,,education,,河北公安警察职业学院*zh; Hebei Public Security Police Vocational College*en,,,,,1978,,,,,,,Q112676188,Q112676188,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Vocational College of Industry and Commerce*en,,education,,石家庄工商职业学院*zh; Shijiazhuang Vocational College of Industry and Commerce*en,,,,,,,,,,,,Q112676189,Q112676189,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Institute of Technology*en,,education,,石家庄理工职业学院*zh; Shijiazhuang Institute of Technology*en,SIT,https://www.sjzlg.com/,,sjzlg.com,2003,,,,,0000 0004 1790 0187,0000 0004 1790 0187,Q112676190,Q112676190,石家庄市,China,1795270,,,,,,
,,Shijiazhuang Vocational College of Technology & Information*en,,education,,石家庄科技信息职业学院*zh; Shijiazhuang Vocational College of Technology & Information*en,,https://www.hebkx.cn/,,hebkx.cn,1987,,,,,,,Q112676191,Q112676191,Shijiazhuang,China,1795270,,,,,,
,,Hebei Vocational College for Correctional Police*en,,education,,河北司法警官职业学院*zh; Hebei Vocational College for Correctional Police*en,,,,,,,,,,,,Q112676192,Q112676192,邯郸市,China,1808963,,,,,,
,,Cangzhou Medical College*en,,education,,沧州医学高等专科学校*zh; Cangzhou Medical College*en,,,,,,,,,,,,Q112676193,Q112676193,Cangzhou,China,1816080,,,,,,
,,Hebei Women's Vocational College*en,,education,,河北女子职业技术学院*zh; Hebei Women's Vocational College*en,,http://www.hebnzxy.com/,,hebnzxy.com,1948,,,,,,,Q112676194,Q112676194,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Medical College*en,,education,,石家庄医学高等专科学校*zh; Shijiazhuang Medical College*en,,,,,,,,,,,,Q112676195,Q112676195,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Vocational College of Economics*en,,education,,石家庄经济职业学院*zh; Shijiazhuang Vocational College of Economics*en,,http://www.sjzjjxy.com/,,sjzjjxy.com,,,,,,,,Q112676197,Q112676197,Shijiazhuang,China,1795270,,,,,,
,,Ji Zhong Vocational College*en,,education,,冀中职业学院*zh; Ji Zhong Vocational College*en,,https://www.jzhxy.edu.cn/,,jzhxy.edu.cn,1916,,,,,,,Q112676199,Q112676199,Baoding,China,1816971,,,,,,
,,Shijiazhuang People's Medical College*en,,education,,石家庄人民医学高等专科学校*zh; Shijiazhuang People's Medical College*en,,https://www.sjzpmc.edu.cn/,,sjzpmc.edu.cn,,,,,,,,Q112676201,Q112676201,石家庄市,China,1795270,,,,,,
,,Zhengding Advanced Normal College of Hebei*en,,education,石家庄科技工程职业学院; Shijiazhuang Vocational College for Scientific and Technical Engineering,河北正定师范高等专科学校*zh; Zhengding Advanced Normal College of Hebei*en,,https://www.zdnc.edu.cn/,,zdnc.edu.cn,1924,,,,,,,Q112676203,Q112676203,Shijiazhuang,China,1795270,,,,,,
,,Hebei Vocational College of Labour Relations*en,,education,,河北劳动关系职业学院*zh; Hebei Vocational College of Labour Relations*en,,https://www.hbgy.edu.cn,,hbgy.edu.cn,2007,,,,,,,Q112676204,Q112676204,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Science and Technology Career Academy*en,,education,,石家庄科技职业学院*zh; Shijiazhuang Science and Technology Career Academy*en,,,,,,,,,,,,Q112676205,Q112676205,Shijiazhuang,China,1795270,,,,,,
,,Cangzhou Preschool Teachers College*en,,education,泊头职业学院; Botou Vocational College,沧州幼儿师范高等专科学校*zh; Cangzhou Preschool Teachers College*en,,,,,1925,,,,,,,Q11143295,Q11143295,Botou,China,1816256,,,,,,
,,Xuanhua Vocational College of Science & Technology*en,,education,,宣化科技职业学院*zh; Xuanhua Vocational College of Science & Technology*en,,https://www.xhkjzyxy.edu.cn/,,xhkjzyxy.edu.cn,2007,,,,,,,Q112676206,Q112676206,Zhangjiakou,China,2033196,,,,,,
,,Langfang Yanjing Vocational Technical College*en,,education,,廊坊燕京职业技术学院*zh; Langfang Yanjing Vocational Technical College*en,,,,,,,,,,,,Q112676207,Q112676207,廊坊市,China,1804540,,,,,,
,,Chengde Nursing Vocational College*en,,education,,承德护理职业学院*zh; Chengde Nursing Vocational College*en,,,,,,,,,,,,Q112676208,Q112676208,Chengde,China,2038087,,,,,,
,,Shijiazhuang Preschool Teachers College*en,,education,,石家庄幼儿师范高等专科学校*zh; Shijiazhuang Preschool Teachers College*en,,,,,,,,,,,,Q112676209,Q112676209,Shijiazhuang,China,1795270,,,,,,
,,Langfang Health Vocational College*en,,education,,廊坊卫生职业学院*zh; Langfang Health Vocational College*en,,https://www.lfhvc.edu.cn/,,lfhvc.edu.cn,1961,,,,,0000 0005 0458 0433,0000 0005 0458 0433,Q112676210,Q112676210,Langfang,China,1804540,,,,,,
,,Hebei Vocational College of Rail Transportation*en,,education,,河北轨道运输职业技术学院*zh; Hebei Vocational College of Rail Transportation*en,,,,,,,,,,,,Q112676211,Q112676211,Shijiazhuang,China,1795270,,,,,,
,,Baoding Preschool Teachers College*en,,education,,保定幼儿师范高等专科学校*zh; Baoding Preschool Teachers College*en,,http://www.bdysgz.com/,,bdysgz.com,,,,,,,,Q108757095,Q108757095,Baoding,China,1816971,,,,,,
,,Hebei Arts and Crafts Vocational College*en,,education,Hebei Arts and Crafts Vocational College,河北工艺美术职业学院*zh; Hebei Arts and Crafts Vocational College*en,,,,,,,,,,,,Q112676212,Q112676212,Baoding,China,1816971,,,,,,
,,Bohai Polytechnic Vocational College*en,,education,,渤海理工职业学院*zh; Bohai Polytechnic Vocational College*en,,https://www.bhlgxy.cn/,,bhlgxy.cn,2013,,,,,,,Q112676213,Q112676213,Cangzhou,China,1816080,,,,,,
,,Tangshan Preschool Teachers College*en,,education,,唐山幼儿师范高等专科学校*zh; Tangshan Preschool Teachers College*en,,,,,,,,,,,,Q112676214,Q112676214,唐山市,China,1793346,,,,,,
,,Caofeidian College of Technology*en,,education,,曹妃甸职业技术学院*zh; Caofeidian College of Technology*en,,,,,,,,,,,,Q112676215,Q112676215,唐山市,China,1793346,,,,,,
,,Chengde College of Applied Technology*en,,education,,承德应用技术职业学院*zh; Chengde College of Applied Technology*en,,https://www.cdct.edu.cn/,,cdct.edu.cn,2018,,,,,,,Q67933594,Q67933594,Chengde,China,2038087,,,,https://ror.org/01243ws42,,
,,Handan Preschool Teachers College*en,,education,,邯郸幼儿师范高等专科学校*zh; Handan Preschool Teachers College*en,,http://www.hdyz.edu.cn,,hdyz.edu.cn,2020,,,,,,,Q112676216,Q112676216,Handan,China,1808963,,,,,,
,,Handan Vocational College of Science and Technology*en,,education,,邯郸科技职业学院*zh; Handan Vocational College of Science and Technology*en,,https://www.hdkz.edu.cn/,,hdkz.edu.cn,2020,,,,,,,Q112676217,Q112676217,Handan,China,1808963,,,,,,
,,Tangshan Maritime Institute*en,,education,,唐山海运职业学院*zh; Tangshan Maritime Institute*en,,https://www.tmi.edu.cn,,tmi.edu.cn,2020,,,,,,,Q112676218,Q112676218,Tangshan,China,1793346,,,,,,
,,Xingtai Vocational College of Applied Technology*en,,education,,邢台应用技术职业学院*zh; Xingtai Vocational College of Applied Technology*en,,,,,,,,,,,,Q112676219,Q112676219,Xingtai,China,1788927,,,,,,
,,Hebei Vocational College of Resources and Environment*en,,education,河北地质职工大学,河北资源环境职业技术学院*zh; Hebei Vocational College of Resources and Environment*en,,https://www.hebzyhj.edu.cn/,,hebzyhj.edu.cn,1979,,,,,,,Q11141297,Q11141297,Shijiazhuang,China,1795270,,,,,,
,,Hengshui Health Technology Vocational College*en,,education,,衡水健康科技职业学院*zh; Hengshui Health Technology Vocational College*en,,,,,2023,,,,,,,Q126812274,Q126812274,Hengshui,China,1808392,,,,,,
,,Cangzhou Aviation Vocational College*en,,education,,沧州航空职业学院*zh; Cangzhou Aviation Vocational College*en,,http://www.czhkzy.com/,,czhkzy.com,2023,,,,,,,Q126812903,Q126812903,Cangzhou,China,1816080,,,,,,
,,Handan Vocational College of Applied Technology*en,,education,,邯郸应用技术职业学院*zh; Handan Vocational College of Applied Technology*en,,https://www.hvcat.com,,hvcat.com,2023,,,,,,,Q119844543,Q119844543,Handan,China,1808963,,,,,,
,,Qinhuangdao Industrial Vocational Technology College*en,,education,秦皇岛技师学院,秦皇岛工业职业技术学院*zh; Qinhuangdao Industrial Vocational Technology College*en,,http://www.qhdgzy.com/,,qhdgzy.com,1958,,,,,,,Q119843355,Q119843355,秦皇岛市,China,1797595,,,,,,
,,Xingtai Polytechnic Institute of New Energy*en,,education,,邢台新能源职业学院*zh; Xingtai Polytechnic Institute of New Energy*en,,,,,2024,,,,,,,Q126894413,Q126894413,Xingtai,China,1788927,,,,,,
,,Shijiazhuang Vocational College of Finance*en,,education,,石家庄金融职业学院*zh; Shijiazhuang Vocational College of Finance*en,,https://www.sjzjzy.com/,,sjzjzy.com,2025,,,,,,,Q134718742,Q134718742,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Vocational College of Agriculture and Forestry*en,,education,,石家庄农林职业学院*zh; Shijiazhuang Vocational College of Agriculture and Forestry*en,,,,,2025,,,,,,,Q134718738,Q134718738,Shijiazhuang,China,1795270,,,,,,
,,Taiyuan University*en,,education,太原大学,太原学院*zh; Taiyuan University*en,,https://www.tyu.edu.cn/,,tyu.edu.cn,1984,,,,,0000 0004 1763 3939,0000 0004 1763 3939,Q55716113,Q55716113,Taiyuan,China,1793511,,,,,,
,,Shanxi Police College*en,,education,山西警官高等专科学校; 山西警院,山西警察学院*zh; Shanxi Police College*en,,https://www.sxpc.edu.cn,,sxpc.edu.cn,1949,,,,,,,Q55716127,Q55716127,Taiyuan,China,1793511,,,,,,
,,Shanxi College of Applied Science and Technology*en,,education,Shanxi College Applied Science and Technology; 山西兴华职业学院,山西应用科技学院*zh; Shanxi College of Applied Science and Technology*en,,http://www.sxcast.edu.cn,,sxcast.edu.cn,1991,,,,,,,Q112676220,Q112676220,Taiyuan,China,1793511,,,,,,
,,Shanxi Vocational University of Engineering Science and Technology*en,,education,山西大学商务学院; Business College of Shanxi University,山西工程科技职业大学*zh; Shanxi Vocational University of Engineering Science and Technology*en,,https://www.sxgkd.edu.cn/,,sxgkd.edu.cn,2020,,,,,,,Q27963854,Q27963854,Taiyuan,China,1793511,,,,https://ror.org/03y3e3s17,,
,,Shanxi College of Technology*en,,education,,山西工学院*zh; Shanxi College of Technology*en,,https://www.sxct.edu.cn/,,sxct.edu.cn,2021,,,,,,,Q10941060,Q10941060,Shuozhou,China,1794328,,,,,,
,,Shanxi University of Electronic Science and Technology*en,,education,山西师范大学现代文理学院,山西电子科技学院*zh; Shanxi University of Electronic Science and Technology*en,,https://www.sxdzkj.edu.cn/,,sxdzkj.edu.cn,2003,,,,,,,Q112664466,Q112664466,临汾市,China,1803567,,,,,,
,,Shanxi Jinzhong Institute of Technology*en,,education,中北大学信息商务学院; 华北工学院信息商务学院,山西晋中理工学院*zh; Shanxi Jinzhong Institute of Technology*en,,https://www.sxjzit.edu.cn,,sxjzit.edu.cn,2002,,,,,,,Q55697375,Q55697375,晋中市,China,10942283,,,,,,
,,Shanxi Institute of Science and Technology*en,,education,太原科技大学华科学院,山西科技学院*zh; Shanxi Institute of Science and Technology*en,,https://www.sxist.edu.cn/,,sxist.edu.cn,2021,,,,,,,Q112676222,Q112676222,Jincheng,China,1805741,,,,,,
,,Jinzhong College of Health*en,,education,山西医科大学晋祠学院; Jinci College of Shanxi Medical University,晋中健康学院*zh; Jinzhong College of Health*en,,,,,2025,,,,,,,Q112676223,Q112676223,Jinzhong,China,10942283,,,,,,
,,Shanxi University of Finance and Economics Huashang College*en,,education,,山西财经大学华商学院*zh; Shanxi University of Finance and Economics Huashang College*en,,http://www.schsxy.com/,,schsxy.com,2002,,,,,,,Q15932797,Q15932797,Taiyuan,China,1793511,,,,https://ror.org/04nte7y58,,
,,Shanxi Technology and Business College*en,,education,山西工商职业学院,山西工商学院*zh; Shanxi Technology and Business College*en,,https://www.sxtbu.edu.cn/,,sxtbu.edu.cn,1986,,,,,,,Q112676225,Q112676225,太原市,China,1793511,,,,,,
,,Yuncheng Vocational and Technical University*en,,education,运城职业技术学院,运城职业技术大学*zh; Yuncheng Vocational and Technical University*en,,https://www.ycptu.edu.cn/,,ycptu.edu.cn,,,,,,,,Q112676226,Q112676226,Yuncheng,China,1785738,,,,,,
,,Communication University of Shanxi*en,,education,,山西传媒学院*zh; Communication University of Shanxi*en,,https://www.cusx.edu.cn/,,cusx.edu.cn,1983,,,,,,,Q15942479,Q15942479,Taiyuan,China,1793511,,,,,,
,,Shanxi Institute of Technology*en,,education,,山西工程技术学院*zh; Shanxi Institute of Technology*en,,https://www.sxit.edu.cn/,,sxit.edu.cn,1984,,,,,,,Q15926339,Q15926339,Yangquan,China,1787351,,,,,,
,,Shanxi Institute of Energy*en,,education,,山西能源学院*zh; Shanxi Institute of Energy*en,,https://www.sxie.edu.cn,,sxie.edu.cn,1984,,,,,,,Q17498833,Q17498833,晋中市,China,10942283,,,,,,
,,Shanxi University of Medicine*en,,education,山西医科大学汾阳学院; Fenyang College of Shanxi Medical University,山西医药学院*zh; Shanxi University of Medicine*en,,http://www.sxmufyc.edu.cn/,,sxmufyc.edu.cn,2025,,,,,,,Q133444079,Q133444079,,China,1811116,,,,https://ror.org/0265d1010,,
,,Shanxi Vocational University of Culture and Tourism*en,,education,,山西文化旅游职业大学*zh; Shanxi Vocational University of Culture and Tourism*en,,https://www.sxvuct.edu.cn/,,sxvuct.edu.cn,2025,,,,,,,Q134555649,Q134555649,Taiyuan,China,1793511,,,,,,
,,Shanxi Finance & Taxation College*en,,education,,山西省财政税务专科学校*zh; Shanxi Finance & Taxation College*en,,https://www.sxftc.edu.cn/,,sxftc.edu.cn,1963,,,,,,,Q15919886,Q15919886,Taiyuan,China,1793511,,,,,,
,,Changzhi Vocational and Technical College*en,,education,,长治职业技术学院*zh; Changzhi Vocational and Technical College*en,,https://www.czzy.cn/,,czzy.cn,2000,,,,,,,Q112676228,Q112676228,Changzhi,China,1808956,,,,,,
