Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
33261,https://github.com/ror-community/ror-updates/issues/33261,"Add a new organization to ROR: 
 
Royal Air Force of Oman - Calibration Center",Royal Air Force of Oman - Calibration Center,https://ror.org/052x9wm71,https://ror.org/03cg0em39,Directorate General for Specifications and Measurements,Related,Production
33261,https://github.com/ror-community/ror-updates/issues/33261,"Add a new organization to ROR: 
 
Royal Air Force of Oman - Calibration Center",Directorate General for Specifications and Measurements,https://ror.org/03cg0em39,https://ror.org/052x9wm71,Royal Air Force of Oman - Calibration Center,Related,Release
35794,https://github.com/ror-community/ror-updates/issues/35794,Add a new organization to ROR: Centre Statistique et Images,Centre de Statistique et Images,https://ror.org/05v18pj17,https://ror.org/04y8cs423,École Nationale Supérieure des Mines de Paris,Parent,Production
35794,https://github.com/ror-community/ror-updates/issues/35794,Add a new organization to ROR: Centre Statistique et Images,École Nationale Supérieure des Mines de Paris,https://ror.org/04y8cs423,https://ror.org/05v18pj17,Centre de Statistique et Images,Child,Release
35955,https://github.com/ror-community/ror-updates/issues/35955,"Add a new organization to ROR: 
 
BC Renal",BC Renal,https://ror.org/048z1qx68,https://ror.org/01jvd8304,Provincial Health Services Authority,Parent,Production
35955,https://github.com/ror-community/ror-updates/issues/35955,"Add a new organization to ROR: 
 
BC Renal",Provincial Health Services Authority,https://ror.org/01jvd8304,https://ror.org/048z1qx68,BC Renal,Child,Release
35942,https://github.com/ror-community/ror-updates/issues/35942,"Add a new organization to ROR: 
 
NEHRU arts and science college ",Nehru Arts and Science College,https://ror.org/04q2t0551,https://ror.org/04fht8c22,Bharathiar University,Related,Production
35942,https://github.com/ror-community/ror-updates/issues/35942,"Add a new organization to ROR: 
 
NEHRU arts and science college ",Bharathiar University,https://ror.org/04fht8c22,https://ror.org/04q2t0551,Nehru Arts and Science College,Related,Release
30798,https://github.com/ror-community/ror-updates/issues/30798,"Add a new organization to ROR: 
 
The Desmond Tutu Centre for Religion and Social Justice",Desmond Tutu Centre for Religion and Social Justice,https://ror.org/00cgs9e58,https://ror.org/00h2vm590,University of the Western Cape,Parent,Production
30798,https://github.com/ror-community/ror-updates/issues/30798,"Add a new organization to ROR: 
 
The Desmond Tutu Centre for Religion and Social Justice",University of the Western Cape,https://ror.org/00h2vm590,https://ror.org/00cgs9e58,Desmond Tutu Centre for Religion and Social Justice,Child,Release
35209,https://github.com/ror-community/ror-updates/issues/35209,"Add a new organization to ROR: 
 
Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü",Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü,https://ror.org/04f525v13,https://ror.org/00tmg5839,Ministry of Agriculture and Forestry,Parent,Production
35209,https://github.com/ror-community/ror-updates/issues/35209,"Add a new organization to ROR: 
 
Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü",Ministry of Agriculture and Forestry,https://ror.org/00tmg5839,https://ror.org/04f525v13,Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü,Child,Release
35209,https://github.com/ror-community/ror-updates/issues/35209,"Add a new organization to ROR: 
 
Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü",Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü,https://ror.org/04f525v13,https://ror.org/0174skq71,Tarımsal Araştırmalar ve Politikalar Genel Müdürlüğü,Related,Production
35209,https://github.com/ror-community/ror-updates/issues/35209,"Add a new organization to ROR: 
 
Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü",Tarımsal Araştırmalar ve Politikalar Genel Müdürlüğü,https://ror.org/0174skq71,https://ror.org/04f525v13,Atatürk Bahçe Kültürleri Merkez Araştırma Enstitüsü,Related,Release
35119,https://github.com/ror-community/ror-updates/issues/35119,"Add a new organization to ROR: 
 
Récolnat",Récolnat,https://ror.org/05amtr914,https://ror.org/03wkt5x30,Muséum national d'Histoire naturelle,Related,Production
35119,https://github.com/ror-community/ror-updates/issues/35119,"Add a new organization to ROR: 
 
Récolnat",Muséum national d'Histoire naturelle,https://ror.org/03wkt5x30,https://ror.org/05amtr914,Récolnat,Related,Release
35119,https://github.com/ror-community/ror-updates/issues/35119,"Add a new organization to ROR: 
 
Récolnat",Récolnat,https://ror.org/05amtr914,https://ror.org/02wddde16,Distributed System of Scientific Collections,Related,Production
35119,https://github.com/ror-community/ror-updates/issues/35119,"Add a new organization to ROR: 
 
Récolnat",Distributed System of Scientific Collections,https://ror.org/02wddde16,https://ror.org/05amtr914,Récolnat,Related,Release
36015,https://github.com/ror-community/ror-updates/issues/36015,Modify the information in an existing ROR record: Office of Secretary of Energy https://ror.org/028rfb880,Office of Secretary of Energy,https://ror.org/028rfb880,https://ror.org/03bqy0f38,Office of the Under Secretary of Energy,Delete,Production
36015,https://github.com/ror-community/ror-updates/issues/36015,Modify the information in an existing ROR record: Office of Secretary of Energy https://ror.org/028rfb880,Office of the Under Secretary of Energy,https://ror.org/03bqy0f38,https://ror.org/028rfb880,Office of Secretary of Energy,Delete,Release
35112,https://github.com/ror-community/ror-updates/issues/35112,"Add a new organization to ROR: 
 
International Max Planck Research School on Earth System Modelling",International Max Planck Research School on Earth System Modelling,https://ror.org/02ezyhx94,https://ror.org/05esem239,Max Planck Institute for Meteorology,Parent,Production
35112,https://github.com/ror-community/ror-updates/issues/35112,"Add a new organization to ROR: 
 
International Max Planck Research School on Earth System Modelling",Max Planck Institute for Meteorology,https://ror.org/05esem239,https://ror.org/02ezyhx94,International Max Planck Research School on Earth System Modelling,Child,Release
35112,https://github.com/ror-community/ror-updates/issues/35112,"Add a new organization to ROR: 
 
International Max Planck Research School on Earth System Modelling",International Max Planck Research School on Earth System Modelling,https://ror.org/02ezyhx94,https://ror.org/00g30e956,Universität Hamburg,Parent,Production
35112,https://github.com/ror-community/ror-updates/issues/35112,"Add a new organization to ROR: 
 
International Max Planck Research School on Earth System Modelling",Universität Hamburg,https://ror.org/00g30e956,https://ror.org/02ezyhx94,International Max Planck Research School on Earth System Modelling,Child,Release
35053,https://github.com/ror-community/ror-updates/issues/35053,"Add a new organization to ROR: 
 
Shaanxi Key Laboratory for Theoretical Physics Frontiers",Shaanxi Key Laboratory for Theoretical Physics Frontiers,https://ror.org/04gm3n061,https://ror.org/00z3td547,Northwest University,Parent,Production
35053,https://github.com/ror-community/ror-updates/issues/35053,"Add a new organization to ROR: 
 
Shaanxi Key Laboratory for Theoretical Physics Frontiers",Northwest University,https://ror.org/00z3td547,https://ror.org/04gm3n061,Shaanxi Key Laboratory for Theoretical Physics Frontiers,Child,Release
34759,https://github.com/ror-community/ror-updates/issues/34759,Add a new organization to ROR: Hoffmann Centre for Global Sustainability,Hoffmann Centre for Global Sustainability,https://ror.org/0381m7867,https://ror.org/007ygn379,Graduate Institute of International and Development Studies,Parent,Production
34759,https://github.com/ror-community/ror-updates/issues/34759,Add a new organization to ROR: Hoffmann Centre for Global Sustainability,Graduate Institute of International and Development Studies,https://ror.org/007ygn379,https://ror.org/0381m7867,Hoffmann Centre for Global Sustainability,Child,Release
34760,https://github.com/ror-community/ror-updates/issues/34760,Add a new organization to ROR: Centre for Trade and Economic Integration,Centre for Trade and Economic Integration,https://ror.org/00k455w53,https://ror.org/007ygn383,,Parent,Production
34760,https://github.com/ror-community/ror-updates/issues/34760,Add a new organization to ROR: Centre for Trade and Economic Integration,,https://ror.org/007ygn383,https://ror.org/00k455w53,Centre for Trade and Economic Integration,Child,Release
34761,https://github.com/ror-community/ror-updates/issues/34761,"Add a new organization to ROR: Centre on Conflict, Development & Peacebuilding","Centre on Conflict, Development & Peacebuilding",https://ror.org/029v65e09,https://ror.org/007ygn384,,Parent,Production
34761,https://github.com/ror-community/ror-updates/issues/34761,"Add a new organization to ROR: Centre on Conflict, Development & Peacebuilding",,https://ror.org/007ygn384,https://ror.org/029v65e09,"Centre on Conflict, Development & Peacebuilding",Child,Release
35931,https://github.com/ror-community/ror-updates/issues/35931,"Add a new organization to ROR: 
 
Institutul de Cercetare-Dezvoltare în Genomică ",Institutul de Cercetare-Dezvoltare în Genomică,https://ror.org/03kf9ce66,https://ror.org/04fm87419,Carol Davila University of Medicine and Pharmacy,Related,Production
35931,https://github.com/ror-community/ror-updates/issues/35931,"Add a new organization to ROR: 
 
Institutul de Cercetare-Dezvoltare în Genomică ",Carol Davila University of Medicine and Pharmacy,https://ror.org/04fm87419,https://ror.org/03kf9ce66,Institutul de Cercetare-Dezvoltare în Genomică,Related,Release
35971,https://github.com/ror-community/ror-updates/issues/35971,"Add a new organization to ROR: 
 
Cologne Center for eHumanities",Cologne Center for eHumanities,https://ror.org/05sp8y667,https://ror.org/00rcxh774,University of Cologne,Related,Production
35971,https://github.com/ror-community/ror-updates/issues/35971,"Add a new organization to ROR: 
 
Cologne Center for eHumanities",University of Cologne,https://ror.org/00rcxh774,https://ror.org/05sp8y667,Cologne Center for eHumanities,Related,Release
35855,https://github.com/ror-community/ror-updates/issues/35855,Add a new organization to ROR: Canaux et Connexines dans les Cancers et Cellules Souches,Canaux et Connexines dans les Cancers et Cellules Souches,https://ror.org/005yqm250,https://ror.org/04xhy8q59,Université de Poitiers,Parent,Production
35855,https://github.com/ror-community/ror-updates/issues/35855,Add a new organization to ROR: Canaux et Connexines dans les Cancers et Cellules Souches,Université de Poitiers,https://ror.org/04xhy8q59,https://ror.org/005yqm250,Canaux et Connexines dans les Cancers et Cellules Souches,Child,Release
35856,https://github.com/ror-community/ror-updates/issues/35856,Add a new organization to ROR: Institut de Droit Public,Institut de Droit Public,https://ror.org/01nd3av65,https://ror.org/04xhy8q59,Université de Poitiers,Parent,Production
35856,https://github.com/ror-community/ror-updates/issues/35856,Add a new organization to ROR: Institut de Droit Public,Université de Poitiers,https://ror.org/04xhy8q59,https://ror.org/01nd3av65,Institut de Droit Public,Child,Release
35857,https://github.com/ror-community/ror-updates/issues/35857,Add a new organization to ROR: Physiopathologie et Régulation des Transports Ioniques,Physiopathologie et Régulation des Transports Ioniques,https://ror.org/01p24rp96,https://ror.org/04xhy8q59,Université de Poitiers,Parent,Production
35857,https://github.com/ror-community/ror-updates/issues/35857,Add a new organization to ROR: Physiopathologie et Régulation des Transports Ioniques,Université de Poitiers,https://ror.org/04xhy8q59,https://ror.org/01p24rp96,Physiopathologie et Régulation des Transports Ioniques,Child,Release
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Fraunhofer Institute for Process Engineering and Packaging Dresden,https://ror.org/0567ea759,https://ror.org/05hkkdn48,Fraunhofer-Gesellschaft,Parent,Production
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Fraunhofer-Gesellschaft,https://ror.org/05hkkdn48,https://ror.org/0567ea759,Fraunhofer Institute for Process Engineering and Packaging Dresden,Child,Release
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Fraunhofer Institute for Process Engineering and Packaging Dresden,https://ror.org/0567ea759,https://ror.org/02at7zv53,Fraunhofer Institute for Process Engineering and Packaging,Related,Production
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Fraunhofer Institute for Process Engineering and Packaging,https://ror.org/02at7zv53,https://ror.org/0567ea759,Fraunhofer Institute for Process Engineering and Packaging Dresden,Related,Release
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Fraunhofer Institute for Process Engineering and Packaging Dresden,https://ror.org/0567ea759,https://ror.org/042aqky30,Technische Universität Dresden,Related,Production
34943,https://github.com/ror-community/ror-updates/issues/34943,"Add a new organization to ROR: 
 
Fraunhofer Institute for Process Engineering and Packaging Dresden",Technische Universität Dresden,https://ror.org/042aqky30,https://ror.org/0567ea759,Fraunhofer Institute for Process Engineering and Packaging Dresden,Related,Release
35779,https://github.com/ror-community/ror-updates/issues/35779,"Add a new organization to ROR: 
 
College of Engineering Kottarakkara",College of Engineering Kottarakkara,https://ror.org/02tn4mp82,https://ror.org/04yn30r61,APJ Abdul Kalam Technological University,Related,Production
35779,https://github.com/ror-community/ror-updates/issues/35779,"Add a new organization to ROR: 
 
College of Engineering Kottarakkara",APJ Abdul Kalam Technological University,https://ror.org/04yn30r61,https://ror.org/02tn4mp82,College of Engineering Kottarakkara,Related,Release
35705,https://github.com/ror-community/ror-updates/issues/35705,"Add a new organization to ROR: 
 
AnaEE-ERIC",Analysis and Experimentation on Ecosystems,https://ror.org/013cta085,https://ror.org/01t3n1r11,Analyses et Expérimentations pour les Ecosystèmes,Related,Production
35705,https://github.com/ror-community/ror-updates/issues/35705,"Add a new organization to ROR: 
 
AnaEE-ERIC",Analyses et Expérimentations pour les Ecosystèmes,https://ror.org/01t3n1r11,https://ror.org/013cta085,Analysis and Experimentation on Ecosystems,Related,Release
35350,https://github.com/ror-community/ror-updates/issues/35350,"Add a new organization to ROR: Rural, Urbain, Acteurs, LIens, Territoires, Environnement, Sociétés","Rural, Urbain, Acteurs, LIens, Territoires, Environnement, Sociétés",https://ror.org/059cfp243,https://ror.org/04xhy8q59,Université de Poitiers,Parent,Production
35350,https://github.com/ror-community/ror-updates/issues/35350,"Add a new organization to ROR: Rural, Urbain, Acteurs, LIens, Territoires, Environnement, Sociétés",Université de Poitiers,https://ror.org/04xhy8q59,https://ror.org/059cfp243,"Rural, Urbain, Acteurs, LIens, Territoires, Environnement, Sociétés",Child,Release
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Universidad Iberoamericana Torreón,https://ror.org/03d73xf49,https://ror.org/05vss7635,Ibero American University,Related,Production
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Ibero American University,https://ror.org/05vss7635,https://ror.org/03d73xf49,Universidad Iberoamericana Torreón,Related,Release
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Universidad Iberoamericana Torreón,https://ror.org/03d73xf49,https://ror.org/00pcv0g02,Ibero-American University Puebla,Related,Production
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Ibero-American University Puebla,https://ror.org/00pcv0g02,https://ror.org/03d73xf49,Universidad Iberoamericana Torreón,Related,Release
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Universidad Iberoamericana Torreón,https://ror.org/03d73xf49,https://ror.org/00f1wmk62,Universidad Iberoamericana León,Related,Production
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Universidad Iberoamericana León,https://ror.org/00f1wmk62,https://ror.org/03d73xf49,Universidad Iberoamericana Torreón,Related,Release
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Universidad Iberoamericana Torreón,https://ror.org/03d73xf49,https://ror.org/00cwp6m07,Instituto Tecnológico y de Estudios Superiores de Occidente,Related,Production
35828,https://github.com/ror-community/ror-updates/issues/35828,"Add a new organization to ROR: 
 
Universiadd Iberoamericana Torreón",Instituto Tecnológico y de Estudios Superiores de Occidente,https://ror.org/00cwp6m07,https://ror.org/03d73xf49,Universidad Iberoamericana Torreón,Related,Release
35621,https://github.com/ror-community/ror-updates/issues/35621,"Add a new organization to ROR: 
 
National Institute  of Research and Innovation",National Institute of Research and Innovation,https://ror.org/04bjckx48,https://ror.org/01gckhp53,Latvian Biomedical Research and Study Centre,Related,Production
35621,https://github.com/ror-community/ror-updates/issues/35621,"Add a new organization to ROR: 
 
National Institute  of Research and Innovation",Latvian Biomedical Research and Study Centre,https://ror.org/01gckhp53,https://ror.org/04bjckx48,National Institute of Research and Innovation,Related,Release
35621,https://github.com/ror-community/ror-updates/issues/35621,"Add a new organization to ROR: 
 
National Institute  of Research and Innovation",National Institute of Research and Innovation,https://ror.org/04bjckx48,https://ror.org/01a92vw29,Latvijas Organiskās Sintēzes Institūts,Related,Production
35621,https://github.com/ror-community/ror-updates/issues/35621,"Add a new organization to ROR: 
 
National Institute  of Research and Innovation",Latvijas Organiskās Sintēzes Institūts,https://ror.org/01a92vw29,https://ror.org/04bjckx48,National Institute of Research and Innovation,Related,Release
35447,https://github.com/ror-community/ror-updates/issues/35447,"Add a new organization to ROR: 
 
SVKM's Shri Bhagubhai Mafatlal Polytechnic and College of Engineering",Shri Bhagubhai Mafatlal Polytechnic and College of Engineering,https://ror.org/04yd4rp79,https://ror.org/03ddhrn22,Shri Vile Parle Kelavani Mandal,Parent,Production
35447,https://github.com/ror-community/ror-updates/issues/35447,"Add a new organization to ROR: 
 
SVKM's Shri Bhagubhai Mafatlal Polytechnic and College of Engineering",Shri Vile Parle Kelavani Mandal,https://ror.org/03ddhrn22,https://ror.org/04yd4rp79,Shri Bhagubhai Mafatlal Polytechnic and College of Engineering,Child,Release
35468,https://github.com/ror-community/ror-updates/issues/35468,"Add a new organization to ROR: 
 
Living Systems Research Institute Public Legal Entity, Ministry of Science and Education Republic of Azerbaijan",Living Systems Research Institute,https://ror.org/041y1ze96,https://ror.org/022arna15,Ministry of Education of Azerbaijan Republic,Parent,Production
35468,https://github.com/ror-community/ror-updates/issues/35468,"Add a new organization to ROR: 
 
Living Systems Research Institute Public Legal Entity, Ministry of Science and Education Republic of Azerbaijan",Ministry of Education of Azerbaijan Republic,https://ror.org/022arna15,https://ror.org/041y1ze96,Living Systems Research Institute,Child,Release
35535,https://github.com/ror-community/ror-updates/issues/35535,"Add a new organization to ROR: 
 
Jalalabad Ragib Rabeya Medical College ",Jalalabad Ragib Rabeya Medical College,https://ror.org/01yhpeq64,https://ror.org/05hm0vv72,Shahjalal University of Science and Technology,Related,Production
35535,https://github.com/ror-community/ror-updates/issues/35535,"Add a new organization to ROR: 
 
Jalalabad Ragib Rabeya Medical College ",Shahjalal University of Science and Technology,https://ror.org/05hm0vv72,https://ror.org/01yhpeq64,Jalalabad Ragib Rabeya Medical College,Related,Release
35611,https://github.com/ror-community/ror-updates/issues/35611,"Add a new organization to ROR: 
 
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences","Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",https://ror.org/00nqzn326,https://ror.org/034t30j35,Chinese Academy of Sciences,Parent,Production
35611,https://github.com/ror-community/ror-updates/issues/35611,"Add a new organization to ROR: 
 
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",Chinese Academy of Sciences,https://ror.org/034t30j35,https://ror.org/00nqzn326,"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",Child,Release
35611,https://github.com/ror-community/ror-updates/issues/35611,"Add a new organization to ROR: 
 
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences","Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",https://ror.org/00nqzn326,https://ror.org/004svx814,Government of Jiangsu Province,Parent,Production
35611,https://github.com/ror-community/ror-updates/issues/35611,"Add a new organization to ROR: 
 
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",Government of Jiangsu Province,https://ror.org/004svx814,https://ror.org/00nqzn326,"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences",Child,Release
36014,https://github.com/ror-community/ror-updates/issues/36014,"Add a new organization to ROR: 
 
Ivan Research Institute",Ivan Research Institute,https://ror.org/0449v2r69,https://ror.org/05fx5mz56,University of Nigeria Teaching Hospital,Related,Production
36014,https://github.com/ror-community/ror-updates/issues/36014,"Add a new organization to ROR: 
 
Ivan Research Institute",University of Nigeria Teaching Hospital,https://ror.org/05fx5mz56,https://ror.org/0449v2r69,Ivan Research Institute,Related,Release
36002,https://github.com/ror-community/ror-updates/issues/36002,"Add a new organization to ROR: 
 
Dresden Center for Computational Materials Science",Dresden Center for Computational Materials Science,https://ror.org/04tnrm315,https://ror.org/042aqky30,Technische Universität Dresden,Parent,Production
