html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent,child,related
,,Chongqing Municipal Bureau of Human Resources and Social Security*en,active,government;funder,,重庆市人力资源和社会保障局*zh; Chongqing Municipal Bureau of Human Resources and Social Security*en,,https://rlsbj.cq.gov.cn,,rlsbj.cq.gov.cn,,501100013160,,,,,,,,Chongqing,China,1814906,https://ror.org/05ct91r78,,
