html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,
https://github.com/ror-community/ror-updates/issues/22923,https://ror.org/01gavpb45,,,,,add==Instituts de recherche en santé du Canada*fr,,replace==https://www.cihr-irsc.gc.ca,,add==cihr-irsc.gc.ca,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22957,https://ror.org/04ge7ee10,replace==Museum of Us*en,,,replace==San Diego Museum of Man*en; Museo de Nosotros de San Diego*es; San Diego Museum of Us*en,replace==Museum of Us*en; Museo de Nosotros*es,,replace==https://museumofus.org,,add==museumofus.org,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22960,https://ror.org/02x3mf211,replace==Federal Research Center for Information and Computational Technologies*en,,,replace==Institute of Computational Technologies*en; Институт вычислительных технологий СО РАН*ru,replace==Federal Research Center for Information and Computational Technologies*en; Федеральный исследовательский центр информационных и вычислительных технологий*ru,add==FRC ICT*en; ФИЦ ИВТ*ru,replace==http://www.ict.nsc.ru,,add==ict.nsc.ru,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22968,https://ror.org/04xxayh10,replace==Institut Català de Recerca En Patrimoni Cultural*ca,,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22984,https://ror.org/0270ypx06,,,,add==Schoodic Institute at Acadia National Park*en,,,,,add==schoodicinstitute.org,,,,,,,,add==Q43895496,replace==Q43895496,,,,
https://github.com/ror-community/ror-updates/issues/22988,https://ror.org/02s553c57,,,,,,add==IPT*fr,replace==https://ipt-edu.fr,,add==ipt-edu.fr;iptheologie.fr,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22993,https://ror.org/04jd9ff79,,,,,,,replace==https://www.oeaw.ac.at/isf/,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22994,https://ror.org/03w6mvs43,,replace==inactive,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22996,https://ror.org/05h1e3230,,,,,add==Polytechnic Institutes of Nuclear Technology*en,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/22997,https://ror.org/05a550a57,replace==DSW University of Lower Silesia*en,,,replace==University of Lower Silesia*en; Dolnośląska Szkoła Wyższa*pl,replace==DSW University of Lower Silesia*en; Uniwersytet Dolnośląski DSW*pl; Dolnoslezská Univerzita DSW*cs; Університет Нижньої Сілезії ДСВ*uk; Университет Нижней Силезии ДСВ*ru,,replace==https://www.dsw.edu.pl,,add==dsw.edu.pl;uls.edu.pl,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23004,https://ror.org/01eem7c55,"replace==Imaging, Brain, and Neuropsychiatry*en",,,replace==iBraiN*en; Imagerie et Cerveau*fr; Imaging and Brain*en; UMR 1253,"replace==Imaging, Brain, and Neuropsychiatry*en; Imagerie, Cerveau et Neuropsychiatrie*fr",,replace==https://ibrain.univ-tours.fr,,add==ibrain.univ-tours.fr,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23009,https://ror.org/02ke5e989,replace==Klintaps University College of Health and Allied Sciences*en,,,replace==Klintaps College of Health and Allied Sciences*en,replace==Klintaps University College of Health and Allied Sciences*en,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23013,https://ror.org/028mtfb17,replace==Moscow University «Synergy»*en,,,replace==Университет «Синергия»*ru; Synergy University*en; Московский финансово-промышленный университет Синергия*ru; Moscow University of Industry and Finance*en; Synergy*en,replace==Moscow University «Synergy»*en; Московский университет «Синергия»*ru; Негосударственное образовательное частное учреждение высшего образования «Московский университет «Синергия»*ru; Non-state private educational institution of higher education «Moscow University «Synergy»*en,,replace==https://synergyuniversity.ru,,add==synergyuniversity.ru;synergy.ru,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23017,https://ror.org/02mfjm186,,,,,replace==VA Nasonova Scientific Research Institute of Rheumatology*en; Научно-исследовательский институт ревматологии имени В. А. Насоновой*ru,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23020,https://ror.org/03gtdcg60,replace==Universidad Diego Portales*es,,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23021,https://ror.org/00839we02,,,,add==Acadia College*en,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24104,https://ror.org/04q2bzq33,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23024,https://ror.org/0032jvj22,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23036,https://ror.org/00vkd8x05,replace==Selangor Islamic University*en,,,replace==International Islamic University College Selangor*en; Kolej Universiti Islam Antarabangsa Selangor*ms; كلية سلاغور الإسلامية العالمية*ar,replace==Selangor Islamic University*en; الجامعة الإسلامية بسلانجور*ar; Universiti Islam Selangor*ms,,replace==https://www.uis.edu.my,,add==uis.edu.my,,,,,,add==0000 0000 8878 9018,replace==0000 0000 8878 9018,,,,,,
https://github.com/ror-community/ror-updates/issues/22904,https://ror.org/00nqz4988,replace==Centro Universitario de la Defensa en San Javier*es,,,replace==Centro Universitario de la Defensa*es,replace==Centro Universitario de la Defensa en San Javier*es,,replace==https://www.cud.upct.es,,add==cud.upct.es,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23042,https://ror.org/01875pg84,,,,,add==Saint Antoine Hospital*en,,replace==https://saintantoine.aphp.fr,,add==saintantoine.aphp.fr,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23044,https://ror.org/00mh9zx15,,,,add==Field Museum*en; Columbian Museum of Chicago*en; Field Columbian Museum*en; Chicago Natural History Museum*en,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23045,https://ror.org/02vnghs48,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23062,https://ror.org/038e2g226,,,,,,,,,,,,,,,,,,,,,replace==1859635,
https://github.com/ror-community/ror-updates/issues/24105,https://ror.org/05hdxka83,,replace==inactive,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24107,https://ror.org/000q0mx12,,replace==withdrawn,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24108,https://ror.org/054maaz15,replace==Jawzjan University*en,,,replace==Jozjan University*en; University of Jawzjan*en; دانشگاه جوزجان*fa,replace==Jawzjan University*en; د جوزجان پوهنتون*ps; پوهنتون جوزجان,add==JU*en,replace==https://ju.edu.af,replace==https://ceb.wikipedia.org/wiki/Jawzjan_University,add==ju.edu.af,,,,,,,,add==Q21825728,replace==Q21825728,,,,
