html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent_relationships,related_relationships,successor_relationships
,https://ror.org/004p8an59,SGS Portugal (Portugal),active,company,,"SGS Portugal SA;SGS Portugal (Portugal);SGS Portugal, S.A.",,,https://www.sgs.com/pt-pt,,,,,,,,0000 0005 0832 7742,0000 0005 0832 7742,,,Lisboa,Portugal,2267057,https://ror.org/05p30rt34,,
,https://ror.org/03q8wy381,Shine 2Europe (Portugal),active,company,,Shine 2Europe;Shine 2Europe (Portugal),,,https://shine2.eu,,shine2.eu,,,,,,0000 0005 0827 0344,0000 0005 0827 0344,,,Coimbra,Portugal,2740637,,,
,https://ror.org/01a44wh51,SiliconGate (Portugal),active,company,,SiliconGate (Portugal),,,https://www.silicongate.com,,silicongate.com,,,,,,0000 0004 6418 9367,0000 0004 6418 9367,,,Porto,Portugal,2735943,,,
,https://ror.org/03tmk1b43,Sinfic (Portugal),active,company,,"Sinfic (Portugal);Sinfic, S.A.",,,https://sinfic.com,,sinfic.com,,,,,,0000 0005 0940 0120,0000 0005 0940 0120,,,Amadora,Portugal,2271772,,,
,https://ror.org/039sn6527,Sistemas do Futuro Multimédia Gestão e Arte (Portugal),active,company,, Systems of the Future Multimedia Management and Art;Sistemas do Futuro Multimédia Gestão e Arte (Portugal),,,https://sistemasfuturo.com,,sistemasfuturo.com,,,,,,0000 0004 6418 9359,0000 0004 6418 9359,,,Porto,Portugal,2735943,,,
,https://ror.org/027hz7j04,"Sistemas e Informação Geográfica, S.A. (Portugal)",active,company,,"Sistemas e Informação Geográfica, S.A. (Portugal)",,,https://www.esri-portugal.pt,,esri-portugal.pt,,,,,,0000 0005 1123 4301,0000 0005 1123 4301,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05e8gmx74,Skyros Congressos (Portugal),active,company,,Skyros Congressos;Skyros Congressos (Portugal); Skyros Conferences,,,https://skyros-congressos.com,,skyros-congressos.com,,,,,,0000 0004 6416 7002,0000 0004 6416 7002,,,Porto,Portugal,2735943,,,
,https://ror.org/05nghbc66,Smartwatt (Portugal),active,company,,"Smartwatt (Portugal);Smartwatt, S.A.",,,https://smartwatt.pt,,smartwatt.pt,,,,,,0000 0005 0840 3522,0000 0005 0840 3522,,,Porto,Portugal,2735943,,,
,https://ror.org/00p7a1q41,SEMTDistribuição (Portugal),active,company,,SEMTDistribuição (Portugal); SEMTDistribuição,,SEMT*pt,https://semtdistribuicao.com,,semtdistribuicao.com,,,,,,0000 0005 0832 7793,0000 0005 0832 7793,,,São Mamede de Infesta,Portugal,2734434,,,
,https://ror.org/01qf6yj86,Sociedade Médica de Entrecampos (Portugal),active,company,, Medical Society of Entrecampos;Sociedade Médica de Entrecampos (Portugal),,,https://smec.pt,,smec.pt,,,,,,0000 0004 0625 3252,0000 0004 0625 3252,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05sj3cj25,SPEMD Eventos Científicos e Culturais (Portugal),active,company,, SPEMD Scientific and Cultural Events;SPEMD Eventos Científicos e Culturais (Portugal),,,https://www.spemd.pt,,spemd.pt,,,,,,0000 0004 6416 707X,0000 0004 6416 707X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03mef8k70,Startup Braga (Portugal),active,company,,Startup Braga;Startup Braga (Portugal),,,https://www.startupbraga.com,,startupbraga.com,,,,,,0000 0004 6789 6462,0000 0004 6789 6462,,,Braga,Portugal,2742032,,,
,https://ror.org/04k0x5034,Startup Madeira More Than Ideas (Portugal),active,company,,Startup Madeira More Than Ideas (Portugal),,CEIM*pt,https://startupmadeira.eu,,startupmadeira.eu,,,,,,0000 0000 9037 0072,0000 0000 9037 0072,,,Funchal,Portugal,2267827,,,
,https://ror.org/05tv32x62,Success Gadget Nanotecnologia e Novos Materiais (Portugal),active,company,, Success Gadget Nanotechnology and New Materials;Success Gadget Nanotecnologia e Novos Materiais (Portugal),,,https://success-gadget.com,,success-gadget.com,,,,,,0000 0004 6418 9690,0000 0004 6418 9690,,,Barcelos,Portugal,2742416,,,
,https://ror.org/02pbb4g34,Tecnifar (Portugal),active,company,,Tecnifar;Tecnifar (Portugal),,,https://tecnifar.pt,,tecnifar.pt,,,,,,0000 0004 0635 0757,0000 0004 0635 0757,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03n8zhd73,Tecnoveritas Serviços de Engenharia e Sistemas Tecnológicos (Portugal),active,company,, Tecnoveritas Services of Engineering and Systems Technology;Tecnoveritas Serviços de Engenharia e Sistemas Tecnológicos (Portugal),,,https://www.tecnoveritas.net,,tecnoveritas.net,,,,,,0000 0004 6418 9746,0000 0004 6418 9746,,,Góis,Portugal,2738974,,,
,https://ror.org/055vdn769,Terraprima (Portugal),active,company,,Terraprima;Terraprima (Portugal),,,https://wgis.terraprima.pt,,wgis.terraprima.pt,,,,,,0000 0004 6418 9893,0000 0004 6418 9893,,,Benavente,Portugal,2741547,,,
,https://ror.org/03gbh4j43,Tetra Pak (Portugal),active,company,,Tetra Pak (Portugal); Tetra Pak Portugal SA,,,https://www.tetrapak.com/pt-pt,,,,,,,,0000 0004 0399 6544,0000 0004 0399 6544,,,Carnaxide,Portugal,2270157,https://ror.org/028h2cy94,,
,https://ror.org/00skrkx16,TMG Group (Portugal),active,company,,TMG Group;TMG Group (Portugal),,,https://www.tmg.pt,,tmg.pt,,,,,,0000 0004 9337 6671,0000 0004 9337 6671,,,Vila Nova de Famalicão,Portugal,2732547,,,
,https://ror.org/0346skn57,TNA Tecnologia e Nutrição Animal (Portugal),active,company,,"TNA Tecnologia e Nutrição Animal (Portugal); TNA Animal Technology and Nutrition;TNA Tecnologia e Nutrição Animal, S.A.",,,https://tna.pt,,tna.pt,,,,,,0000 0004 7420 7717,0000 0004 7420 7717,,,Azambuja,Portugal,2271337,,,
,https://ror.org/02c1hqj73,Tonic App (Portugal),active,company,,Tonic App;Tonic App (Portugal),,,https://www.tonicapp.com,,tonicapp.com,,,,,,0000 0004 9129 5202,0000 0004 9129 5202,,,Porto,Portugal,2735943,,,
,https://ror.org/02q06yt34,Toxfinder (Portugal),active,company,,Toxfinder (Portugal),,,http://toxfinder.pt,,toxfinder.pt,,,,,,0000 0004 6418 9965,0000 0004 6418 9965,,,Cantanhede,Portugal,2741547,,,
,https://ror.org/01q0xs158,Trinap Equipamentos Industriais (Portugal),active,company,, Trinap Industrial Equipments;Trinap Equipamentos Industriais (Portugal),,,https://trinap.pt,,trinap.pt,,,,,,0000 0004 6018 7524,0000 0004 6018 7524,,,Alfragide,Portugal,6930153,,,
,https://ror.org/013xyzs10,Tuamutunga Internacional (Portugal),active,company,,Tuamutunga Internacional (Portugal),,,https://www.tuamutunga.com,,tuamutunga.com,,,,,,0000 0005 0939 6168,0000 0005 0939 6168,,,Amadora,Portugal,2271772,,,
,https://ror.org/04a73z253,UCB Pharma (Portugal),active,company,,UCB Pharma (Portugal),,,https://www.ucb.com,,,,,,,,0000 0004 0626 7304,0000 0004 0626 7304,,,Oeiras,Portugal,2265464,https://ror.org/01n029866,,
,https://ror.org/04z553m34,UltraWise (Portugal),active,company,,UltraWise (Portugal),,,https://ultrawise.pt,,ultrawise.pt,,,,,,0000 0004 7414 6723,0000 0004 7414 6723,,,Lisboa,Portugal,2267057,,,
,https://ror.org/000752v72,Unidad Renal Nefrodial SAS (Portugal),active,company,,Unidad Renal Nefrodial SAS;Unidad Renal Nefrodial SAS (Portugal); Nefrodial SAS Renal Unit,,,https://www.nefrodial.com,,nefrodial.com,,,,,,0000 0004 0631 9370,0000 0004 0631 9370,,,Coimbra,Portugal,2740637,,,
,https://ror.org/00zxc2134,Unidad Renal Nefrodial SAS Servicio de Hemodiálisis (Portugal),active,company,,Unidad Renal Nefrodial SAS Servicio de Hemodiálisis;Unidad Renal Nefrodial SAS Servicio de Hemodiálisis (Portugal); Nefrodial SAS Renal Unit Hemodialysis Service,,,https://www.nefrodial.com/hemodialisis/,,,,,,,,0000 0005 0997 0756,0000 0005 0997 0756,,,Coimbra,Portugal,2740637,,,
,https://ror.org/04mfscn60,Unidade de Saúde Familiar Alphamouro (Portugal),active,company,,Unidade de Saúde Familiar Alphamouro;Unidade de Saúde Familiar Alphamouro (Portugal); Family Health Unit Alphamouro,,,https://sites.google.com/site/usfalphamouro,,,,,,,,0000 0004 4677 7149,0000 0004 4677 7149,,,Rio de Mouro,Portugal,2263827,,,
,https://ror.org/024yq7p07,Unidade de Saúde Familiar Joane (Portugal),active,company,,Unidade de Saúde Familiar Joane;Unidade de Saúde Familiar Joane (Portugal); Joane Family Health Unit,,,https://usfjoane.webnode.pt,,usfjoane.webnode.pt,,,,,,0000 0005 0567 8029,0000 0005 0567 8029,,,Joane,Portugal,2738658,,,
,https://ror.org/00s8nav02,Upstream Portugal (Portugal),active,company,,Upstream Portugal;Upstream Portugal (Portugal),,,http://upstream-portugal.pt,,upstream-portugal.pt,,,,,,0000 0005 0840 367X,0000 0005 0840 367X,,,Covilhã,Portugal,2740313,,,
,https://ror.org/04hf92r68,Valmet (Portugal),active,company,,Valmet (Portugal),,,https://www.valmet.com,,,,,,,,0000 0004 5996 5640,0000 0004 5996 5640,,,Ovar,Portugal,2736930,https://ror.org/03eaa3f03,,
,https://ror.org/03f8vdc52,Valorsul (Portugal),active,company,,Valorsul;Valorsul (Portugal),,,https://www.valorsul.pt,,valorsul.pt,,,,,,0000 0004 0511 607X,0000 0004 0511 607X,,,Sao Joao da Talha,Portugal,2263326,,,
,https://ror.org/01mjhcq39,Viagens Abreu (Portugal),active,company,,"Viagens Abreu (Portugal); Abreu Tours;Viagens Abreu, S.A.",,,https://www.abreu.pt,,abreu.pt,,,,,,0000 0004 6007 9996,0000 0004 6007 9996,,,Linda-A-Velha,Portugal,2267067,,,
,https://ror.org/04q83ct73,Vieira de Almeida e Associados (Portugal),active,company,,Vieira de Almeida e Associados;Vieira de Almeida e Associados (Portugal); Vieira de Almeida and Partners,,,https://www.vda.pt,,vda.pt,,,,,,0000 0004 4904 6165,0000 0004 4904 6165,,,Lisboa,Portugal,2267057,,,
,https://ror.org/02rrt4f19,ViiV Healthcare (Portugal),active,company,,ViiV Healthcare (Portugal),,,https://viivhealthcare.com,,,,,,,,0000 0004 6008 0022,0000 0004 6008 0022,,,Alges,Portugal,2271985,https://ror.org/01cc9yk21,,
,https://ror.org/05c2vjs51,VilaWork Barcelos Business Center (Portugal),active,company,,VilaWork Barcelos Business Center;VilaWork Barcelos Business Center (Portugal),,,https://vilawork.pt,,vilawork.pt,,,,,,0000 0004 6793 0261,0000 0004 6793 0261,,,Barcelos,Portugal,2742416,,,
,https://ror.org/02fnqta57,VTM Global (Portugal),active,company,,VTM Global;VTM Global (Portugal),,,https://vtm-global.com,,vtm-global.com,,,,,,0000 0004 0632 2166,0000 0004 0632 2166,,,Linda-a-Velha,Portugal,2267067,,,
,https://ror.org/044w2d669,Vygon Portugal (Portugal),active,company,,Vygon Portugal;Vygon Portugal (Portugal),,,https://www.vygon.com,,vygon.com,,,,,,0000 0004 0641 1708,0000 0004 0641 1708,,,Baltar,Portugal,2742458,,,
,https://ror.org/05rsepe19,WEGEURO Indústria Eléctrica (Portugal),active,company,,"WEGEURO Indústria Eléctrica (Portugal); WEGEURO Electric Corporation;WEGEURO Indústria Eléctrica, S.A.",,,https://www.weg.net/institutional/PT,,,,,,,,0000 0004 6008 0081,0000 0004 6008 0081,,,Maia,Portugal,2738014,,,
,https://ror.org/01fn87p98,Whiteboard (Portugal),active,company,,Whiteboard (Portugal),,,http://www.whiteb.pt,,whiteb.pt,,,,,,0000 0005 1320 1204,0000 0005 1320 1204,,,Guimarães,Portugal,2738752,,,
,https://ror.org/05hys2498,Widex Reabilitação Auditiva Unip (Portugal),active,company,,Widex Reabilitação Auditiva Unip (Portugal),,,https://www.widex.pt,,widex.pt,,,,,,0000 0004 0632 8015,0000 0004 0632 8015,,,Lisboa,Portugal,2267057,,,
,https://ror.org/02fvxw605,WINNING Scientific Management (Portugal),active,company,,WINNING Scientific Management (Portugal),,,https://winning-consulting.com,,winning-consulting.com,,,,,,0000 0004 9286 135X,0000 0004 9286 135X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00td9be07,Wipro (Portugal),active,company,,Wipro (Portugal),,,https://www.wipro.com,,,,,,,,0000 0004 0427 7605,0000 0004 0427 7605,,,Moreira,Portugal,2737398,https://ror.org/001ccf545,,
,https://ror.org/04e9nc458,WSA Portugal (Portugal),active,company,,"WSA Portugal (Portugal);WSA Portugal, S.A.",,,https://wsa.com.pt,,wsa.com.pt,,,,,,0000 0005 0602 6188,0000 0005 0602 6188,,,Linda-a-Velha,Portugal,2267067,,,
,https://ror.org/03jhtdw16,Yäbulu (Portugal),active,company,,Yäbulu;Yäbulu (Portugal); Yabulu,,,https://www.yabulu.com,,yabulu.com,,,,,,0000 0004 0516 7571,0000 0004 0516 7571,,,Lisboa,Portugal,2267057,,,
,https://ror.org/01dvwhz14,Zimmer (Portugal),active,company,,Zimmer (Portugal),,,https://www.zimmerbiomet.com,,,,,,,,0000 0004 0639 0433,0000 0004 0639 0433,,,Lisboa,Portugal,2267057,https://ror.org/02bn55144,,
,https://ror.org/05qhz9f36,Academia Clínica Espregueira*pt,active,education,,Academia Clínica Espregueira*pt,,ACE*pt,https://www.academiaclinicadragao.com,,academiaclinicadragao.com,,,,,,0000 0005 1122 7531,0000 0005 1122 7531,,,Porto,Portugal,2735943,,,
,https://ror.org/048xj2376,Academia de Línguas da Madeira*pt,active,education,,Academia de Línguas da Madeira*pt,,ALM*pt,https://alm-madeira.com,,alm-madeira.com,,,,,,0000 0004 5897 8781,0000 0004 5897 8781,,,Funchal,Portugal,2267827,,,
,https://ror.org/00rehag55,Academia de Música de Lisboa*pt,active,education,,Academia de Música de Lisboa*pt,,,https://academiamusicalisboa.com,,academiamusicalisboa.com,,,,,,0000 0005 0629 1432,0000 0005 0629 1432,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03b1m6c97,Conservatório Bomfim*pt,active,education,,Conservatório Bomfim*pt,,,https://conservatorio.bomfim.org,,conservatorio.bomfim.org,,,,,,0000 0005 1081 219X,0000 0005 1081 219X,,,Braga,Portugal,2742032,,,
,https://ror.org/02mahbh18,Conservatório de Música de Barcelos*pt,active,education,,Conservatório de Música de Barcelos*pt,,CMB*pt,https://cmb.edu.pt,,cmb.edu.pt,,,,,,0000 0005 0824 7507,0000 0005 0824 7507,,,Barcelos,Portugal,2742416,,,
,https://ror.org/022w6b140,Conservatório de Música e Artes do Centro*pt,active,education,,Conservatório de Música e Artes do Centro*pt,,CMAC*pt,https://www.cmac.pt,,cmac.pt,,,,,,0000 0005 1248 6885,0000 0005 1248 6885,,,Ourém,Portugal,2265388,,,
,https://ror.org/00y7acy81,Conservatório de Música e Artes do Dão*pt,active,education,,Conservatório de Música e Artes do Dão*pt,,CMAD*pt,https://www.cmadd.com,,cmadd.com,,,,,,0000 0005 1081 227X,0000 0005 1081 227X,,,Santa Comba Dão,Portugal,2734747,,,
,https://ror.org/02yndkk15,Consultores de Línguas*pt,active,education,,Consultores de Línguas*pt,,,https://speakwell.pt,,speakwell.pt,,,,,,0000 0004 0632 1243,0000 0004 0632 1243,,,Parede,Portugal,2265169,,,
,https://ror.org/04m9s0y85,Cooperativa de Ensino Universitário CRL*pt,active,education,,Cooperativa de Ensino Universitário CRL*pt,,CEU*pt,https://grupoceu.pt,,grupoceu.pt,,,,,,0000 0004 0631 078X,0000 0004 0631 078X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00q4rrr38,Escola Artística de Dança do Conservatório Nacional*pt,active,education,,Escola Artística de Dança do Conservatório Nacional*pt,,EDCN*pt,https://edcn.pt/pt-pt/,,,,,,,,0000 0005 0832 7670,0000 0005 0832 7670,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05bd5qd97,Escola Artística do Conservatório de Música Calouste Gulbenkian de Braga*pt,active,education,,Escola Artística do Conservatório de Música Calouste Gulbenkian de Braga*pt,,EACMCGB*pt,https://conservatoriodebraga.pt,,conservatoriodebraga.pt,,,,,,0000 0005 1091 5252,0000 0005 1091 5252,,,Braga,Portugal,2742032,,,
,https://ror.org/03tsa2x69,Escola de Artes do Norte Alentejano*pt,active,education,,Escola de Artes do Norte Alentejano*pt,,EANA*pt,https://www.eanap.com.pt,,eanap.com.pt,,,,,,0000 0004 9338 7709,0000 0004 9338 7709,,,Portalegre,Portugal,2264507,,,
,https://ror.org/04mnzd349,Escola de Moda do Porto*pt,active,education,,Escola de Moda do Porto*pt,,EMP*pt,https://emp.pt,,emp.pt,,,,,,0000 0005 0631 0306,0000 0005 0631 0306,,,Porto,Portugal,2735943,,,
,https://ror.org/02vrzme47,Escola de Música Nossa Senhora do Cabo*pt,active,education,,Escola de Música Nossa Senhora do Cabo*pt,,EMNSC*pt,https://www.emnsc.pt,,emnsc.pt,,,,,,0000 0005 1091 4313,0000 0005 1091 4313,,,Linda-a-Velha,Portugal,2267067,,,
,https://ror.org/015x0as60,Escola de Música São Teotónio*pt,active,education,,Escola de Música São Teotónio*pt,,EMST*pt,https://steotonio.pt,,,,,,,,0000 0005 1081 2253,0000 0005 1081 2253,,,Coimbra,Portugal,2740637,,,
,https://ror.org/04xcb6q52,Escola de Pós-Graduação em Saúde e Gestão*pt,active,education,,Escola de Pós-Graduação em Saúde e Gestão*pt,,,https://www.escolasaudegestao.pt,,escolasaudegestao.pt,,,,,,0000 0005 0832 0727,0000 0005 0832 0727,,,Lisboa,Portugal,2267057,,,
,https://ror.org/040gmwg54,Escola de Tecnologias Inovação e Criação*pt,active,education,,Escola de Tecnologias Inovação e Criação*pt,,ETIC*pt,https://www.etic.pt,,etic.pt,,,,,,0000 0004 4909 305X,0000 0004 4909 305X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00tdc7x54,Escola Naval Unidade Orgânica de Ensino Politécnico*pt,active,education,,Escola Naval Unidade Orgânica de Ensino Politécnico*pt,,,https://escolanaval.marinha.pt,,,,,,,,0000 0004 4669 8387,0000 0004 4669 8387,,,Almada,Portugal,2271961,https://ror.org/0520mfp02,,
,https://ror.org/046rj7h96,Escola Superior de Artes Decorativas*pt,inactive,education,,Escola Superior de Artes Decorativas*pt,,,https://www.fress.pt/formacao/esad-encerramento/,,,,,,,,0000 0000 8968 8964,0000 0000 8968 8964,,,Lisboa,Portugal,2267057,,,https://ror.org/03720tm64
,https://ror.org/0435w9661,Escola Superior de Artes e Design Associação para a Promoção da Investigação em Design e Arte*pt,active,education,,Escola Superior de Artes e Design Associação para a Promoção da Investigação em Design e Arte*pt,,ESAD IDEA*pt,https://www.esadidea.pt,,esadidea.pt,,,,,,0000 0005 1445 6719,0000 0005 1445 6719,,,Senhora da Hora,Portugal,2734140,,,
,https://ror.org/05c68ap48,Centro de Investigação Paula Frassinetti*pt,active,education,,Centro de Investigação Paula Frassinetti*pt,,ESEPF CIFAP*pt,https://esepf.pt/apresentacao/,,esepf.pt,,,,,,0000 0004 5927 978X,0000 0004 5927 978X,,,Porto,Portugal,2735943,https://ror.org/03a4d8673,,
,https://ror.org/00x0n6k03,Centro de Investigação e Estudos João de Deus*pt,active,education,,Centro de Investigação e Estudos João de Deus*pt,,ESEJD CIEJD*pt,https://joaodedeus.pt,,joaodedeus.pt,,,,,,0000 0005 1091 4655,0000 0005 1091 4655,,,Lisboa,Portugal,2267057,https://ror.org/02dycg053,,
,https://ror.org/056530580,Escolas do Turismo de Portugal*pt,active,education,,Escolas do Turismo de Portugal*pt,,,https://escolas.turismodeportugal.pt,,escolas.turismodeportugal.pt,,,,,,0000 0005 0631 0816,0000 0005 0631 0816,,,Lisboa,Portugal,2267057,,,
,https://ror.org/01x19ms63,Eurolínguas*pt,active,education,,Eurolínguas*pt,,,https://eurolinguas.pt,,eurolinguas.pt,,,,,,0000 0004 5897 7244,0000 0004 5897 7244,,,Leiria,Portugal,2267095,,,
,https://ror.org/04b8yec33,Faust Língua e Cultura*pt,active,education,,Faust Língua e Cultura*pt,,,https://faust.pt,,faust.pt,,,,,,0000 0004 5897 5126,0000 0004 5897 5126,,,Quarteira,Portugal,2264299,,,
,https://ror.org/05rsfvf53,Forward College*en,active,education,,Forward College*en,,,https://forward-college.eu,,forward-college.eu,,,,,,0000 0005 0384 9090,0000 0005 0384 9090,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05y2y7178,Fun Languages*en,active,education,,Fun Languages*en,,,https://funlanguagesviseu.pt,,funlanguagesviseu.pt,,,,,,0000 0004 5897 7156,0000 0004 5897 7156,,,Viseu,Portugal,2732264,,,
,https://ror.org/047s1xy56,RESTART*en,active,education,,RESTART*en,,,https://restart.pt,,restart.pt,,,,,,0000 0004 7643 0402,0000 0004 7643 0402,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05pm2wj74,Royal School of Languages*en,active,education,,Royal School of Languages*en,,,https://www.royalschool.pt,,royalschool.pt,,,,,,0000 0004 5897 5185,0000 0004 5897 5185,,,Porto,Portugal,2735943,,,
,https://ror.org/00j09zy03,Universidade Católica Portuguesa - Braga*pt,active,education,Universidade Católica Portuguesa Campus de Braga,Universidade Católica Portuguesa - Braga*pt,,,https://braga.ucp.pt,,braga.ucp.pt,,,,,,0000 0000 9986 6234,0000 0000 9986 6234,,,Braga,Portugal,2742032,https://ror.org/03b9snr86,,
,https://ror.org/04dg1fw36,Católica Global School of Law*en,active,education,,Católica Global School of Law*en,,,https://catolicalaw.fd.lisboa.ucp.pt,,catolicalaw.fd.lisboa.ucp.pt,,,,,,0000 0005 1348 8348,0000 0005 1348 8348,,,Lisboa,Portugal,2267057,https://ror.org/03b9snr86,,
,https://ror.org/04ggnw234,LabComIFP Comunicação Filosofia e Humanidades*pt,active,education,,LabComIFP Comunicação Filosofia e Humanidades*pt,,,https://labcom.ubi.pt,,labcom.ubi.pt,,,,,,0000 0004 5896 9973,0000 0004 5896 9973,,,Covilhã,Portugal,2740313,https://ror.org/03nf36p02,,
,https://ror.org/029aap830,Escola Superior Aveiro Norte*pt,active,education,,Escola Superior Aveiro Norte*pt,,ESAN*pt,https://www.ua.pt/pt/esan,,,,,,,,0000 0004 4652 0386,0000 0004 4652 0386,,,Oliveira de Azeméis,Portugal,2737046,https://ror.org/00nt41z93,,
,https://ror.org/022ssnb78,Universidade de Coimbra Arquivo*pt,active,education,,Universidade de Coimbra Arquivo*pt,,AUC*pt,https://www.uc.pt/auc,,,,,,,,0000 0005 1081 1381,0000 0005 1081 1381,,,Coimbra,Portugal,2740637,https://ror.org/04z8k9a98,,
,https://ror.org/016adfh43,Universidade de Coimbra Imprensa*pt,active,education,,Universidade de Coimbra Imprensa*pt,,IUC*pt,https://www.uc.pt/imprensa/,,,,,,,,0000 0004 8515 1405,0000 0004 8515 1405,,,Coimbra,Portugal,2740637,https://ror.org/04z8k9a98,,
,https://ror.org/0170cre53,Teatro Académico de Gil Vicente*pt,active,education,,Teatro Académico de Gil Vicente*pt,,TAGV*pt,https://tagv.pt,,tagv.pt,,,,,,0000 0005 0633 149X,0000 0005 0633 149X,,,Coimbra,Portugal,2740637,https://ror.org/04z8k9a98,,
,https://ror.org/04pyh8443,Escola de Comunicação Arquitectura Artes e Tecnologias da Informação*pt,active,education,,Escola de Comunicação Arquitectura Artes e Tecnologias da Informação*pt,,ULHT ECATI*pt,https://ecati.ulusofona.pt,,ecati.ulusofona.pt,,,,,,0000 0004 6413 8906,0000 0004 6413 8906,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,,
,https://ror.org/03nr2fs68,NOVA School of Business and Economics*en,active,education,,NOVA School of Business and Economics*en,,NOVA SBE*en,https://www.novasbe.unl.pt,,novasbe.unl.pt,,,,,,0000 0001 2222 8143,0000 0001 2222 8143,,,Carcavelos,Portugal,8012456,https://ror.org/02xankh89,,
,https://ror.org/008yzrs90,Instituto de Plasmas e Fusão Nuclear*pt,active,facility,,Instituto de Plasmas e Fusão Nuclear*pt,,IPFN*pt,https://www.ipfn.tecnico.ulisboa.pt,https://en.wikipedia.org/wiki/Instituto_de_Plasmas_e_Fus%C3%A3o_Nuclear,ipfn.tecnico.ulisboa.pt,,,,,,0000 0001 0325 6333,0000 0001 0325 6333,Q6041703,Q6041703,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,,
,https://ror.org/05v1yhp25,Laboratório Colaborativo para a Bioeconomia Azul*pt,active,facility,,Laboratório Colaborativo para a Bioeconomia Azul*pt,,B2E*en,https://b2e.pt,,b2e.pt,,,,,,0000 0005 1089 165X,0000 0005 1089 165X,,,Matosinhos,Portugal,8010584,,,
,https://ror.org/0597csq05,Laboratório de Sistemas Informáticos de Grande Escala*pt,active,facility,,Laboratório de Sistemas Informáticos de Grande Escala*pt,,LASIGE*pt,https://www.lasige.pt,,lasige.pt,,,,,,0000 0004 5897 1416,0000 0004 5897 1416,,,Lisboa,Portugal,2267057,,,
,https://ror.org/01bw9nb45,3B's Research Group*en,active,facility,,3B's Research Group*en,,,https://3bs.uminho.pt,,3bs.uminho.pt,,,,,,0000 0004 0452 2623,0000 0004 0452 2623,,,Barco,Portugal,8011660,https://ror.org/037wpkx04,,
,https://ror.org/01wdfe214,AquaValor Centro de Valorização e Transferência de Tecnologia da Água*pt,active,facility,,AquaValor Centro de Valorização e Transferência de Tecnologia da Água*pt,,,https://aquavalor.pt,,aquavalor.pt,,,,,,0000 0005 0629 1440,0000 0005 0629 1440,,,Chaves,Portugal,2740761,,,
,https://ror.org/01astzd61,Ar.Co Centro de Arte e Comunicação Visual*pt,active,facility,,Ar.Co Centro de Arte e Comunicação Visual*pt,,,https://arco.pt,,arco.pt,,,,,,0000 0005 0629 1459,0000 0005 0629 1459,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00phccp77,Camões - Instituto da Cooperação e da Língua*pt,active,facility,Camões I.P. *pt,Camões - Instituto da Cooperação e da Língua*pt,,,https://www.instituto-camoes.pt,,instituto-camoes.pt,,,,,,0000 0004 6410 7915,0000 0004 6410 7915,,,Lisboa,Portugal,2267057,,,
,https://ror.org/02mxx0b77,Carnegie Mellon Portugal*en,active,facility,Carnegie Mellon University Portugal Office*en,Carnegie Mellon Portugal*en,,,https://cmuportugal.org,,cmuportugal.org,,,,,,0000 0005 0729 1522,0000 0005 0729 1522,,,Lisboa,Portugal,2267057,https://ror.org/05x2bcf33,,
,https://ror.org/05g6gfq40,CENERTEC Centro de Energia e Tecnologia*pt,active,facility,,CENERTEC Centro de Energia e Tecnologia*pt,,,https://www.cenertec.pt,,cenertec.pt,,,,,,0000 0004 6024 2968,0000 0004 6024 2968,,,Rio Tinto,Portugal,2735083,,,
,https://ror.org/03emx5713,Centro Ciência Viva de Alviela*pt,active,facility,,Centro Ciência Viva de Alviela*pt,,,https://alviela.cienciaviva.pt,,alviela.cienciaviva.pt,,,,,,0000 0005 0629 2312,0000 0005 0629 2312,,,Alcanena,Portugal,2272189,https://ror.org/018jp3h36,,
,https://ror.org/04c65ax22,Centro Ciência Viva de Bragança*pt,active,facility,,Centro Ciência Viva de Bragança*pt,,,https://braganca.cienciaviva.pt,,braganca.cienciaviva.pt,,,,,,0000 0005 0629 2275,0000 0005 0629 2275,,,Bragança,Portugal,2742026,https://ror.org/018jp3h36,,
,https://ror.org/04936mc07,Centro Ciência Viva de Estremoz*pt,active,facility,,Centro Ciência Viva de Estremoz*pt,,,https://www.ccvestremoz.com,,ccvestremoz.com,,,,,,0000 0005 0997 0692,0000 0005 0997 0692,,,Estremoz,Portugal,2268411,https://ror.org/018jp3h36,,
