html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent_relationships,related_relationships,successor_relationships
,https://ror.org/03acp3c91,Unidade de Investigação e Desenvolvimento em Educação e Formação*pt,active,facility,,Unidade de Investigação e Desenvolvimento em Educação e Formação*pt,,UIDEF*pt,https://www.ie.ulisboa.pt/investigacao,,,,,,,,0000 0004 5938 4635,0000 0004 5938 4635,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,,
,https://ror.org/00daq2f30,Centro de Estudos em Património Paisagem e Construção*pt,active,facility,UAlg CEPAC*pt,Centro de Estudos em Património Paisagem e Construção*pt,,,https://www.ualg.pt/centro-de-estudos-em-patrimonio-paisagem-e-construcao,,,,,,,,0000 0004 6470 1981,0000 0004 6470 1981,,,Faro,Portugal,2268337,https://ror.org/014g34x36m,,
,https://ror.org/05qwb1e82,Centro de Investigação em Educação de Adultos e Intervenção Comunitária*pt,active,facility,UAlg CEAD*pt,Centro de Investigação em Educação de Adultos e Intervenção Comunitária*pt,,,https://cead.ualg.pt/site/,,,,,,,,0000 0005 1090 3788,0000 0005 1090 3788,,,Faro,Portugal,2268337,https://ror.org/014g34x36m,,
,https://ror.org/022525y32,Centro de Investigação Tecnológica do Algarve*pt,active,facility,UAlg CINTAL*pt,Centro de Investigação Tecnológica do Algarve*pt,,,https://cintal.ualg.pt,,cintal.ualg.pt,,,,,,0000 0004 6471 8054,0000 0004 6471 8054,,,Faro,Portugal,2268337,https://ror.org/014g34x36m,,
,https://ror.org/04ckm7v43,Advanced Computing Center*en,active,facility,UMinho MACC,Advanced Computing Center*en,,,https://www.macc.fccn.pt,,macc.fccn.pt,,,,,,0000 0005 0631 6433,0000 0005 0631 6433,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,,
,https://ror.org/05wke6r62,Centro de Ética Política e Sociedade*pt,active,facility,UMinho CEPS,Centro de Ética Política e Sociedade*pt,,,https://ceps.elach.uminho.pt,,ceps.elach.uminho.pt,,,,,,0000 0005 1090 3745,0000 0005 1090 3745,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,,
,https://ror.org/058kv9q68,Centro de Matemática*pt,active,facility,UMinho CMAT,Centro de Matemática*pt,,,https://www.cmat.uminho.pt,,cmat.uminho.pt,,,,,,0000 0004 0393 5020,0000 0004 0393 5020,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,,
,https://ror.org/04z16cc77,Centro de Matemática Pólo da Universidade de Trás-os-Montes e Alto Douro*pt,active,facility,,Centro de Matemática Pólo da Universidade de Trás-os-Montes e Alto Douro*pt,,CMAT-UTAD*pt,https://cmat.utad.pt,,cmat.utad.pt,,,,,,0000 0004 5928 1820,0000 0004 5928 1820,,,Vila Real,Portugal,2732438,https://ror.org/037wpkx04,,
,https://ror.org/03zca6435,Laboratório de Software Confiável*pt,active,facility,,Laboratório de Software Confiável*pt,,,https://www.inesctec.pt/en/centres/haslab,,,,,,,,0000 0005 0986 868X,0000 0005 0986 868X,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,,
,https://ror.org/05jpvfw41,TecMinho*pt,active,facility,,TecMinho*pt,,,https://www.tecminho.uminho.pt,,tecminho.uminho.pt,,,,,,0000 0000 8969 095X,0000 0000 8969 095X,,,Guimaraes,Portugal,2738752,https://ror.org/037wpkx04,,
,https://ror.org/04bg2jm34,Unidade de Arqueologia*pt,active,facility,,Unidade de Arqueologia*pt,,UAUM*pt,http://www.uaum.uminho.pt,,uaum.uminho.pt,,,,,,0000 0005 0986 8620,0000 0005 0986 8620,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,,
,https://ror.org/04fb0kf32,Centro de Competências em Envelhecimento Ativo e Saudável*pt,active,facility,Porto4aging*en,Centro de Competências em Envelhecimento Ativo e Saudável*pt,,,https://www.porto4ageing.up.pt,,porto4ageing.up.pt,,,,,,0000 0005 1091 433X,0000 0005 1091 433X,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/01w3k3276,Centro de Estudos Africanos*pt,active,facility,,Centro de Estudos Africanos*pt,,CEAUP*pt,http://www.africanos.eu/index.php/pt/,,,,,,,,0000 0000 8720 1059,0000 0000 8720 1059,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/03zfp3202,Centro de Estudos de Arquitectura e Urbanismo*pt,active,facility,,Centro de Estudos de Arquitectura e Urbanismo*pt,,CEAU*pt,https://ceau.arq.up.pt,,ceau.arq.up.pt,,,,,,0000 0004 5896 5614,0000 0004 5896 5614,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/04qc94066,Centro de Investigação em Ciências Geo-Espaciais*pt,active,facility,,Centro de Investigação em Ciências Geo-Espaciais*pt,,UP CICGE*pt,https://www.fc.up.pt/cicge/,,,,,,,,0000 0004 6413 8893,0000 0004 6413 8893,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/040at6s67,Centro de Investigação em Química*pt,active,facility,,Centro de Investigação em Química*pt,,CIQ*pt,https://ciqup.fc.up.pt,,ciqup.fc.up.pt,,,,,,0000 0000 9173 0105,0000 0000 9173 0105,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/02hx1fs81,Centro de Investigação Formação Inovação e Intervenção em Desporto*pt,active,facility,,Centro de Investigação Formação Inovação e Intervenção em Desporto*pt,,UP CIFI2D*pt,https://cifi2d.fade.up.pt,,cifi2d.fade.up.pt,,,,,,0000 0004 6416 459X,0000 0004 6416 459X,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/040m3v743,Centro de Investigação Transdisciplinar Cultura Espaço e Memória*pt,active,facility,,Centro de Investigação Transdisciplinar Cultura Espaço e Memória*pt,,CITCEM*pt,https://citcem.org,,citcem.org,,,,,,0000 0004 5895 9222,0000 0004 5895 9222,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/045yqyw06,Centro de Matemática*pt,active,facility,,Centro de Matemática*pt,,CMUP*pt,https://www.cmup.pt,,cmup.pt,,,,,,0000 0001 0122 2324,0000 0001 0122 2324,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/03ee8t320,Centro de Materiais*pt,active,facility,,Centro de Materiais*pt,,UP CEMUP*pt,https://cemup.up.pt,,cemup.up.pt,,,,,,0000 0004 6441 5408,0000 0004 6441 5408,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/038e1m489,Centro de Investigação em Produção Agroalimentar Sustentável*pt,active,facility,GreenUPorto*en,Centro de Investigação em Produção Agroalimentar Sustentável*pt,,,https://www.fc.up.pt/GreenUPorto/pt/,,,,,,,,0000 0005 1090 4115,0000 0005 1090 4115,,,Vairão,Portugal,8012927,https://ror.org/043pwc612,,
,https://ror.org/00xmk8w24,Instituto de Filosofia*pt,active,facility,,Instituto de Filosofia*pt,,IF*pt,https://ifilosofia.up.pt,,ifilosofia.up.pt,,,,,,0000 0001 2076 572X,0000 0001 2076 572X,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/05c7r3091,Instituto de Investigação em Arte Design e Sociedade*pt,active,facility,,Instituto de Investigação em Arte Design e Sociedade*pt,,UP i2ADS*pt,https://i2ads.up.pt,,i2ads.up.pt,,,,,,0000 0004 6418 1963,0000 0004 6418 1963,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/00bbp3619,Instituto de Literatura Comparada Margarida Losa*pt,active,facility,,Instituto de Literatura Comparada Margarida Losa*pt,,ILCML*pt,https://ilcml.com,,ilcml.com,,,,,,0000 0001 1091 4592,0000 0001 1091 4592,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/05hkenk96,Unidade de Investigação e Desenvolvimento Cardiovascular*pt,active,facility,,Unidade de Investigação e Desenvolvimento Cardiovascular*pt,,UnIC*pt,https://unic.med.up.pt,,unic.med.up.pt,,,,,,0000 0004 5897 2160,0000 0004 5897 2160,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/01r3j2c85,Unidade de Investigação e Desenvolvimento de Nefrologia*pt,active,facility,,Unidade de Investigação e Desenvolvimento de Nefrologia*pt,,,,,,,,,,,0000 0004 6471 8134,0000 0004 6471 8134,,,Porto,Portugal,2735943,https://ror.org/043pwc612,,
,https://ror.org/04b77dm91,Centro de Estudos Humanísticos*pt,active,facility,,Centro de Estudos Humanísticos*pt,,UAc CEHu*pt,https://cehu.uac.pt,,cehu.uac.pt,,,,,,0000 0005 1033 9873,0000 0005 1033 9873,,,Ponta Delgada,Portugal,6941014,https://ror.org/04276xd64,,
,https://ror.org/028e64g94,Centro de Investigacao em Recursos Naturais*pt,active,facility,,Centro de Investigacao em Recursos Naturais*pt,,,,,,,,,,,0000 0004 5928 1943,0000 0004 5928 1943,,,Ponta Delgada,Portugal,6941014,https://ror.org/04276xd64,,
,https://ror.org/00ssszg35,Instituto de Investigação em Ciências do Mar Okeanos*pt,active,facility,,Instituto de Investigação em Ciências do Mar Okeanos*pt,,,https://www.okeanos.uac.pt,,okeanos.uac.pt,,,,,,0000 0005 1090 4377,0000 0005 1090 4377,,,Horta,Portugal,3372988,https://ror.org/04276xd64,,
,https://ror.org/05qqw4p44,Núcleo Interdisciplinar da Criança e do Adolescente*pt,active,facility,,Núcleo Interdisciplinar da Criança e do Adolescente*pt;Interdisciplinary Center for Children and Adolescents*en,,UAc NICA*pt; NICA-Uac*en,https://nicauac.wixsite.com/nica/,,,,,,,,0000 0005 1090 4385,0000 0005 1090 4385,,,Ponta Delgada,Portugal,6941014,https://ror.org/04276xd64,,
,https://ror.org/03vsddp82,Instituto de Investigação Inovação e Desenvolvimento*pt,active,facility,,Instituto de Investigação Inovação e Desenvolvimento*pt,,,https://www.fundacaofernandopessoa.pt/fp-i3id,,,,,,,,0000 0005 1251 1753,0000 0005 1251 1753,,,Porto,Portugal,2735943,https://ror.org/04h8e7606,,
,https://ror.org/022hk8s78,Centro de Investigação em Serviço Social e Intervenção Social*pt,active,facility,,Centro de Investigação em Serviço Social e Intervenção Social*pt,,CLISSIS*pt,https://www.lis.ulusiada.pt/pt-pt/investiga%C3%A7%C3%A3o/clissis,,,,,,,,0000 0004 5896 8671,0000 0004 5896 8671,,,Lisboa,Portugal,2267057,https://ror.org/00zjprf31,,
,https://ror.org/03r0dz519,Centro de Investigação em Psicologia para o Desenvolvimento*pt,active,facility,,Centro de Investigação em Psicologia para o Desenvolvimento*pt,,ULP CIPD*pt,https://cipd.ulusiada.pt,,cipd.ulusiada.pt,,,,,,0000 0004 6413 8965,0000 0004 6413 8965,,,Porto,Portugal,2735943,https://ror.org/04ehtgm24,,
,https://ror.org/0285srj36,Arquitectura Investigação e Desenvolvimento*pt,active,facility,,Arquitectura Investigação e Desenvolvimento*pt,,,https://arq-id.ulusofona.pt,,arq-id.ulusofona.pt,,,,,,0000 0005 1091 5041,0000 0005 1091 5041,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,,
,https://ror.org/02fhpy910,Centro de Estudos do Território Cultura e Desenvolvimento*pt,active,facility,,Centro de Estudos do Território Cultura e Desenvolvimento*pt,,ULHT TERCUD*pt,https://tercud.ulusofona.pt,,tercud.ulusofona.pt,,,,,,0000 0004 6473 1582,0000 0004 6473 1582,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,,
,https://ror.org/049hw1a96,Centro de Estudos Interdisciplinares em Educação e Desenvolvimento*pt,active,facility,,Centro de Estudos Interdisciplinares em Educação e Desenvolvimento*pt,,ULHT CeiED*pt,https://www.ceied.ulusofona.pt,,ceied.ulusofona.pt,,,,,,0000 0004 6439 8038,0000 0004 6439 8038,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,,
,https://ror.org/016871071,Centro de Investigação em Comunicação Aplicada Cultura e Novas Tecnologias*pt,active,facility,,Centro de Investigação em Comunicação Aplicada Cultura e Novas Tecnologias*pt,,ULHT CICANT*pt,https://cicant.ulusofona.pt,,cicant.ulusofona.pt,,,,,,0000 0004 6413 8914,0000 0004 6413 8914,,,Porto,Portugal,2735943,https://ror.org/05xxfer42,,
,https://ror.org/01rftrx87,Centro de Investigação em Desporto Educação Física Exercício e Saúde*pt,active,facility,,Centro de Investigação em Desporto Educação Física Exercício e Saúde*pt,,ULHT CIDEFES*pt,https://cidefes.ulusofona.pt,,cidefes.ulusofona.pt,,,,,,0000 0005 1091 4751,0000 0005 1091 4751,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,,
,https://ror.org/018wkw265,Centro de Engenharia Mecânica e Sustentabilidade de Recursos*pt,active,facility,,Centro de Engenharia Mecânica e Sustentabilidade de Recursos*pt,,MEtRICs*pt,https://www.fct.unl.pt/investigacao/centro-de-engenharia-mecanica-e-sustentabilidade-de-recursos,,,,,,,,0000 0004 5896 4996,0000 0004 5896 4996,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/000t9e931,Centro de Estudos de Sociologia e Estética Musical*pt,active,facility,,Centro de Estudos de Sociologia e Estética Musical*pt,,UNL CESEM*pt,https://cesem.fcsh.unl.pt,,cesem.fcsh.unl.pt,,,,,,0000 0001 2107 8200,0000 0001 2107 8200,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/01ymbe816,Centro de Física e Investigação Tecnológica*pt,active,facility,,Centro de Física e Investigação Tecnológica*pt,,UNL CEFITEC*pt,https://www.cefitec.fct.unl.pt,,cefitec.fct.unl.pt,,,,,,0000 0004 5895 0623,0000 0004 5895 0623,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/01kh72s55,Centro de Investigação em Ambiente e Sustentabilidade*pt,active,facility,,Centro de Investigação em Ambiente e Sustentabilidade*pt,,NOVA CENSE*pt,https://cense.fct.unl.pt,,cense.fct.unl.pt,,,,,,0000 0004 0479 1444,0000 0004 0479 1444,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/001cp5661,Centro de Investigação em Estruturas e Construção*pt,active,facility,,Centro de Investigação em Estruturas e Construção*pt,,UNL UNIC*pt,https://www.unic.fct.unl.pt,,unic.fct.unl.pt,,,,,,0000 0004 6413 8949,0000 0004 6413 8949,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/000c93k10,Centro de Investigação em Materiais*pt,active,facility,,Centro de Investigação em Materiais*pt,,CENIMAT*pt,https://www.cenimat.fct.unl.pt,,cenimat.fct.unl.pt,,,,,,0000 0004 5897 1184,0000 0004 5897 1184,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/0265f3m16,Centro de Investigação em Saúde Pública*pt,active,facility,,Centro de Investigação em Saúde Pública*pt,,UNL CISP*pt,https://www.ensp.unl.pt/investigacao/cisp/,,,,,,,,0000 0004 5895 9118,0000 0004 5895 9118,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/03esshb58,Centro de Investigação para Tecnologias Interactivas*pt,active,facility,,Centro de Investigação para Tecnologias Interactivas*pt,,,https://www.citi.pt,,citi.pt,,,,,,0000 0004 5928 2145,0000 0004 5928 2145,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/02er63282,Centro de Linguística*pt,active,facility,,Centro de Linguística*pt,,CLUNL*pt,https://clunl.fcsh.unl.pt,,clunl.fcsh.unl.pt,,,,,,0000 0000 9841 202X,0000 0000 9841 202X,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/04pzdfg37,Centro de Toxicogenómica e Saúde Humana*pt,active,facility,,Centro de Toxicogenómica e Saúde Humana*pt,,,https://www.nms.unl.pt/pt-pt/investigacao/redes-e-parcerias/unidades-de-investigacao/toxomics,,,,,,,,0000 0004 5896 6123,0000 0004 5896 6123,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/01jc8mb89,Centro Interdisciplinar de Ciências Sociais*pt,active,facility,,Centro Interdisciplinar de Ciências Sociais*pt,,,https://www.cics.nova.fcsh.unl.pt,,cics.nova.fcsh.unl.pt,,,,,,0000 0004 5896 8452,0000 0004 5896 8452,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/02fxtvv50,Centro NOVAFRICA*pt,active,facility,,Centro NOVAFRICA*pt,,,https://novafrica.org,,novafrica.org,,,,,,0000 0005 1081 1402,0000 0005 1081 1402,,,Carcavelos,Portugal,8012456,https://ror.org/02xankh89,,
,https://ror.org/04skveq52,GeoBioTec Geobiociências Geotecnologias e Geo-engenharias*pt,active,facility,,GeoBioTec Geobiociências Geotecnologias e Geo-engenharias*pt,,,https://www.fct.unl.pt/investigacao/geobiociencias-geoengenharias-e-geotecnologias,,,,,,,,0000 0004 5928 2110,0000 0004 5928 2110,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/03q1qyr62,In Vivo Arthropod Security Facility*en,active,facility,,In Vivo Arthropod Security Facility*en,,UNL VIASEF*en,http://viasef.ihmt.unl.pt,,viasef.ihmt.unl.pt,,,,,,0000 0005 0632 2542,0000 0005 0632 2542,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/04yfmyg44,Instituto de Comunicação da Nova*pt,active,facility,,Instituto de Comunicação da Nova*pt,,ICNOVA*pt,https://www.icnova.fcsh.unl.pt,,icnova.fcsh.unl.pt,,,,,,0000 0001 1943 531X,0000 0001 1943 531X,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/01kk7j351,Instituto de Estudos de Literatura e Tradição*pt,active,facility,,Instituto de Estudos de Literatura e Tradição*pt,,UNL IELT*pt,https://ielt.fcsh.unl.pt,,ielt.fcsh.unl.pt,,,,,,0000 0001 2168 2467,0000 0001 2168 2467,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/04xb2d077,Instituto de Estudos Medievais*pt,active,facility,,Instituto de Estudos Medievais*pt,,UNL IEM*pt,https://iem.fcsh.unl.pt,,iem.fcsh.unl.pt,,,,,,0000 0001 0516 6534,0000 0001 0516 6534,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/02j226352,Instituto de Historia da Arte*pt,active,facility,,Instituto de Historia da Arte*pt,,UNL IHA*pt,https://institutodehistoriadaarte.com,,institutodehistoriadaarte.com,,,,,,0000 0001 2215 9985,0000 0001 2215 9985,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/032p0ce74,Instituto Português de Relações Internacionais*pt,active,facility,,Instituto Português de Relações Internacionais*pt,,UNL IPRI*pt,https://ipri.unl.pt,,ipri.unl.pt,,,,,,0000 0004 0395 2787,0000 0004 0395 2787,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/058e2tg06,Laboratório para a Ciência da Computação e Informática*pt,active,facility,,Laboratório para a Ciência da Computação e Informática*pt,,NOVA LINCS*pt,https://nova-lincs.di.fct.unl.pt,,nova-lincs.di.fct.unl.pt,,,,,,0000 0004 5895 7227,0000 0004 5895 7227,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/005a50d87,MagIC*en,active,facility,,MagIC*en,,,https://magic.novaims.unl.pt,,magic.novaims.unl.pt,,,,,,0000 0004 5895 7593,0000 0004 5895 7593,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/03b4k4y74,Molecular Structural and Cellular Microbiology*en,active,facility,MOSTMICRO - ITQB Nova*en,Molecular Structural and Cellular Microbiology*en,,,https://www.itqb.unl.pt/mostmicro,,,,,,,,0000 0004 5897 1467,0000 0004 5897 1467,,,Oeiras,Portugal,2265464,https://ror.org/02xankh89,,
,https://ror.org/008t8t864,Saúde Global e Medicina Tropical*pt,active,facility,,Saúde Global e Medicina Tropical*pt,,UNL GHTM*pt,https://ghtm.ihmt.unl.pt,,ghtm.ihmt.unl.pt,,,,,,0000 0004 5897 211X,0000 0004 5897 211X,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/038tjv815,Unidade de Ensino e Investigação de Clínica Tropical*pt,active,facility,,Unidade de Ensino e Investigação de Clínica Tropical*pt,,,https://www.ihmt.unl.pt/unidade-de-clinica-tropical/,,,,,,,,0000 0004 5928 2161,0000 0004 5928 2161,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/01bd2b489,Unidade de Ensino e Investigação em Saúde Pública Global*pt,active,facility,,Unidade de Ensino e Investigação em Saúde Pública Global*pt,,,https://www.ihmt.unl.pt/unidade-de-saude-publica-global/,,,,,,,,0000 0004 5928 2209,0000 0004 5928 2209,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/02r2e4917,Unidade de Investigação e Desenvolvimento em Engenharia Mecânica e Industrial*pt,active,facility,,Unidade de Investigação e Desenvolvimento em Engenharia Mecânica e Industrial*pt,,UNL UNIDEMI*pt,https://www.unidemi.com,,unidemi.com,,,,,,0000 0004 5895 726X,0000 0004 5895 726X,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/0528pfx89,Unidade de Investigação Educação e Desenvolvimento*pt,active,facility,,Unidade de Investigação Educação e Desenvolvimento*pt,,UNL UIED*pt,https://www.uied.fct.unl.pt,,uied.fct.unl.pt,,,,,,0000 0001 0257 6415,0000 0001 0257 6415,,,Caparica,Portugal,7116497,https://ror.org/02xankh89,,
,https://ror.org/03g2ax673,Unidade de Microbiologia Médica*pt,active,facility,,Unidade de Microbiologia Médica*pt,,,https://www.ihmt.unl.pt/unidade-de-microbiologia-medica/,,,,,,,,0000 0004 5928 217X,0000 0004 5928 217X,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,,
,https://ror.org/020ztsv38,Instituto Jurídico Portucalense*pt,active,facility,,Instituto Jurídico Portucalense*pt,,IJP*pt,https://ijp.upt.pt,,ijp.upt.pt,,,,,,0000 0004 5897 0480,0000 0004 5897 0480,,,Porto,Portugal,2735943,https://ror.org/05wm6p530,,
,https://ror.org/02rvr3e22,65th Force Support Squadron*en,active,government,,65th Force Support Squadron*en,,65 FSS*en,https://www.lajesfss.com,,lajesfss.com,,,,,,0000 0004 0548 4091,0000 0004 0548 4091,,,Lajes,Portugal,3372953,,,
,https://ror.org/04z7k2h16,Açores Direção Regional da Educação*pt,active,government,,Açores Direção Regional da Educação*pt,,,https://edu.azores.gov.pt,,edu.azores.gov.pt,,,,,,0000 0004 7414 6045,0000 0004 7414 6045,,,Angra do Heroísmo,Portugal,3373348,https://ror.org/049zrp193,,
,https://ror.org/02qn6bm03,Açores Direção Regional da Saúde*pt,active,government,,Açores Direção Regional da Saúde*pt,,DRS*pt,https://portal.azores.gov.pt/web/drs,,,,,,,,0000 0004 7639 9716,0000 0004 7639 9716,,,Angra do Heroísmo,Portugal,3373348,https://ror.org/049zrp193,,
,https://ror.org/04dqnye44,Administração Regional de Saúde do Alentejo IP*pt,active,government,,Administração Regional de Saúde do Alentejo IP*pt,,ARSA*pt,http://www.arsalentejo.min-saude.pt,,arsalentejo.min-saude.pt,,,,,,0000 0001 0190 3429,0000 0001 0190 3429,,,Évora,Portugal,2268406,,,
,https://ror.org/02d4bgz76,Aerogare Civil das Lajes*pt,active,government,,Aerogare Civil das Lajes*pt,,,https://aerogarelajes.azores.gov.pt,,aerogarelajes.azores.gov.pt,,,,,,0000 0004 8339 9167,0000 0004 8339 9167,,,Lajes,Portugal,3372953,https://ror.org/049zrp193,,
,https://ror.org/03872jq72,Agência de Desenvolvimento Regional do Alentejo*pt,active,government,,Agência de Desenvolvimento Regional do Alentejo*pt,,ADRAL*pt,https://www.adral.pt,,adral.pt,,,,,,0000 0004 6363 844X,0000 0004 6363 844X,,,Évora,Portugal,2268406,,,
,https://ror.org/023y7c457,Agência DNA Cascais Cascais um concelho empreendedor*pt,active,government,,Agência DNA Cascais Cascais um concelho empreendedor*pt,,,https://www.dnacascais.pt,,dnacascais.pt,,,,,,0000 0004 6789 6163,0000 0004 6789 6163,,,Cascais,Portugal,2269594,,,
,https://ror.org/001ssys51,Agência Espacial Portuguesa*pt,active,government,,Agência Espacial Portuguesa*pt,,,https://ptspace.pt,,ptspace.pt,,,,,,0000 0005 0633 9002,0000 0005 0633 9002,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00h8z7d20,Agência Municipal de Energia do Seixal*pt,active,government,,Agência Municipal de Energia do Seixal*pt,,AMESEIXAL*pt,https://www.ameseixal.pt,,ameseixal.pt,,,,,,0000 0004 6363 8466,0000 0004 6363 8466,,,Seixal,Portugal,2263115,,,
,https://ror.org/02wgz6f65,Agência Nacional para a Qualificação e o Ensino Profissional IP*pt,active,government,,Agência Nacional para a Qualificação e o Ensino Profissional IP*pt,,ANQEP*pt,https://www.anqep.gov.pt,,anqep.gov.pt,,,,,,0000 0005 1089 1852,0000 0005 1089 1852,,,Lisboa,Portugal,2267057,https://ror.org/02kmtwp90,,
,https://ror.org/03g600928,Agência para a Competitividade e Inovação IP*pt,active,government,,Agência para a Competitividade e Inovação IP*pt,,IAPMEI*pt,https://www.iapmei.pt,,iapmei.pt,,,,,,0000 0005 1090 3999,0000 0005 1090 3999,,,Porto,Portugal,2735943,,,
,https://ror.org/0255mkf31,Agência para o Investimento e Comércio Externo de Portugal EPE*pt,active,government,,Agência para o Investimento e Comércio Externo de Portugal EPE*pt,,,https://www.portugalglobal.pt,,portugalglobal.pt,,,,,,0000 0005 1089 1828,0000 0005 1089 1828,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05t6zk898,Alto Comissariado para as Migrações*pt,active,government,,Alto Comissariado para as Migrações*pt,,ACM*pt,https://www.acm.gov.pt,,acm.gov.pt,,,,,,0000 0004 1785 028X,0000 0004 1785 028X,,,Lisboa,Portugal,2267057,https://ror.org/02kmtwp90,,
,https://ror.org/021wh8h68,Ambassade de France au Portugal*fr,active,government,,Ambassade de France au Portugal*fr,,,https://www.diplomatie.gouv.fr/fr/archives-diplomatiques/informations-pratiques/site-de-nantes,,,,,,,,0000 0004 8156 0025,0000 0004 8156 0025,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05wqert96,Arquivo Nacional da Torre do Tombo*pt,active,government,,Arquivo Nacional da Torre do Tombo*pt,,,https://antt.dglab.gov.pt,,antt.dglab.gov.pt,,,,,,0000 0005 0634 6421,0000 0005 0634 6421,,,Lisboa,Portugal,2267057,https://ror.org/02kmtwp90,,
,https://ror.org/033sr3d10,Autoridade Antidopagem de Portugal*pt,active,government,,Autoridade Antidopagem de Portugal*pt,,ADoP*pt,https://adop.pt,,adop.pt,,,,,,0000 0004 8032 8689,0000 0004 8032 8689,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03syjba97,Autoridade de Gestão do Programa Operacional Competitividade e Internacionalização*pt,active,government,,Autoridade de Gestão do Programa Operacional Competitividade e Internacionalização*pt,,,https://www.compete2020.gov.pt,,compete2020.gov.pt,,,,,,0000 0005 1089 1801,0000 0005 1089 1801,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05pr9ef24,Autoridade para a Prevenção e o Combate à Violência no Desporto*pt,active,government,,Autoridade para a Prevenção e o Combate à Violência no Desporto*pt,,APCVD*pt,https://www.apcvd.gov.pt,,apcvd.gov.pt,,,,,,0000 0005 1091 4970,0000 0005 1091 4970,,,Viseu,Portugal,2732264,https://ror.org/02kmtwp90,,
