html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id
https://github.com/ror-community/ror-updates/issues/13997,https://ror.org/034nc1205,replace==Institut de Nanociència i Nanotecnologia de la Universitat de Barcelona*ca,,,replace==Institut de Nanociència i Nanotecnologia*ca; Institute of Nanoscience and Nanotechnology*en; Instituto de Nanociencia y Nanotecnología*es,replace==Institut de Nanociència i Nanotecnologia de la Universitat de Barcelona*ca; Instituto de Nanociencia y Nanotecnología de la Universitat de Barcelona*es; Institute of Nanoscience and Nanotechnology of the University of Barcelona*en,,,,,,,,,,,,,,,,
