Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
33035,https://github.com/ror-community/ror-updates/issues/33035,"Add a new organization to ROR: 
 
University of Education, Vietnam National University, Hanoi",VNU University of Education,https://ror.org/03p84hv22,https://ror.org/02jmfj006,"Vietnam National University, Hanoi",Parent,Production
33035,https://github.com/ror-community/ror-updates/issues/33035,"Add a new organization to ROR: 
 
University of Education, Vietnam National University, Hanoi","Vietnam National University, Hanoi",https://ror.org/02jmfj006,https://ror.org/03p84hv22,VNU University of Education,Child,Release
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Global Water Partnership-Mediterranean,https://ror.org/049g3s072,https://ror.org/03vk3dn23,Global Water Partnership West Africa,Related,Release
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Global Water Partnership West Africa,https://ror.org/03vk3dn23,https://ror.org/049g3s072,Global Water Partnership-Mediterranean,Related,Release
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Global Water Partnership-Mediterranean,https://ror.org/049g3s072,https://ror.org/00dcstt96,Mediterranean Information Office for Environment Culture and Sustainable Development,Related,Production
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Mediterranean Information Office for Environment Culture and Sustainable Development,https://ror.org/00dcstt96,https://ror.org/049g3s072,Global Water Partnership-Mediterranean,Related,Release
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Global Water Partnership-Mediterranean,https://ror.org/049g3s072,https://ror.org/03tm2mq64,Global Water Partnership,Parent,Release
32912,https://github.com/ror-community/ror-updates/issues/32912,"Add a new organization to ROR: 
 
Global Water Partnership-Mediterranean ",Global Water Partnership,https://ror.org/03tm2mq64,https://ror.org/049g3s072,Global Water Partnership-Mediterranean,Child,Release
32945,https://github.com/ror-community/ror-updates/issues/32945,"Add a new organization to ROR: 
 
Embrapa Rice and Beans",Embrapa Rice and Beans,https://ror.org/024pt9r55,https://ror.org/0482b5b22,Brazilian Agricultural Research Corporation,Parent,Production
32945,https://github.com/ror-community/ror-updates/issues/32945,"Add a new organization to ROR: 
 
Embrapa Rice and Beans",Brazilian Agricultural Research Corporation,https://ror.org/0482b5b22,https://ror.org/024pt9r55,Embrapa Rice and Beans,Child,Release
32334,https://github.com/ror-community/ror-updates/issues/32334,"Add a new organization to ROR: 
 
Higher Education Research Institute",Higher Education Research Institute,https://ror.org/035jch041,https://ror.org/046rm7j60,"University of California, Los Angeles",Parent,Production
32334,https://github.com/ror-community/ror-updates/issues/32334,"Add a new organization to ROR: 
 
Higher Education Research Institute","University of California, Los Angeles",https://ror.org/046rm7j60,https://ror.org/035jch041,Higher Education Research Institute,Child,Release
33249,https://github.com/ror-community/ror-updates/issues/33249,Modify the information in an existing ROR record: Polytecnic in Požega - https://ror.org/04kh7mx79,Polytecnic in Požega,https://ror.org/04kh7mx79,https://ror.org/05sw4wc49,University of Osijek,Successor,Production
32636,https://github.com/ror-community/ror-updates/issues/32636,Add a new organization to ROR: National Health Laboratory and Diagnostics Services*en,National Health Laboratory and Diagnostics Services,https://ror.org/04ftgk429,https://ror.org/00hy3gq97,Ministry of Health,Parent,Production
32636,https://github.com/ror-community/ror-updates/issues/32636,Add a new organization to ROR: National Health Laboratory and Diagnostics Services*en,Ministry of Health,https://ror.org/00hy3gq97,https://ror.org/04ftgk429,National Health Laboratory and Diagnostics Services,Child,Release
32635,https://github.com/ror-community/ror-updates/issues/32635,Add a new organization to ROR: Uganda Communications Commission*en,Uganda Communications Commission,https://ror.org/03v6aqh52,https://ror.org/04c4jf131,Government of Uganda,Parent,Production
32635,https://github.com/ror-community/ror-updates/issues/32635,Add a new organization to ROR: Uganda Communications Commission*en,Government of Uganda,https://ror.org/04c4jf131,https://ror.org/03v6aqh52,Uganda Communications Commission,Child,Release
31395,https://github.com/ror-community/ror-updates/issues/31395,Modify the information in an existing ROR record: Wolters Kluwer Health - https://ror.org/04phyf746,Wolters Kluwer Health,https://ror.org/04phyf746,https://ror.org/03qemwx69,Wolters Kluwer (Netherlands),Parent,Production
31395,https://github.com/ror-community/ror-updates/issues/31395,Modify the information in an existing ROR record: Wolters Kluwer Health - https://ror.org/04phyf746,Wolters Kluwer (Netherlands),https://ror.org/03qemwx69,https://ror.org/04phyf746,Wolters Kluwer Health,Child,Release
31397,https://github.com/ror-community/ror-updates/issues/31397,Modify the information in an existing ROR record: Wolters Kluwer Health - https://ror.org/03phkbp27,Wolters Kluwer Health,https://ror.org/03phkbp27,https://ror.org/03qemwx69,Wolters Kluwer (Netherlands),Parent,Production
31397,https://github.com/ror-community/ror-updates/issues/31397,Modify the information in an existing ROR record: Wolters Kluwer Health - https://ror.org/03phkbp27,Wolters Kluwer (Netherlands),https://ror.org/03qemwx69,https://ror.org/03phkbp27,Wolters Kluwer Health,Child,Release
31413,https://github.com/ror-community/ror-updates/issues/31413,"Modify the information in an existing ROR record: 
Pathophysiology, Diagnosis and Treatment of Bone Diseases https://ror.org/040zr6b15
","Pathophysiology, Diagnosis and Treatment of Bone Diseases",https://ror.org/040zr6b15,https://ror.org/01rk35k63,Université de Lyon,Delete,Production
31413,https://github.com/ror-community/ror-updates/issues/31413,"Modify the information in an existing ROR record: 
Pathophysiology, Diagnosis and Treatment of Bone Diseases https://ror.org/040zr6b15
",Université de Lyon,https://ror.org/01rk35k63,https://ror.org/040zr6b15,"Pathophysiology, Diagnosis and Treatment of Bone Diseases",Delete,Release
31413,https://github.com/ror-community/ror-updates/issues/31413,"Modify the information in an existing ROR record: 
Pathophysiology, Diagnosis and Treatment of Bone Diseases https://ror.org/040zr6b15
","Pathophysiology, Diagnosis and Treatment of Bone Diseases",https://ror.org/040zr6b15,https://ror.org/029brtt94,Université Claude Bernard Lyon 1,Parent,Production
31413,https://github.com/ror-community/ror-updates/issues/31413,"Modify the information in an existing ROR record: 
Pathophysiology, Diagnosis and Treatment of Bone Diseases https://ror.org/040zr6b15
",Université Claude Bernard Lyon 1,https://ror.org/029brtt94,https://ror.org/040zr6b15,"Pathophysiology, Diagnosis and Treatment of Bone Diseases",Child,Release
33209,https://github.com/ror-community/ror-updates/issues/33209,Add a new organization to ROR: Global Water Partnership,Global Water Partnership,https://ror.org/03tm2mq64,https://ror.org/03vk3dn23,Global Water Partnership West Africa,Child,Release
33209,https://github.com/ror-community/ror-updates/issues/33209,Add a new organization to ROR: Global Water Partnership,Global Water Partnership West Africa,https://ror.org/03vk3dn23,https://ror.org/03tm2mq64,Global Water Partnership,Parent,Release
32665,https://github.com/ror-community/ror-updates/issues/32665,Add a new organization to ROR: Mycetoma Research Center*en,Mycetoma Research Center,https://ror.org/007srty86,https://ror.org/02jbayz55,University of Khartoum,Related,Production
32665,https://github.com/ror-community/ror-updates/issues/32665,Add a new organization to ROR: Mycetoma Research Center*en,University of Khartoum,https://ror.org/02jbayz55,https://ror.org/007srty86,Mycetoma Research Center,Related,Release
