Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
14730,https://github.com/ror-community/ror-updates/issues/14730,"Add a new organization to ROR: 
 
Faculty of Medicine of Sfax",Faculty of Medicine of Sfax,https://ror.org/0053fb273,https://ror.org/04d4sd432,University of Sfax,Parent,Production
14730,https://github.com/ror-community/ror-updates/issues/14730,"Add a new organization to ROR: 
 
Faculty of Medicine of Sfax",University of Sfax,https://ror.org/04d4sd432,https://ror.org/0053fb273,Faculty of Medicine of Sfax,Child,Release
14860,https://github.com/ror-community/ror-updates/issues/14860,Add a new organization to ROR: Faculté des Lettres et des Sciences Humaines de Sfax,Faculté des Lettres et des Sciences Humaines de Sfax,https://ror.org/049d1x723,https://ror.org/04d4sd432,University of Sfax,Parent,Production
14860,https://github.com/ror-community/ror-updates/issues/14860,Add a new organization to ROR: Faculté des Lettres et des Sciences Humaines de Sfax,University of Sfax,https://ror.org/04d4sd432,https://ror.org/049d1x723,Faculté des Lettres et des Sciences Humaines de Sfax,Child,Release
15070,https://github.com/ror-community/ror-updates/issues/15070,"Add a new organization to ROR: 
 
Helmholtz Metadata Collaboration",Helmholtz Metadata Collaboration,https://ror.org/04v4h0v24,https://ror.org/0281dp749,Helmholtz Association of German Research Centres,Parent,Production
15070,https://github.com/ror-community/ror-updates/issues/15070,"Add a new organization to ROR: 
 
Helmholtz Metadata Collaboration",Helmholtz Association of German Research Centres,https://ror.org/0281dp749,https://ror.org/04v4h0v24,Helmholtz Metadata Collaboration,Child,Release
15011,https://github.com/ror-community/ror-updates/issues/15011,Add a new organization to ROR: University of Nebraska Foundation,University of Nebraska Foundation,https://ror.org/05nrs2490,https://ror.org/0238rvs44,University of Nebraska System,Parent,Production
15011,https://github.com/ror-community/ror-updates/issues/15011,Add a new organization to ROR: University of Nebraska Foundation,University of Nebraska System,https://ror.org/0238rvs44,https://ror.org/05nrs2490,University of Nebraska Foundation,Child,Release
15299,https://github.com/ror-community/ror-updates/issues/15299,Add a new organization to ROR: Albukhary Foundation,Albukhary Foundation,https://ror.org/04pcw1010,https://ror.org/05qkpaf51,Albukhary International University,Child,Release
15299,https://github.com/ror-community/ror-updates/issues/15299,Add a new organization to ROR: Albukhary Foundation,Albukhary International University,https://ror.org/05qkpaf51,https://ror.org/04pcw1010,Albukhary Foundation,Parent,Release
15298,https://github.com/ror-community/ror-updates/issues/15298,"Add a new organization to ROR: 
 
La Salle Green Hills",La Salle Green Hills,https://ror.org/04654kg92,https://ror.org/04xftk194,De La Salle University,Related,Production
15298,https://github.com/ror-community/ror-updates/issues/15298,"Add a new organization to ROR: 
 
La Salle Green Hills",De La Salle University,https://ror.org/04xftk194,https://ror.org/04654kg92,La Salle Green Hills,Related,Release
15281,https://github.com/ror-community/ror-updates/issues/15281,"Add a new organization to ROR: 
 
Institute of Bioenergy Crops and Sugar Beet National Academy of Agrarian Sciences",Institute of Bioenergy Crops and Sugar Beet,https://ror.org/020s2ee41,https://ror.org/001040111,National Academy of Agrarian Sciences of Ukraine,Parent,Production
15281,https://github.com/ror-community/ror-updates/issues/15281,"Add a new organization to ROR: 
 
Institute of Bioenergy Crops and Sugar Beet National Academy of Agrarian Sciences",National Academy of Agrarian Sciences of Ukraine,https://ror.org/001040111,https://ror.org/020s2ee41,Institute of Bioenergy Crops and Sugar Beet,Child,Release
15305,https://github.com/ror-community/ror-updates/issues/15305,Add a new organization to ROR: Mahkamah Agung Republik Indonesia,Mahkamah Agung Republik Indonesia,https://ror.org/05eq9h938,https://ror.org/04dgnw967,Pengadilan Negeri Bale Bandung,Child,Release
15305,https://github.com/ror-community/ror-updates/issues/15305,Add a new organization to ROR: Mahkamah Agung Republik Indonesia,Pengadilan Negeri Bale Bandung,https://ror.org/04dgnw967,https://ror.org/05eq9h938,Mahkamah Agung Republik Indonesia,Parent,Release
15332,https://github.com/ror-community/ror-updates/issues/15332,Modify the information in an existing ROR record: Villahermosa Institute of Technology,Villahermosa Institute of Technology,https://ror.org/054w40x57,https://ror.org/00davry38,Tecnológico Nacional de México,Parent,Production
15332,https://github.com/ror-community/ror-updates/issues/15332,Modify the information in an existing ROR record: Villahermosa Institute of Technology,Tecnológico Nacional de México,https://ror.org/00davry38,https://ror.org/054w40x57,Villahermosa Institute of Technology,Child,Release
15335,https://github.com/ror-community/ror-updates/issues/15335,Modify the information in an existing ROR record: Roointan Arash Hospital,Roointan Arash Hospital,https://ror.org/00214hk10,https://ror.org/01c4pz451,Tehran University of Medical Sciences,Related,Production
