html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id
https://github.com/ror-community/ror-updates/issues/30291,,Nuclear Waste Management Organization of Japan*en,active,other,Genshiryoku Hatsuden Kankyo Seibi Kikou*ja; Genkan Kikō*ja,Nuclear Waste Management Organization of Japan*en,NUMO*en,https://www.numo.or.jp,https://ja.wikipedia.org/wiki/%E5%8E%9F%E5%AD%90%E5%8A%9B%E7%99%BA%E9%9B%BB%E7%92%B0%E5%A2%83%E6%95%B4%E5%82%99%E6%A9%9F%E6%A7%8B,numo.or.jp,2000,,,,,0000 0001 0456 5074,0000 0001 0456 5074,Q11409536,Q11409536,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/30298,,Nanda Nath Saikia College*en,active,education,Nandanath Saikia College*en,"Nanda Nath Saikia College*en; Nanda Nath Saikia College, Titabar*en",NNSC*en,https://www.nnsaikiacollege.org,https://en.wikipedia.org/wiki/Nanda_Nath_Saikia_College,nnsaikiacollege.org,1959,,,,,0000 0005 1141 0387,0000 0005 1141 0387,Q39049927,Q39049927,Titabar,India,1254310
https://github.com/ror-community/ror-updates/issues/33039,,Cell Therapy Transplant Canada*en,active,non-profit,Canadian Blood and Marrow Transplant*en; Transplantation et Thérapie Cellulaire Canada*fr,Cell Therapy Transplant Canada*en,CTTC*en,https://www.cttcanada.org,,cttcanada.org,1983,,,,,,,,,Winnipeg,Canada,6183235
https://github.com/ror-community/ror-updates/issues/33035,,"University of Education, Vietnam National University, Hanoi*en",active,education,VNU University of Education*en; VNU-UEd*en,"University of Education, Vietnam National University, Hanoi*en; Trường Đại học Giáo dục, Đại học Quốc gia Hà Nội*vi",,https://education.vnu.edu.vn,"https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Gi%C3%A1o_d%E1%BB%A5c,_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_H%C3%A0_N%E1%BB%99i",education.vnu.edu.vn,2009,,,,,0000 0005 0261 8514,0000 0005 0261 8514,Q10829046,Q10829046,Hanoi,Vietnam,1581130
https://github.com/ror-community/ror-updates/issues/32938,,"Pantai Hospital, Kuala Lumpur*en",active,healthcare,,"Pantai Hospital, Kuala Lumpur*en",PHKL*en,https://www.pantai.com.my/kuala-lumpur,,pantai.com.my/kuala-lumpur,1974,,,,,,,,,Kuala Lumpur,Malaysia,1735161
https://github.com/ror-community/ror-updates/issues/32912,,Global Water Partnership-Mediterranean*en,active,government,WP-Med*en,Global Water Partnership-Mediterranean*en,,https://www.gwp.org/en/GWP-Mediterranean,,gwpmed.org/en/GWP-Mediterranean,2002,,,,,,,,,Athens,Greece,264371
https://github.com/ror-community/ror-updates/issues/32945,,Embrapa Rice and Beans*en,active,government,Empresa Brasileira de Pesquisa Agropecuária Arroz e Feijão*pt,Embrapa Rice and Beans*en; Embrapa Arroz e Feijão*pt,,https://www.embrapa.br/arroz-e-feijao,,embrapa.br/arroz-e-feijao,1974,,,,,,,,,Santo Antônio de Goiás,Brazil,6318349
https://github.com/ror-community/ror-updates/issues/32334,,Higher Education Research Institute*en,active,education,UCLA Higher Education Research Institute*en,Higher Education Research Institute*en,HERI*en,https://heri.ucla.edu,https://en.wikipedia.org/wiki/Higher_Education_Research_Institute,heri.ucla.edu,,,,,,0000 0001 0532 1987,0000 0001 0532 1987,Q5758114,Q5758114,Los Angeles,United States,5368361
https://github.com/ror-community/ror-updates/issues/32636,,National Health Laboratory and Diagnostics Services*en,active,healthcare,Department of National Health Laboratory and Diagnostic Services*en; MoH Uganda - Department of National Health Laboratory and Diagnostic Services*en,National Health Laboratory and Diagnostics Services*en,NHLDS*en,https://www.cphl.go.ug,,cphl.go.ug,,,,,,,,,,Kampala,Uganda,232422
https://github.com/ror-community/ror-updates/issues/32635,,Uganda Communications Commission*en,active,government,,Uganda Communications Commission*en,UCC*en,https://www.ucc.co.ug,https://en.wikipedia.org/wiki/Uganda_Communications_Commission,ucc.co.ug,1997,,,,,0000 0000 8539 124X,0000 0000 8539 124X,Q2473869,Q2473869,Kampala,Uganda,232422
https://github.com/ror-community/ror-updates/issues/32631,,Tangaza University*en,active,education,,Tangaza University*en,TU*en,https://tangaza.ac.ke,https://en.wikipedia.org/wiki/Tangaza_University,tangaza.ac.ke,1986,,,,,0000 0000 9428 8869,0000 0000 9428 8869,Q136524138,Q136524138,Nairobi,Kenya,184745
https://github.com/ror-community/ror-updates/issues/32620,,Cooperative Institute for Research in the Atmosphere*en,active,facility,,Cooperative Institute for Research in the Atmosphere*en,CIRA*en,https://www.cira.colostate.edu,https://en.wikipedia.org/wiki/Cooperative_Institute_for_Research_in_the_Atmosphere,cira.colostate.edu,1980,,,,,0000 0000 9598 0742,0000 0000 9598 0742,Q5167900,Q5167900,Fort Collins,United States,5577147
https://github.com/ror-community/ror-updates/issues/33286,,University of Sumer*en,active,education,Sumer University*en,University of Sumer*en; جامعة سومر*ar,UOS*en,https://uos.edu.iq,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B3%D9%88%D9%85%D8%B1,uos.edu.iq,2014,,,,,0000 0005 2399 0104,0000 0005 2399 0104,Q22687006,Q22687006,Ar Rifā‘ī,Iraq,98699
https://github.com/ror-community/ror-updates/issues/33180,,Andhra Kesari University*en,active,education,,Andhra Kesari University*en; ఆంధ్ర కేసరి విశ్వవిద్యాలయం*te,AKU*en,https://akuprakasam.ac.in,https://en.wikipedia.org/wiki/Andhra_Kesari_University,akuprakasam.ac.in,2022,,,,,,,Q113101323,Q113101323,Ongole,India,1261045
https://github.com/ror-community/ror-updates/issues/32906,,Brainware University*en,active,education,,Brainware University*en; ব্রেনওয়ের বিশ্ববিদ্যালয়*bn; ब्रेनवेयर यूनिवर्सिटी*hi,BWU*en,https://www.brainwareuniversity.ac.in,https://en.wikipedia.org/wiki/Brainware_University,brainwareuniversity.ac.in,2016,,,,,0000 0005 0884 1872,0000 0005 0884 1872,Q26258536,Q26258536,Kolkata,India,1275004
https://github.com/ror-community/ror-updates/issues/33297,,Sekolah Tinggi Agama Islam Darussalam Lampung*id,active,education,STAI Darussalam Lampung*id,Sekolah Tinggi Agama Islam Darussalam Lampung*id,STAI DS*id,https://staidarussalamlampung.ac.id,,staidarussalamlampung.ac.id,1990,,,,,,,Q109912131,Q109912131,East Lampung Regency,Indonesia,9165778
https://github.com/ror-community/ror-updates/issues/33197,,Vanier Centre for Women*en,active,government,Centre Vanier pour les femmes*fr; Vanier Centre*en,Vanier Centre for Women*en,,https://www.ontario.ca/page/correctional-facilities,https://en.wikipedia.org/wiki/Vanier_Centre_for_Women,ontario.ca/page/correctional-facilities,1969,,,,,,,Q7914899,Q7914899,Milton,Canada,6074377
https://github.com/ror-community/ror-updates/issues/32645,,Jakaya Kikwete Cardiac Institute*en,active,healthcare,,Jakaya Kikwete Cardiac Institute*en; L'Institut cardiaque Jakaya Kikwete*fr; Taasisi ya Moyo ya Jakaya Kikwete*sw,JKCI*en,https://www.jkci.or.tz,https://en.wikipedia.org/wiki/Jakaya_Kikwete_Cardiac_Institute,jkci.or.tz,2015,,,,,0000 0005 1769 3592,0000 0005 1769 3592,Q96384063,Q96384063,Dar es Salaam,Tanzania,160263
https://github.com/ror-community/ror-updates/issues/33209,,Global Water Partnership*en,active,government; funder,,Global Water Partnership*en,GWP*en,https://gwpo-gwp.org,https://en.wikipedia.org/wiki/Global_Water_Partnership,gwpo-gwp.org,1996,,,grid.463330.1,grid.463330.1,0000 0001 0214 7231,0000 0001 0214 7231,Q372181,Q372181,Stockholm,Sweden,2673730
https://github.com/ror-community/ror-updates/issues/33364,,Xi'an Kedagaoxin University*en,active,education,,Xi'an Kedagaoxin University*en; 西安科技大学高新学院*zh,,https://www.gaoxinedu.com,,gaoxinedu.com,2006,,,,,0000 0005 1102 5219,0000 0005 1102 5219,Q112677348,Q112677348,Xi'an,China,1790630
https://github.com/ror-community/ror-updates/issues/33365,,Canadian Permafrost Association*en,active,nonprofit,,Canadian Permafrost Association*en; Association canadianne du pergélisol*fr,CPA*en,https://canadianpermafrostassociation.ca,,canadianpermafrostassociation.ca,2018,,,,,,,Q109622585,Q109622585,Ottawa,Canada,6094817
https://github.com/ror-community/ror-updates/issues/33349,,LGBTQ Senior Housing*en,active,nonprofit,"LGBTQ Senior Housing, Inc.*en",LGBTQ Senior Housing*en,LGBTQSH*en,https://www.lgbtqseniorhousing.org,,lgbtqseniorhousing.org,2018,,,,,,,Q139381811,Q139381811,Boston,United States,4930956
https://github.com/ror-community/ror-updates/issues/33304,,Central Bank of India*en,active,other,,Central Bank of India*en; सेण्ट्रल बैंक ऑफ़ इण्डिया*hi; সেন্ট্রাল ব্যাঙ্ক অফ ইন্ডিয়া*bn,CBI*en,https://centralbank.bank.in,https://en.wikipedia.org/wiki/Central_Bank_of_India,centralbank.bank.in,1911,,,,,0000 0001 2150 7159,0000 0001 2150 7159,Q2007090,Q2007090,Mumbai,India,1275339
https://github.com/ror-community/ror-updates/issues/32670,,Zambia Environmental Management Agency*en,active,government,,Zambia Environmental Management Agency*en,ZEMA*en,https://www.zema.org.zm,,zema.org.zm,2011,,,,,0000 0004 1793 968X,0000 0004 1793 968X,Q119741637,Q119741637,Lusaka,Zambia,909137
https://github.com/ror-community/ror-updates/issues/32668,,Rift Valley Institute*en,active,nonprofit,,Rift Valley Institute*en; Institute de la valle du Rift*fr; Machadka Dooxada Rift*so; معهد وادي الاءخدود العظيم*ar,RVI*en,https://riftvalley.net,https://en.wikipedia.org/wiki/Rift_Valley_Institute,riftvalley.net,2001,,,,,,,Q7333288,Q7333288,Nairobi,Kenya,184745
https://github.com/ror-community/ror-updates/issues/32665,,Mycetoma Research Center*en,active,facility,,Mycetoma Research Center*en; Centre de Recherche sur le Mycétome*fr,MRC*en,https://mycetoma.edu.sd,https://en.wikipedia.org/wiki/Mycetoma_Research_Center,mycetoma.edu.sd,1991,,,,,,,Q6946927,Q6946927,Khartoum,Sudan,379252
https://github.com/ror-community/ror-updates/issues/32663,,South Sudan National Bureau of Standards*en,active,government; funder,Sudanese Standards and Metrology Organization*en,South Sudan National Bureau of Standards*en,SSNBS*en; SSMO*en,https://ssnbs.gov.ss,,ssnbs.gov.ss,2011,501100020654,501100020654,,,,,,,Juba,South Sudan,373303
https://github.com/ror-community/ror-updates/issues/32662,,National University Biomedical Research Institute*en,active,facility,,National University Biomedical Research Institute*en,NUBRI*en,https://nubri.nu.edu.sd,,nubri.nu.edu.sd,2016,,,,,0000 0005 0809 5128,0000 0005 0809 5128,,,Khartoum,Sudan,379252
https://github.com/ror-community/ror-updates/issues/32652,,National Institute of Health Somalia*en,active,government,Somali National Institute of Health*en; NIH Somalia*en,National Institute of Health Somalia*en; Machadka Caafimaadka Qaranka*so,NIH*en,https://nih.gov.so,https://fi.wikipedia.org/wiki/Somalian_terveysvirasto,nih.gov.so,2019,,,,,,,Q99940834,Q99940834,Mogadishu,Somalia,53654
https://github.com/ror-community/ror-updates/issues/32653,,Somali Research and Development Institute*en,active,nonprofit,,Somali Research and Development Institute*en,SORDI*en,https://sordi.so,,sordi.so,2015,,,,,0000 0005 2466 4220,0000 0005 2466 4220,,,Mogadishu,Somalia,53654
https://github.com/ror-community/ror-updates/issues/32644,,Ngorongoro Conservation Area Authority*en,active,government,,Ngorongoro Conservation Area Authority*en; Mamlaka ya Hifadhi ya Ngorongoro*sw,NCAA*en,https://www.ncaa.go.tz,https://en.wikipedia.org/wiki/Ngorongoro_Conservation_Area,ncaa.go.tz,1959,,,,,,,Q1217726,Q1217726,Arusha,Tanzania,161325
https://github.com/ror-community/ror-updates/issues/32642,,Kilimanjaro Clinical Research Institute*en,active,healthcare; facility,Kilimanjaro Clinical Research Center*en,Kilimanjaro Clinical Research Institute*en,KCRI*en,https://www.kcri.ac.tz,https://en.wikipedia.org/wiki/Kilimanjaro_Clinical_Research_Institute,kcri.ac.tz,2009,,,,,0000 0005 1337 4076,0000 0005 1337 4076,Q18388222,Q18388222,Moshi,Tanzania,153209
https://github.com/ror-community/ror-updates/issues/32637,,National Drug Authority*en,active,government,,National Drug Authority*en,NDA*en,https://www.nda.or.ug,https://en.wikipedia.org/wiki/National_Drug_Authority,nda.or.ug,1993,,,,,0000 0004 0500 0720,0000 0004 0500 0720,Q18379455,Q18379455,Kampala,Uganda,232422
https://github.com/ror-community/ror-updates/issues/32289,,Universidad Popular Autónoma de Veracruz*es,active,education,Autonomous Popular University of Veracruz*en,Universidad Popular Autónoma de Veracruz*es; People's Autonomous University of Veracruz*en,UPAV*es,https://upav.edu.mx,https://en.wikipedia.org/wiki/People%27s_Autonomous_University_of_Veracruz,upav.edu.mx,,,,,,0000 0004 6417 6494,0000 0004 6417 6494,,,Xalapa,Mexico,3526617
https://github.com/ror-community/ror-updates/issues/32335,,YAMAGATA Corporation*en,active,company,,YAMAGATA Corporation*en; YAMAGATA株式会社 Yamagata Kabushiki Kaisha*ja,,https://yamagata-corp.jp,https://ja.wikipedia.org/wiki/YAMAGATA,yamagata-corp.jp,1906,,,,,,,Q28823878,Q28823878,Yokohama,Japan,1848354
https://github.com/ror-community/ror-updates/issues/32339,,Information Institute of the Ministry of Emergency Management*en,active,government,应急管理部信息研究院*zh,Information Institute of the Ministry of Emergency Management*en,IIEM*en,https://www.iiem.ac.cn,,iiem.ac.cn,1959,,,,,,,,,Beijing,China,1816670
