ror_id,field,change
https://ror.org/04z6c2n17,external_ids,"{0: {'all': {insert: [(1, '501100016200')]}}}"
https://ror.org/02n415q13,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/02n415q13,external_ids,"{0: {'all': {insert: [(1, '501100018820')]}}}"
https://ror.org/005t7z309,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/005t7z309,external_ids,"{insert: [(0, {'all': ['501100019770'], 'preferred': '501100019770', 'type': 'fundref'})]}"
https://ror.org/01v1jam04,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01v1jam04,external_ids,"{insert: [(0, {'all': ['501100016168'], 'preferred': '501100016168', 'type': 'fundref'})]}"
https://ror.org/04p491231,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04p491231,external_ids,"{0: {'all': {insert: [(7, '100011177'), (8, '100011568'), (9, '100011610'), (10, '100011612'), (11, '100016596'), (12, '100020384'), (13, '100020861')]}}}"
https://ror.org/03a64bh57,admin,"{'last_modified': {'date': ['2025-01-22', '2025-05-01']}}"
https://ror.org/03a64bh57,external_ids,"{0: {'all': {insert: [(2, '501100022296')]}}}"
https://ror.org/01z1vct10,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01z1vct10,external_ids,"{insert: [(0, {'all': ['100017804'], 'preferred': '100017804', 'type': 'fundref'})]}"
https://ror.org/029hqf550,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/029hqf550,external_ids,"{insert: [(0, {'all': ['501100023520'], 'preferred': '501100023520', 'type': 'fundref'})]}"
https://ror.org/029hqf550,locations,"{0: {'geonames_details': {'country_subdivision_name': ['Berlin', 'State of Berlin']}}}"
https://ror.org/056qw0m61,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/056qw0m61,external_ids,"{insert: [(0, {'all': ['501100023831'], 'preferred': '501100023831', 'type': 'fundref'})]}"
https://ror.org/00mkhxb43,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/00mkhxb43,external_ids,"{0: {'all': {insert: [(6, '100012463')]}}}"
https://ror.org/05rrcem69,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05rrcem69,external_ids,"{0: {'all': {insert: [(9, '100013038'), (10, '100013677'), (11, '100014530'), (12, '100016257'), (13, '100016749'), (14, '100022967')]}}}"
https://ror.org/03613d656,admin,"{'last_modified': {'date': ['2025-03-26', '2025-05-01']}}"
https://ror.org/03613d656,external_ids,"{0: {'all': {insert: [(1, '501100017520'), (2, '501100024050')]}}}"
https://ror.org/00jdryp44,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00jdryp44,external_ids,"{insert: [(0, {'all': ['501100023918'], 'preferred': '501100023918', 'type': 'fundref'})]}"
https://ror.org/0034eez47,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0034eez47,external_ids,"{insert: [(0, {'all': ['100021112'], 'preferred': '100021112', 'type': 'fundref'})]}"
https://ror.org/00ghzk478,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00ghzk478,external_ids,"{insert: [(0, {'all': ['100012951'], 'preferred': '100012951', 'type': 'fundref'})]}"
https://ror.org/03nz8qe97,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03nz8qe97,external_ids,"{0: {'all': {insert: [(1, '501100014532')]}}}"
https://ror.org/049pzty39,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/049pzty39,external_ids,"{insert: [(0, {'all': ['100022931'], 'preferred': '100022931', 'type': 'fundref'})]}"
https://ror.org/00h3d0p13,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00h3d0p13,external_ids,"{insert: [(0, {'all': ['100012980'], 'preferred': '100012980', 'type': 'fundref'})]}"
https://ror.org/02hkzs489,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02hkzs489,external_ids,"{0: {'all': {insert: [(1, '100014849')]}, 'preferred': ['100016888', '100014849']}}"
https://ror.org/05xczn782,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05xczn782,external_ids,"{insert: [(0, {'all': ['100019280'], 'preferred': '100019280', 'type': 'fundref'})]}"
https://ror.org/0207ad724,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0207ad724,external_ids,"{0: {'all': {insert: [(2, '100013142')]}}}"
https://ror.org/02zy4nc24,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02zy4nc24,external_ids,"{insert: [(0, {'all': ['501100024215'], 'preferred': '501100024215', 'type': 'fundref'})]}"
https://ror.org/04vkd2013,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04vkd2013,external_ids,"{insert: [(0, {'all': ['100020920'], 'preferred': '100020920', 'type': 'fundref'})]}"
https://ror.org/05ykr0121,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05ykr0121,external_ids,"{0: {'all': {insert: [(2, '100016448')]}}}"
https://ror.org/04eyc6d95,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04eyc6d95,external_ids,"{0: {'all': {insert: [(1, '501100014135')]}}}"
https://ror.org/05ejpqr48,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05ejpqr48,external_ids,"{0: {'all': {insert: [(1, '100017038')]}}}"
https://ror.org/02k7v4d05,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02k7v4d05,external_ids,"{0: {'all': {insert: [(4, '100013353'), (5, '100020401')]}}}"
https://ror.org/05p8nb362,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05p8nb362,external_ids,"{0: {'all': {insert: [(1, '501100013901')]}, 'preferred': [None, '501100013901']}}"
https://ror.org/03mzbmf11,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03mzbmf11,external_ids,"{insert: [(0, {'all': ['100017384'], 'preferred': '100017384', 'type': 'fundref'})]}"
https://ror.org/03tee2f33,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03tee2f33,external_ids,"{0: {'all': {insert: [(1, '100015074')]}, 'preferred': ['501100021784', '100015074']}}"
https://ror.org/02wbrth70,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02wbrth70,external_ids,"{0: {'all': {insert: [(1, '501100010619')]}, 'preferred': [None, '501100010619']}}"
https://ror.org/00b140761,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00b140761,external_ids,"{0: {'all': {insert: [(1, '501100016005')]}}}"
https://ror.org/01swzsf04,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01swzsf04,external_ids,"{0: {'all': {insert: [(1, '501100020971')]}}}"
https://ror.org/05wf1w785,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05wf1w785,external_ids,"{insert: [(0, {'all': ['100013748'], 'preferred': '100013748', 'type': 'fundref'})]}"
https://ror.org/04e4j5d46,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04e4j5d46,external_ids,"{insert: [(0, {'all': ['100019832'], 'preferred': '100019832', 'type': 'fundref'})]}"
https://ror.org/00trqv719,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00trqv719,external_ids,"{0: {'all': {insert: [(2, '100015425')]}}}"
https://ror.org/05e1k0d14,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05e1k0d14,external_ids,"{insert: [(0, {'all': ['100018842'], 'preferred': '100018842', 'type': 'fundref'})]}"
https://ror.org/00bgtad15,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00bgtad15,external_ids,"{0: {'all': {insert: [(1, '100020703')]}}}"
https://ror.org/03n6nwv02,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/03n6nwv02,external_ids,"{0: {'all': {insert: [(1, '501100023545')]}}}"
https://ror.org/04ec9cc06,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04ec9cc06,external_ids,"{insert: [(0, {'all': ['501100024237'], 'preferred': '501100024237', 'type': 'fundref'})]}"
https://ror.org/041hz9568,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/041hz9568,external_ids,"{insert: [(0, {'all': ['501100024023'], 'preferred': '501100024023', 'type': 'fundref'})]}"
https://ror.org/00y4ya841,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00y4ya841,external_ids,"{0: {'all': {insert: [(1, '501100014269')]}, 'preferred': [None, '501100014269']}}"
https://ror.org/04gr4te78,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04gr4te78,external_ids,"{0: {'all': {insert: [(1, '100012794')]}}}"
https://ror.org/03k7bde87,admin,"{'last_modified': {'date': ['2025-04-28', '2025-05-01']}}"
https://ror.org/03k7bde87,external_ids,"{insert: [(0, {'all': ['100022831'], 'preferred': '100022831', 'type': 'fundref'})]}"
https://ror.org/0040r6f76,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0040r6f76,external_ids,"{0: {'all': {insert: [(4, '501100007721')]}}}"
https://ror.org/011dv8m48,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/011dv8m48,external_ids,"{insert: [(0, {'all': ['501100024109'], 'preferred': '501100024109', 'type': 'fundref'})]}"
https://ror.org/02sp3q482,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02sp3q482,external_ids,"{0: {'all': {insert: [(1, '100015888')]}}}"
https://ror.org/029nydt37,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/029nydt37,external_ids,"{insert: [(0, {'all': ['100023003', '501100022792'], 'preferred': None, 'type': 'fundref'})]}"
https://ror.org/02rgb2k63,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02rgb2k63,external_ids,"{0: {'all': {insert: [(2, '501100023433')]}}}"
https://ror.org/002k5fe57,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/002k5fe57,external_ids,"{insert: [(0, {'all': ['100016819', '501100016300'], 'preferred': None, 'type': 'fundref'})]}"
https://ror.org/041jtyq26,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/041jtyq26,external_ids,"{insert: [(0, {'all': ['100021004'], 'preferred': '100021004', 'type': 'fundref'})]}"
https://ror.org/02ayn5869,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02ayn5869,external_ids,"[[], [{'all': ['501100020148'], 'preferred': '501100020148', 'type': 'fundref'}]]"
https://ror.org/01mdyhz69,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01mdyhz69,external_ids,"{0: {'all': {insert: [(1, '501100010057')]}, 'preferred': [None, '501100010057']}}"
https://ror.org/02k40bc56,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02k40bc56,external_ids,"{0: {'all': {insert: [(3, '100018777'), (4, '100018791')]}}}"
https://ror.org/02kkvpp62,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02kkvpp62,external_ids,"{0: {'all': {insert: [(2, '501100013497'), (3, '501100013810')]}}}"
https://ror.org/04sjchr03,admin,"{'last_modified': {'date': ['2025-04-28', '2025-05-01']}}"
https://ror.org/04sjchr03,external_ids,"{0: {'all': {insert: [(1, '100015115')]}}}"
https://ror.org/05dk0ce17,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05dk0ce17,external_ids,"{0: {'all': {insert: [(5, '100013628'), (6, '100017872')]}}}"
https://ror.org/0091vmj44,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0091vmj44,external_ids,"{insert: [(0, {'all': ['100020481'], 'preferred': '100020481', 'type': 'fundref'})]}"
https://ror.org/008p1v134,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/008p1v134,external_ids,"{insert: [(0, {'all': ['100020404'], 'preferred': '100020404', 'type': 'fundref'})]}"
https://ror.org/026zar759,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/026zar759,external_ids,"{0: {'all': {insert: [(1, '100014716')]}, 'preferred': ['100009922', '100014716']}}"
https://ror.org/03qsven24,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03qsven24,external_ids,"{insert: [(0, {'all': ['501100022606'], 'preferred': '501100022606', 'type': 'fundref'})]}"
https://ror.org/05bqach95,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05bqach95,external_ids,"{0: {'all': {insert: [(3, '501100020294')]}}}"
https://ror.org/00s6t1f81,admin,"{'last_modified': {'date': ['2025-01-22', '2025-05-01']}}"
https://ror.org/00s6t1f81,external_ids,"{0: {'all': {insert: [(1, '501100020258')]}}}"
https://ror.org/00b57ws56,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00b57ws56,external_ids,"{insert: [(0, {'all': ['100012916'], 'preferred': '100012916', 'type': 'fundref'})]}"
https://ror.org/02dyjk442,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02dyjk442,external_ids,"{0: {'all': {insert: [(1, '501100013829')]}, 'preferred': [None, '501100013829']}}"
https://ror.org/00jxnh380,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00jxnh380,external_ids,"{insert: [(0, {'all': ['100020553'], 'preferred': '100020553', 'type': 'fundref'})]}"
https://ror.org/01azzms13,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01azzms13,external_ids,"{insert: [(0, {'all': ['100020619'], 'preferred': '100020619', 'type': 'fundref'})]}"
https://ror.org/0575jwx13,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0575jwx13,external_ids,"[[], [{'all': ['501100021676'], 'preferred': '501100021676', 'type': 'fundref'}]]"
https://ror.org/05fw72335,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05fw72335,external_ids,"{insert: [(0, {'all': ['501100020320'], 'preferred': '501100020320', 'type': 'fundref'})]}"
https://ror.org/01nrxwf90,admin,"{'last_modified': {'date': ['2025-03-26', '2025-05-01']}}"
https://ror.org/01nrxwf90,external_ids,"{0: {'all': {insert: [(4, '100008932'), (5, '100010949'), (6, '100014372'), (7, '501100009147'), (8, '501100015685')]}}}"
https://ror.org/036nfer12,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/036nfer12,external_ids,"{0: {'all': {insert: [(1, '100012874')]}}}"
https://ror.org/04x7ccp17,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04x7ccp17,external_ids,"{insert: [(0, {'all': ['501100023983'], 'preferred': '501100023983', 'type': 'fundref'})]}"
https://ror.org/05fj8cf83,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05fj8cf83,external_ids,"{insert: [(0, {'all': ['100020647'], 'preferred': '100020647', 'type': 'fundref'})]}"
https://ror.org/049wsmj07,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/049wsmj07,external_ids,"[[], [{'all': ['501100018737'], 'preferred': '501100018737', 'type': 'fundref'}]]"
https://ror.org/00s8fpf52,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00s8fpf52,external_ids,"{0: {'all': {insert: [(1, '501100010704')]}}}"
https://ror.org/03tjsyq23,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03tjsyq23,external_ids,"{0: {'all': {insert: [(1, '501100015985')]}, 'preferred': [None, '501100015985']}}"
https://ror.org/05p8z3f47,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/05p8z3f47,external_ids,"{0: {'all': {insert: [(1, '100015698'), (2, '100016599')]}}}"
https://ror.org/0524sp257,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0524sp257,external_ids,"{0: {'all': {insert: [(3, '100017927'), (4, '100019415'), (5, '501100018959'), (6, '501100020195')]}}}"
https://ror.org/01c27hj86,admin,"{'last_modified': {'date': ['2025-04-28', '2025-05-01']}}"
https://ror.org/01c27hj86,external_ids,"{0: {'all': {insert: [(4, '501100019183')]}}}"
https://ror.org/0245c5212,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0245c5212,external_ids,"{insert: [(0, {'all': ['100017206'], 'preferred': '100017206', 'type': 'fundref'})]}"
https://ror.org/05ect4e57,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05ect4e57,external_ids,"{0: {'all': {insert: [(5, '100012429')]}}}"
https://ror.org/00za53h95,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00za53h95,external_ids,"{0: {'all': {insert: [(11, '100011121'), (12, '100011780'), (13, '100012302'), (14, '100012315'), (15, '100012800'), (16, '100013682'), (17, '100014582'), (18, '100015981'), (19, '100017780'), (20, '100018084'), (21, '100019003'), (22, '100019660'), (23, '100019941')]}}}"
https://ror.org/05tzrdd39,admin,"{'last_modified': {'date': ['2025-03-26', '2025-05-01']}}"
https://ror.org/05tzrdd39,external_ids,"{insert: [(0, {'all': ['501100023331'], 'preferred': '501100023331', 'type': 'fundref'})]}"
https://ror.org/04eg47h42,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04eg47h42,external_ids,"{0: {'all': {insert: [(2, '100012168')]}}}"
https://ror.org/01encsj80,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01encsj80,external_ids,"{0: {'all': {insert: [(2, '501100022236')]}}}"
https://ror.org/04aqg9s78,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04aqg9s78,external_ids,"{insert: [(0, {'all': ['501100010558'], 'preferred': '501100010558', 'type': 'fundref'})]}"
https://ror.org/00eae9z71,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00eae9z71,external_ids,"{0: {'all': {insert: [(1, '501100008918')]}}}"
https://ror.org/00fgdtt86,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00fgdtt86,external_ids,"{insert: [(0, {'all': ['100011087'], 'preferred': '100011087', 'type': 'fundref'})]}"
https://ror.org/0440yjn92,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0440yjn92,external_ids,"{insert: [(0, {'all': ['100020843'], 'preferred': '100020843', 'type': 'fundref'})]}"
https://ror.org/02e7b5302,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02e7b5302,external_ids,"{0: {'all': {insert: [(3, '501100011738'), (4, '501100016998'), (5, '501100017241'), (6, '501100019693'), (7, '501100021836')]}}}"
https://ror.org/01vnxev61,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01vnxev61,external_ids,"{insert: [(0, {'all': ['100013711'], 'preferred': '100013711', 'type': 'fundref'})]}"
https://ror.org/00qfb4074,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00qfb4074,external_ids,"{0: {'all': {insert: [(1, '100016060')]}, 'preferred': ['100016401', '100016060']}}"
https://ror.org/02y3ad647,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02y3ad647,external_ids,"{0: {'all': {insert: [(8, '100011300'), (9, '100012651'), (10, '100013428'), (11, '100013832')]}}}"
https://ror.org/0491yz035,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0491yz035,external_ids,"{insert: [(0, {'all': ['501100014186'], 'preferred': '501100014186', 'type': 'fundref'})]}"
https://ror.org/01zctcs90,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01zctcs90,external_ids,"{0: {'all': {insert: [(1, '100012346')]}}}"
https://ror.org/04jr1s763,admin,"{'last_modified': {'date': ['2025-01-22', '2025-05-01']}}"
https://ror.org/04jr1s763,external_ids,"{0: {'all': {insert: [(2, '501100022412')]}}}"
https://ror.org/04pznsd21,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04pznsd21,external_ids,"{0: {'all': {insert: [(2, '501100016263')]}}}"
https://ror.org/01r3kjq03,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01r3kjq03,external_ids,"{insert: [(0, {'all': ['100020871'], 'preferred': '100020871', 'type': 'fundref'})]}"
https://ror.org/04gdybn86,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04gdybn86,external_ids,"{insert: [(0, {'all': ['501100014091'], 'preferred': '501100014091', 'type': 'fundref'})]}"
https://ror.org/054d77k59,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/054d77k59,external_ids,"{0: {'all': {insert: [(1, '501100022241')]}}}"
https://ror.org/006b2g567,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/006b2g567,external_ids,"{0: {'all': {insert: [(1, '100013199')]}}}"
https://ror.org/00v4yb702,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00v4yb702,external_ids,"{0: {'all': {insert: [(1, '100013846')]}}}"
https://ror.org/00rqy9422,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/00rqy9422,external_ids,"{0: {'all': {insert: [(3, '501100013359'), (4, '501100019214')]}}}"
https://ror.org/0409dgb37,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0409dgb37,external_ids,"{0: {'all': {insert: [(1, '100016209')]}, 'preferred': [None, '100016209']}}"
https://ror.org/01yp9g959,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01yp9g959,external_ids,"{0: {'all': {insert: [(1, '100018383'), (2, '501100024043')]}}}"
https://ror.org/04wbcfb93,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/04wbcfb93,external_ids,"{insert: [(0, {'all': ['100022772'], 'preferred': '100022772', 'type': 'fundref'})]}"
https://ror.org/03stxzb56,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03stxzb56,external_ids,"{0: {'all': {insert: [(3, '501100014250')]}}}"
https://ror.org/020atbp69,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/020atbp69,external_ids,"{insert: [(0, {'all': ['501100023548'], 'preferred': '501100023548', 'type': 'fundref'})]}"
https://ror.org/03grvy078,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03grvy078,external_ids,"{0: {'all': {insert: [(1, '100011356'), (2, '100011357'), (3, '100011523'), (4, '100012868'), (5, '100013354'), (6, '100013637'), (7, '100017099'), (8, '100018788'), (9, '100022750')]}}}"
https://ror.org/02rcazp29,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02rcazp29,external_ids,"{0: {'all': {insert: [(1, '501100018775')]}, 'preferred': [None, '501100018775']}}"
https://ror.org/01yc8eq25,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01yc8eq25,external_ids,"{insert: [(0, {'all': ['501100018689'], 'preferred': '501100018689', 'type': 'fundref'})]}"
https://ror.org/05591te55,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/05591te55,external_ids,"{0: {'all': {insert: [(3, '501100014999')]}}}"
https://ror.org/00epmv149,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00epmv149,external_ids,"{0: {'all': {insert: [(1, '501100010220')]}}}"
https://ror.org/051e7s436,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/051e7s436,external_ids,"{insert: [(0, {'all': ['501100019553'], 'preferred': '501100019553', 'type': 'fundref'})]}"
https://ror.org/0229nk184,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0229nk184,external_ids,"{0: {'all': {insert: [(2, '501100012052')]}, 'preferred': [None, '501100012052']}}"
https://ror.org/05gxnyn08,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05gxnyn08,external_ids,"{0: {'all': {insert: [(2, '100011748'), (3, '100017554')]}}}"
https://ror.org/02qs84g94,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/02qs84g94,external_ids,"{insert: [(0, {'all': ['501100021534'], 'preferred': None, 'type': 'fundref'})]}"
https://ror.org/00ks66431,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/00ks66431,external_ids,"{0: {'all': {insert: [(2, '501100019674')]}}}"
https://ror.org/0384j8v12,admin,"{'last_modified': {'date': ['2025-02-26', '2025-05-01']}}"
https://ror.org/0384j8v12,external_ids,"{0: {'all': {insert: [(8, '100014824')]}}}"
https://ror.org/05wgann87,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/05wgann87,external_ids,"{0: {'all': {insert: [(1, '100017708')]}, 'preferred': [None, '100017708']}}"
https://ror.org/03bvtv586,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03bvtv586,external_ids,"{insert: [(0, {'all': ['100019798'], 'preferred': '100019798', 'type': 'fundref'})]}"
https://ror.org/03j186m48,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/03j186m48,external_ids,"{insert: [(0, {'all': ['100017103'], 'preferred': '100017103', 'type': 'fundref'})]}"
https://ror.org/0288swk05,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0288swk05,external_ids,"{0: {'all': {insert: [(1, '501100016233')]}}}"
https://ror.org/047dqcg40,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/047dqcg40,external_ids,"{0: {'all': {insert: [(2, '501100020855')]}}}"
https://ror.org/01k6h2m87,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/01k6h2m87,external_ids,"{insert: [(0, {'all': ['100020897'], 'preferred': '100020897', 'type': 'fundref'})]}"
https://ror.org/0072zz521,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
https://ror.org/0072zz521,external_ids,"{0: {'all': {insert: [(4, '100013647')]}}}"
https://ror.org/00y4zzh67,admin,"{'last_modified': {'date': ['2024-12-11', '2025-05-01']}}"
