Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
12606,https://github.com/ror-community/ror-updates/issues/12606,"Add a new organization to ROR: 
 
Alaska Center for Energy and Power",Alaska Center for Energy and Power,https://ror.org/00h01ex42,https://ror.org/01j7nq853,University of Alaska Fairbanks,Parent,Production
12606,https://github.com/ror-community/ror-updates/issues/12606,"Add a new organization to ROR: 
 
Alaska Center for Energy and Power",University of Alaska Fairbanks,https://ror.org/01j7nq853,https://ror.org/00h01ex42,Alaska Center for Energy and Power,Child,Release
12608,https://github.com/ror-community/ror-updates/issues/12608,"Merge two or more ROR records: 
 
Technology Research Institute of Osaka Prefecture008mb6p65",Technology Research Institute of Osaka Prefecture,https://ror.org/008mb6p65,https://ror.org/03r38cy24,Osaka Research Institute of Industrial Science and Technology,Successor,Production
12614,https://github.com/ror-community/ror-updates/issues/12614,Add a new organization to ROR: Mécanismes physiopathologiques et conséquences des calcifications cardiovasculaires,Mécanismes physiopathologiques et conséquences des calcifications cardiovasculaires,https://ror.org/00bgnvd66,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
12614,https://github.com/ror-community/ror-updates/issues/12614,Add a new organization to ROR: Mécanismes physiopathologiques et conséquences des calcifications cardiovasculaires,Université de Picardie Jules Verne,https://ror.org/01gyxrk03,https://ror.org/00bgnvd66,Mécanismes physiopathologiques et conséquences des calcifications cardiovasculaires,Child,Release
12636,https://github.com/ror-community/ror-updates/issues/12636,"Add a new organization to ROR: Textes, représentations, archéologie, autorité et mémoire de l'antiquité à la renaissance","Textes, représentations, archéologie, autorité et mémoire de l'antiquité à la renaissance",https://ror.org/02ht85j57,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
12636,https://github.com/ror-community/ror-updates/issues/12636,"Add a new organization to ROR: Textes, représentations, archéologie, autorité et mémoire de l'antiquité à la renaissance",Université de Picardie Jules Verne,https://ror.org/01gyxrk03,https://ror.org/02ht85j57,"Textes, représentations, archéologie, autorité et mémoire de l'antiquité à la renaissance",Child,Release
12635,https://github.com/ror-community/ror-updates/issues/12635,Add a new organization to ROR: Habiter le monde,Habiter le monde,https://ror.org/02wdygz27,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
12635,https://github.com/ror-community/ror-updates/issues/12635,Add a new organization to ROR: Habiter le monde,Université de Picardie Jules Verne,https://ror.org/01gyxrk03,https://ror.org/02wdygz27,Habiter le monde,Child,Release
12633,https://github.com/ror-community/ror-updates/issues/12633,"Add a new organization to ROR: Centre d'histoire des sociétés, des sciences et des conflits","Centre d'histoire des sociétés, des sciences et des conflits",https://ror.org/01jrmfs07,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
12633,https://github.com/ror-community/ror-updates/issues/12633,"Add a new organization to ROR: Centre d'histoire des sociétés, des sciences et des conflits",Université de Picardie Jules Verne,https://ror.org/01gyxrk03,https://ror.org/01jrmfs07,"Centre d'histoire des sociétés, des sciences et des conflits",Child,Release
12632,https://github.com/ror-community/ror-updates/issues/12632,"Add a new organization to ROR: Conflits, représentations et dialogues dans l'univers anglosaxon","Conflits, représentations et dialogues dans l'univers anglo-saxon",https://ror.org/03cs09e53,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
12632,https://github.com/ror-community/ror-updates/issues/12632,"Add a new organization to ROR: Conflits, représentations et dialogues dans l'univers anglosaxon",Université de Picardie Jules Verne,https://ror.org/01gyxrk03,https://ror.org/03cs09e53,"Conflits, représentations et dialogues dans l'univers anglo-saxon",Child,Release
12631,https://github.com/ror-community/ror-updates/issues/12631,Add a new organization to ROR: Centre d'études des relations et des contacts linguistiques et littéraires,Centre d'études des relations et des contacts linguistiques et littéraires,https://ror.org/00erb9339,https://ror.org/01gyxrk03,Université de Picardie Jules Verne,Parent,Production
