Issue # from Github,Issue URL,Issue title from Github,Name of org in Record ID,Record ID,Related ID,Name of org in Related ID,Relationship of Related ID to Record ID,Current location of Related ID
16370,https://github.com/ror-community/ror-updates/issues/16370,"Add a new organization to ROR: 
 
Mahatma Basaveshwar Education Society's College of Engineering, Ambajogai-431517, District: Beed, Maharashtra, India","Mahatma Basaveshwar Education Society's College of Engineering, Ambajogai",https://ror.org/02qvmaf13,https://ror.org/05tc4vc39,Dr. Babasaheb Ambedkar Technological University,Related,Production
16370,https://github.com/ror-community/ror-updates/issues/16370,"Add a new organization to ROR: 
 
Mahatma Basaveshwar Education Society's College of Engineering, Ambajogai-431517, District: Beed, Maharashtra, India",Dr. Babasaheb Ambedkar Technological University,https://ror.org/05tc4vc39,https://ror.org/02qvmaf13,"Mahatma Basaveshwar Education Society's College of Engineering, Ambajogai",Related,Release
16453,https://github.com/ror-community/ror-updates/issues/16453,"Add a new organization to ROR: 
 
University of Maryland School of Medicine",University of Maryland School of Medicine,https://ror.org/055yg0521,https://ror.org/04rq5mt64,"University of Maryland, Baltimore",Parent,Production
16453,https://github.com/ror-community/ror-updates/issues/16453,"Add a new organization to ROR: 
 
University of Maryland School of Medicine","University of Maryland, Baltimore",https://ror.org/04rq5mt64,https://ror.org/055yg0521,University of Maryland School of Medicine,Child,Release
16453,https://github.com/ror-community/ror-updates/issues/16453,"Add a new organization to ROR: 
 
University of Maryland School of Medicine",University of Maryland School of Medicine,https://ror.org/055yg0521,https://ror.org/00sde4n60,University of Maryland Medical Center,Related,Production
16453,https://github.com/ror-community/ror-updates/issues/16453,"Add a new organization to ROR: 
 
University of Maryland School of Medicine",University of Maryland Medical Center,https://ror.org/00sde4n60,https://ror.org/055yg0521,University of Maryland School of Medicine,Related,Release
16455,https://github.com/ror-community/ror-updates/issues/16455,"Add a new organization to ROR: 
 
Ecole, Mutations, Apprentissages","École, Mutations, Apprentissages",https://ror.org/037pnxs58,https://ror.org/043htjv09,CY Cergy Paris Université,Parent,Production
16455,https://github.com/ror-community/ror-updates/issues/16455,"Add a new organization to ROR: 
 
Ecole, Mutations, Apprentissages",CY Cergy Paris Université,https://ror.org/043htjv09,https://ror.org/037pnxs58,"École, Mutations, Apprentissages",Child,Release
16457,https://github.com/ror-community/ror-updates/issues/16457,"Add a new organization to ROR: 
 
Équipe de Recherche sur les Relations Matrice Extracellulaire-Cellules",Équipe de Recherche sur les Relations Matrice Extracellulaire-Cellules,https://ror.org/004yvak38,https://ror.org/043htjv09,CY Cergy Paris Université,Parent,Production
16457,https://github.com/ror-community/ror-updates/issues/16457,"Add a new organization to ROR: 
 
Équipe de Recherche sur les Relations Matrice Extracellulaire-Cellules",CY Cergy Paris Université,https://ror.org/043htjv09,https://ror.org/004yvak38,Équipe de Recherche sur les Relations Matrice Extracellulaire-Cellules,Child,Release
